Year,ServBasico,Province,County,Municipality,Unidad,GeoCode,Value
2020,BSRVH2O,,,Urduña/Orduña,Percentage,Urduña/Orduña,99.9
2021,BSRVH2O,,,Urduña/Orduña,Percentage,Urduña/Orduña,99.9
2022,BSRVH2O,,,Urduña/Orduña,Percentage,Urduña/Orduña,99.9
2010,BSRVSAN,,,Urduña/Orduña,Percentage,Urduña/Orduña,96.6
2011,BSRVSAN,,,Urduña/Orduña,Percentage,Urduña/Orduña,96.3
2013,BSRVSAN,,,Urduña/Orduña,Percentage,Urduña/Orduña,96.8
2014,BSRVSAN,,,Urduña/Orduña,Percentage,Urduña/Orduña,96.9
2015,BSRVSAN,,,Urduña/Orduña,Percentage,Urduña/Orduña,96.6
2016,BSRVSAN,,,Urduña/Orduña,Percentage,Urduña/Orduña,96.7
2017,BSRVSAN,,,Urduña/Orduña,Percentage,Urduña/Orduña,97.0
2018,BSRVSAN,,,Urduña/Orduña,Percentage,Urduña/Orduña,97.5
2019,BSRVSAN,,,Urduña/Orduña,Percentage,Urduña/Orduña,97.6
2020,BSRVSAN,,,Urduña/Orduña,Percentage,Urduña/Orduña,99.9
2021,BSRVSAN,,,Urduña/Orduña,Percentage,Urduña/Orduña,99.9
2022,BSRVSAN,,,Urduña/Orduña,Percentage,Urduña/Orduña,99.9
2010,BSRVH2O,,,Orozko,Percentage,Orozko,99.7
2011,BSRVH2O,,,Orozko,Percentage,Orozko,99.6
2013,BSRVH2O,,,Orozko,Percentage,Orozko,99.6
2014,BSRVH2O,,,Orozko,Percentage,Orozko,99.6
2015,BSRVH2O,,,Orozko,Percentage,Orozko,99.6
2016,BSRVH2O,,,Orozko,Percentage,Orozko,99.6
2017,BSRVH2O,,,Orozko,Percentage,Orozko,99.6
2018,BSRVH2O,,,Orozko,Percentage,Orozko,99.6
2019,BSRVH2O,,,Orozko,Percentage,Orozko,99.6
2020,BSRVH2O,,,Orozko,Percentage,Orozko,99.6
2021,BSRVH2O,,,Orozko,Percentage,Orozko,99.6
2022,BSRVH2O,,,Orozko,Percentage,Orozko,99.6
2010,BSRVSAN,,,Orozko,Percentage,Orozko,97.1
2011,BSRVSAN,,,Orozko,Percentage,Orozko,96.8
2013,BSRVSAN,,,Orozko,Percentage,Orozko,96.7
2014,BSRVSAN,,,Orozko,Percentage,Orozko,96.8
2015,BSRVSAN,,,Orozko,Percentage,Orozko,96.6
2016,BSRVSAN,,,Orozko,Percentage,Orozko,96.5
2017,BSRVSAN,,,Orozko,Percentage,Orozko,97.0
2018,BSRVSAN,,,Orozko,Percentage,Orozko,97.0
2019,BSRVSAN,,,Orozko,Percentage,Orozko,97.0
2020,BSRVSAN,,,Orozko,Percentage,Orozko,99.2
2021,BSRVSAN,,,Orozko,Percentage,Orozko,99.0
2022,BSRVSAN,,,Orozko,Percentage,Orozko,99.0
2010,BSRVH2O,,,Sukarrieta,Percentage,Sukarrieta,100.0
2011,BSRVH2O,,,Sukarrieta,Percentage,Sukarrieta,100.0
2013,BSRVH2O,,,Sukarrieta,Percentage,Sukarrieta,100.0
2014,BSRVH2O,,,Sukarrieta,Percentage,Sukarrieta,100.0
2015,BSRVH2O,,,Sukarrieta,Percentage,Sukarrieta,100.0
2016,BSRVH2O,,,Sukarrieta,Percentage,Sukarrieta,100.0
2017,BSRVH2O,,,Sukarrieta,Percentage,Sukarrieta,100.0
2018,BSRVH2O,,,Sukarrieta,Percentage,Sukarrieta,100.0
2019,BSRVH2O,,,Sukarrieta,Percentage,Sukarrieta,100.0
2020,BSRVH2O,,,Sukarrieta,Percentage,Sukarrieta,100.0
2021,BSRVH2O,,,Sukarrieta,Percentage,Sukarrieta,100.0
2022,BSRVH2O,,,Sukarrieta,Percentage,Sukarrieta,100.0
2010,BSRVSAN,,,Sukarrieta,Percentage,Sukarrieta,100.0
2011,BSRVSAN,,,Sukarrieta,Percentage,Sukarrieta,100.0
2013,BSRVSAN,,,Sukarrieta,Percentage,Sukarrieta,99.4
2014,BSRVSAN,,,Sukarrieta,Percentage,Sukarrieta,99.4
2015,BSRVSAN,,,Sukarrieta,Percentage,Sukarrieta,99.4
2016,BSRVSAN,,,Sukarrieta,Percentage,Sukarrieta,99.4
2017,BSRVSAN,,,Sukarrieta,Percentage,Sukarrieta,99.4
2018,BSRVSAN,,,Sukarrieta,Percentage,Sukarrieta,99.4
2019,BSRVSAN,,,Sukarrieta,Percentage,Sukarrieta,99.4
2020,BSRVSAN,,,Sukarrieta,Percentage,Sukarrieta,100.0
2021,BSRVSAN,,,Sukarrieta,Percentage,Sukarrieta,100.0
2022,BSRVSAN,,,Sukarrieta,Percentage,Sukarrieta,100.0
2010,BSRVH2O,,,Plentzia,Percentage,Plentzia,100.0
2011,BSRVH2O,,,Plentzia,Percentage,Plentzia,100.0
2013,BSRVH2O,,,Plentzia,Percentage,Plentzia,100.0
2014,BSRVH2O,,,Plentzia,Percentage,Plentzia,100.0
2015,BSRVH2O,,,Plentzia,Percentage,Plentzia,100.0
2016,BSRVH2O,,,Plentzia,Percentage,Plentzia,100.0
2017,BSRVH2O,,,Plentzia,Percentage,Plentzia,100.0
2018,BSRVH2O,,,Plentzia,Percentage,Plentzia,100.0
2019,BSRVH2O,,,Plentzia,Percentage,Plentzia,100.0
2020,BSRVH2O,,,Plentzia,Percentage,Plentzia,100.0
2021,BSRVH2O,,,Plentzia,Percentage,Plentzia,100.0
2022,BSRVH2O,,,Plentzia,Percentage,Plentzia,100.0
2010,BSRVSAN,,,Plentzia,Percentage,Plentzia,99.3
2011,BSRVSAN,,,Plentzia,Percentage,Plentzia,99.4
2013,BSRVSAN,,,Plentzia,Percentage,Plentzia,99.4
2014,BSRVSAN,,,Plentzia,Percentage,Plentzia,99.5
2015,BSRVSAN,,,Plentzia,Percentage,Plentzia,99.5
2016,BSRVSAN,,,Plentzia,Percentage,Plentzia,99.5
2017,BSRVSAN,,,Plentzia,Percentage,Plentzia,99.5
2018,BSRVSAN,,,Plentzia,Percentage,Plentzia,99.5
2019,BSRVSAN,,,Plentzia,Percentage,Plentzia,99.4
2020,BSRVSAN,,,Plentzia,Percentage,Plentzia,99.9
2021,BSRVSAN,,,Plentzia,Percentage,Plentzia,99.9
2022,BSRVSAN,,,Plentzia,Percentage,Plentzia,99.9
2010,BSRVH2O,,,Portugalete,Percentage,Portugalete,100.0
2011,BSRVH2O,,,Portugalete,Percentage,Portugalete,100.0
2013,BSRVH2O,,,Portugalete,Percentage,Portugalete,100.0
2014,BSRVH2O,,,Portugalete,Percentage,Portugalete,100.0
2015,BSRVH2O,,,Portugalete,Percentage,Portugalete,100.0
2016,BSRVH2O,,,Portugalete,Percentage,Portugalete,100.0
2017,BSRVH2O,,,Portugalete,Percentage,Portugalete,100.0
2018,BSRVH2O,,,Portugalete,Percentage,Portugalete,100.0
2019,BSRVH2O,,,Portugalete,Percentage,Portugalete,100.0
2020,BSRVH2O,,,Portugalete,Percentage,Portugalete,100.0
2021,BSRVH2O,,,Portugalete,Percentage,Portugalete,100.0
2022,BSRVH2O,,,Portugalete,Percentage,Portugalete,100.0
2010,BSRVSAN,,,Portugalete,Percentage,Portugalete,99.8
2011,BSRVSAN,,,Portugalete,Percentage,Portugalete,99.8
2013,BSRVSAN,,,Portugalete,Percentage,Portugalete,99.8
2014,BSRVSAN,,,Portugalete,Percentage,Portugalete,99.8
2015,BSRVSAN,,,Portugalete,Percentage,Portugalete,99.8
2016,BSRVSAN,,,Portugalete,Percentage,Portugalete,99.8
2017,BSRVSAN,,,Portugalete,Percentage,Portugalete,99.8
2018,BSRVSAN,,,Portugalete,Percentage,Portugalete,99.8
2019,BSRVSAN,,,Portugalete,Percentage,Portugalete,99.8
2020,BSRVSAN,,,Portugalete,Percentage,Portugalete,100.0
2021,BSRVSAN,,,Portugalete,Percentage,Portugalete,100.0
2022,BSRVSAN,,,Portugalete,Percentage,Portugalete,100.0
2010,BSRVH2O,,,Errigoiti,Percentage,Errigoiti,98.5
2011,BSRVH2O,,,Errigoiti,Percentage,Errigoiti,98.5
2013,BSRVH2O,,,Errigoiti,Percentage,Errigoiti,98.0
2014,BSRVH2O,,,Errigoiti,Percentage,Errigoiti,98.0
2015,BSRVH2O,,,Errigoiti,Percentage,Errigoiti,98.0
2016,BSRVH2O,,,Errigoiti,Percentage,Errigoiti,98.0
2017,BSRVH2O,,,Errigoiti,Percentage,Errigoiti,98.0
2018,BSRVH2O,,,Errigoiti,Percentage,Errigoiti,98.0
2019,BSRVH2O,,,Errigoiti,Percentage,Errigoiti,97.9
2020,BSRVH2O,,,Errigoiti,Percentage,Errigoiti,98.0
2021,BSRVH2O,,,Errigoiti,Percentage,Errigoiti,98.0
2022,BSRVH2O,,,Errigoiti,Percentage,Errigoiti,98.1
2010,BSRVSAN,,,Errigoiti,Percentage,Errigoiti,96.5
2011,BSRVSAN,,,Errigoiti,Percentage,Errigoiti,97.5
2013,BSRVSAN,,,Errigoiti,Percentage,Errigoiti,97.0
2014,BSRVSAN,,,Errigoiti,Percentage,Errigoiti,95.9
2015,BSRVSAN,,,Errigoiti,Percentage,Errigoiti,95.9
2016,BSRVSAN,,,Errigoiti,Percentage,Errigoiti,95.9
2017,BSRVSAN,,,Errigoiti,Percentage,Errigoiti,96.0
2018,BSRVSAN,,,Errigoiti,Percentage,Errigoiti,95.9
2019,BSRVSAN,,,Errigoiti,Percentage,Errigoiti,96.4
2020,BSRVSAN,,,Errigoiti,Percentage,Errigoiti,100.0
2021,BSRVSAN,,,Errigoiti,Percentage,Errigoiti,100.0
2022,BSRVSAN,,,Errigoiti,Percentage,Errigoiti,100.0
2010,BSRVH2O,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.9
2011,BSRVH2O,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.8
2013,BSRVH2O,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.8
2014,BSRVH2O,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.8
2015,BSRVH2O,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.8
2016,BSRVH2O,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.8
2017,BSRVH2O,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.8
2018,BSRVH2O,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.7
2019,BSRVH2O,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.7
2020,BSRVH2O,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.7
2021,BSRVH2O,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.7
2022,BSRVH2O,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.7
2010,BSRVSAN,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.2
2011,BSRVSAN,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.2
2013,BSRVSAN,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.2
2014,BSRVSAN,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.2
2015,BSRVSAN,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.2
2016,BSRVSAN,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.2
2017,BSRVSAN,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.2
2018,BSRVSAN,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.3
2019,BSRVSAN,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,99.3
2020,BSRVSAN,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,100.0
2021,BSRVSAN,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,100.0
2022,BSRVSAN,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,100.0
2010,BSRVH2O,,,Lezama,Percentage,Lezama,99.9
2011,BSRVH2O,,,Lezama,Percentage,Lezama,99.9
2013,BSRVH2O,,,Lezama,Percentage,Lezama,99.9
2014,BSRVH2O,,,Lezama,Percentage,Lezama,99.9
2015,BSRVH2O,,,Lezama,Percentage,Lezama,99.9
2016,BSRVH2O,,,Lezama,Percentage,Lezama,99.9
2017,BSRVH2O,,,Lezama,Percentage,Lezama,99.9
2018,BSRVH2O,,,Lezama,Percentage,Lezama,99.9
2019,BSRVH2O,,,Lezama,Percentage,Lezama,99.9
2020,BSRVH2O,,,Lezama,Percentage,Lezama,99.9
2021,BSRVH2O,,,Lezama,Percentage,Lezama,99.9
2022,BSRVH2O,,,Lezama,Percentage,Lezama,99.9
2010,BSRVSAN,,,Lezama,Percentage,Lezama,99.6
2011,BSRVSAN,,,Lezama,Percentage,Lezama,99.6
2013,BSRVSAN,,,Lezama,Percentage,Lezama,99.6
2014,BSRVSAN,,,Lezama,Percentage,Lezama,99.6
2015,BSRVSAN,,,Lezama,Percentage,Lezama,99.5
2016,BSRVSAN,,,Lezama,Percentage,Lezama,99.5
2017,BSRVSAN,,,Lezama,Percentage,Lezama,99.8
2018,BSRVSAN,,,Lezama,Percentage,Lezama,99.7
2019,BSRVSAN,,,Lezama,Percentage,Lezama,99.7
2020,BSRVSAN,,,Lezama,Percentage,Lezama,100.0
2021,BSRVSAN,,,Lezama,Percentage,Lezama,100.0
2022,BSRVSAN,,,Lezama,Percentage,Lezama,100.0
2010,BSRVH2O,,,Santurtzi,Percentage,Santurtzi,100.0
2011,BSRVH2O,,,Santurtzi,Percentage,Santurtzi,100.0
2013,BSRVH2O,,,Santurtzi,Percentage,Santurtzi,100.0
2014,BSRVH2O,,,Santurtzi,Percentage,Santurtzi,100.0
2015,BSRVH2O,,,Santurtzi,Percentage,Santurtzi,100.0
2016,BSRVH2O,,,Santurtzi,Percentage,Santurtzi,100.0
2017,BSRVH2O,,,Santurtzi,Percentage,Santurtzi,100.0
2018,BSRVH2O,,,Santurtzi,Percentage,Santurtzi,100.0
2019,BSRVH2O,,,Santurtzi,Percentage,Santurtzi,100.0
2020,BSRVH2O,,,Santurtzi,Percentage,Santurtzi,100.0
2021,BSRVH2O,,,Santurtzi,Percentage,Santurtzi,100.0
2022,BSRVH2O,,,Santurtzi,Percentage,Santurtzi,100.0
2010,BSRVSAN,,,Santurtzi,Percentage,Santurtzi,99.8
2011,BSRVSAN,,,Santurtzi,Percentage,Santurtzi,99.8
2013,BSRVSAN,,,Santurtzi,Percentage,Santurtzi,99.8
2014,BSRVSAN,,,Santurtzi,Percentage,Santurtzi,99.8
2015,BSRVSAN,,,Santurtzi,Percentage,Santurtzi,99.8
2016,BSRVSAN,,,Santurtzi,Percentage,Santurtzi,99.8
2017,BSRVSAN,,,Santurtzi,Percentage,Santurtzi,99.8
2018,BSRVSAN,,,Santurtzi,Percentage,Santurtzi,99.9
2019,BSRVSAN,,,Santurtzi,Percentage,Santurtzi,99.9
2020,BSRVSAN,,,Santurtzi,Percentage,Santurtzi,100.0
2021,BSRVSAN,,,Santurtzi,Percentage,Santurtzi,100.0
2022,BSRVSAN,,,Santurtzi,Percentage,Santurtzi,100.0
2010,BSRVH2O,,,Ortuella,Percentage,Ortuella,100.0
2011,BSRVH2O,,,Ortuella,Percentage,Ortuella,100.0
2013,BSRVH2O,,,Ortuella,Percentage,Ortuella,100.0
2014,BSRVH2O,,,Ortuella,Percentage,Ortuella,100.0
2015,BSRVH2O,,,Ortuella,Percentage,Ortuella,100.0
2016,BSRVH2O,,,Ortuella,Percentage,Ortuella,100.0
2017,BSRVH2O,,,Ortuella,Percentage,Ortuella,100.0
2018,BSRVH2O,,,Ortuella,Percentage,Ortuella,100.0
2019,BSRVH2O,,,Ortuella,Percentage,Ortuella,100.0
2020,BSRVH2O,,,Ortuella,Percentage,Ortuella,100.0
2021,BSRVH2O,,,Ortuella,Percentage,Ortuella,100.0
2022,BSRVH2O,,,Ortuella,Percentage,Ortuella,100.0
2010,BSRVSAN,,,Ortuella,Percentage,Ortuella,99.0
2011,BSRVSAN,,,Ortuella,Percentage,Ortuella,99.0
2013,BSRVSAN,,,Ortuella,Percentage,Ortuella,99.0
2014,BSRVSAN,,,Ortuella,Percentage,Ortuella,99.0
2015,BSRVSAN,,,Ortuella,Percentage,Ortuella,99.0
2016,BSRVSAN,,,Ortuella,Percentage,Ortuella,98.9
2017,BSRVSAN,,,Ortuella,Percentage,Ortuella,98.9
2018,BSRVSAN,,,Ortuella,Percentage,Ortuella,99.0
2019,BSRVSAN,,,Ortuella,Percentage,Ortuella,99.1
2020,BSRVSAN,,,Ortuella,Percentage,Ortuella,99.9
2021,BSRVSAN,,,Ortuella,Percentage,Ortuella,99.9
2022,BSRVSAN,,,Ortuella,Percentage,Ortuella,100.0
2010,BSRVH2O,,,Sestao,Percentage,Sestao,100.0
2011,BSRVH2O,,,Sestao,Percentage,Sestao,100.0
2013,BSRVH2O,,,Sestao,Percentage,Sestao,100.0
2014,BSRVH2O,,,Sestao,Percentage,Sestao,100.0
2015,BSRVH2O,,,Sestao,Percentage,Sestao,100.0
2016,BSRVH2O,,,Sestao,Percentage,Sestao,100.0
2017,BSRVH2O,,,Sestao,Percentage,Sestao,100.0
2018,BSRVH2O,,,Sestao,Percentage,Sestao,100.0
2019,BSRVH2O,,,Sestao,Percentage,Sestao,100.0
2020,BSRVH2O,,,Sestao,Percentage,Sestao,100.0
2021,BSRVH2O,,,Sestao,Percentage,Sestao,100.0
2022,BSRVH2O,,,Sestao,Percentage,Sestao,100.0
2010,BSRVSAN,,,Sestao,Percentage,Sestao,99.5
2011,BSRVSAN,,,Sestao,Percentage,Sestao,99.5
2013,BSRVSAN,,,Sestao,Percentage,Sestao,99.5
2014,BSRVSAN,,,Sestao,Percentage,Sestao,99.5
2015,BSRVSAN,,,Sestao,Percentage,Sestao,99.5
2016,BSRVSAN,,,Sestao,Percentage,Sestao,99.5
2017,BSRVSAN,,,Sestao,Percentage,Sestao,99.5
2018,BSRVSAN,,,Sestao,Percentage,Sestao,99.5
2019,BSRVSAN,,,Sestao,Percentage,Sestao,99.6
2020,BSRVSAN,,,Sestao,Percentage,Sestao,100.0
2021,BSRVSAN,,,Sestao,Percentage,Sestao,100.0
2022,BSRVSAN,,,Sestao,Percentage,Sestao,100.0
2010,BSRVH2O,,,Sopela,Percentage,Sopela,100.0
2011,BSRVH2O,,,Sopela,Percentage,Sopela,100.0
2013,BSRVH2O,,,Sopela,Percentage,Sopela,100.0
2014,BSRVH2O,,,Sopela,Percentage,Sopela,100.0
2015,BSRVH2O,,,Sopela,Percentage,Sopela,100.0
2016,BSRVH2O,,,Sopela,Percentage,Sopela,100.0
2017,BSRVH2O,,,Sopela,Percentage,Sopela,100.0
2018,BSRVH2O,,,Sopela,Percentage,Sopela,100.0
2019,BSRVH2O,,,Sopela,Percentage,Sopela,100.0
2020,BSRVH2O,,,Sopela,Percentage,Sopela,100.0
2021,BSRVH2O,,,Sopela,Percentage,Sopela,100.0
2022,BSRVH2O,,,Sopela,Percentage,Sopela,100.0
2010,BSRVSAN,,,Sopela,Percentage,Sopela,99.9
2011,BSRVSAN,,,Sopela,Percentage,Sopela,99.9
2013,BSRVSAN,,,Sopela,Percentage,Sopela,99.9
2014,BSRVSAN,,,Sopela,Percentage,Sopela,99.9
2015,BSRVSAN,,,Sopela,Percentage,Sopela,99.9
2016,BSRVSAN,,,Sopela,Percentage,Sopela,99.9
2017,BSRVSAN,,,Sopela,Percentage,Sopela,99.9
2018,BSRVSAN,,,Sopela,Percentage,Sopela,99.9
2019,BSRVSAN,,,Sopela,Percentage,Sopela,99.9
2020,BSRVSAN,,,Sopela,Percentage,Sopela,100.0
2021,BSRVSAN,,,Sopela,Percentage,Sopela,100.0
2022,BSRVSAN,,,Sopela,Percentage,Sopela,100.0
2010,BSRVH2O,,,Sopuerta,Percentage,Sopuerta,95.2
2011,BSRVH2O,,,Sopuerta,Percentage,Sopuerta,95.0
2013,BSRVH2O,,,Sopuerta,Percentage,Sopuerta,95.1
2014,BSRVH2O,,,Sopuerta,Percentage,Sopuerta,95.2
2015,BSRVH2O,,,Sopuerta,Percentage,Sopuerta,95.4
2016,BSRVH2O,,,Sopuerta,Percentage,Sopuerta,95.0
2017,BSRVH2O,,,Sopuerta,Percentage,Sopuerta,95.3
2018,BSRVH2O,,,Sopuerta,Percentage,Sopuerta,95.3
2019,BSRVH2O,,,Sopuerta,Percentage,Sopuerta,95.3
2020,BSRVH2O,,,Sopuerta,Percentage,Sopuerta,95.2
2021,BSRVH2O,,,Sopuerta,Percentage,Sopuerta,95.2
2022,BSRVH2O,,,Sopuerta,Percentage,Sopuerta,95.3
2010,BSRVSAN,,,Sopuerta,Percentage,Sopuerta,98.3
2011,BSRVSAN,,,Sopuerta,Percentage,Sopuerta,98.3
2013,BSRVSAN,,,Sopuerta,Percentage,Sopuerta,98.2
2014,BSRVSAN,,,Sopuerta,Percentage,Sopuerta,98.3
2015,BSRVSAN,,,Sopuerta,Percentage,Sopuerta,98.3
2016,BSRVSAN,,,Sopuerta,Percentage,Sopuerta,98.4
2017,BSRVSAN,,,Sopuerta,Percentage,Sopuerta,98.5
2018,BSRVSAN,,,Sopuerta,Percentage,Sopuerta,98.6
2019,BSRVSAN,,,Sopuerta,Percentage,Sopuerta,98.5
2020,BSRVSAN,,,Sopuerta,Percentage,Sopuerta,99.8
2021,BSRVSAN,,,Sopuerta,Percentage,Sopuerta,99.8
2022,BSRVSAN,,,Sopuerta,Percentage,Sopuerta,99.8
2010,BSRVH2O,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.5
2011,BSRVH2O,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.5
2013,BSRVH2O,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.5
2014,BSRVH2O,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.5
2015,BSRVH2O,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.5
2016,BSRVH2O,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.5
2017,BSRVH2O,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.5
2018,BSRVH2O,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.5
2019,BSRVH2O,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.5
2020,BSRVH2O,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.5
2021,BSRVH2O,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.5
2022,BSRVH2O,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.1
2010,BSRVSAN,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.0
2011,BSRVSAN,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.0
2013,BSRVSAN,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.0
2014,BSRVSAN,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.0
2015,BSRVSAN,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.0
2016,BSRVSAN,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.0
2017,BSRVSAN,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,98.6
2018,BSRVSAN,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,98.6
2019,BSRVSAN,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,98.6
2020,BSRVSAN,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.5
2021,BSRVSAN,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,99.5
2022,BSRVSAN,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,100.0
2010,BSRVH2O,,,Ubide,Percentage,Ubide,100.0
2011,BSRVH2O,,,Ubide,Percentage,Ubide,100.0
2013,BSRVH2O,,,Ubide,Percentage,Ubide,100.0
2014,BSRVH2O,,,Ubide,Percentage,Ubide,100.0
2015,BSRVH2O,,,Ubide,Percentage,Ubide,100.0
2016,BSRVH2O,,,Ubide,Percentage,Ubide,100.0
2017,BSRVH2O,,,Ubide,Percentage,Ubide,100.0
2018,BSRVH2O,,,Ubide,Percentage,Ubide,100.0
2019,BSRVH2O,,,Ubide,Percentage,Ubide,100.0
2020,BSRVH2O,,,Ubide,Percentage,Ubide,100.0
2021,BSRVH2O,,,Ubide,Percentage,Ubide,100.0
2022,BSRVH2O,,,Ubide,Percentage,Ubide,100.0
2010,BSRVSAN,,,Ubide,Percentage,Ubide,98.8
2011,BSRVSAN,,,Ubide,Percentage,Ubide,100.0
2013,BSRVSAN,,,Ubide,Percentage,Ubide,100.0
2014,BSRVSAN,,,Ubide,Percentage,Ubide,100.0
2015,BSRVSAN,,,Ubide,Percentage,Ubide,100.0
2016,BSRVSAN,,,Ubide,Percentage,Ubide,100.0
2017,BSRVSAN,,,Ubide,Percentage,Ubide,100.0
2018,BSRVSAN,,,Ubide,Percentage,Ubide,100.0
2019,BSRVSAN,,,Ubide,Percentage,Ubide,100.0
2020,BSRVSAN,,,Ubide,Percentage,Ubide,100.0
2021,BSRVSAN,,,Ubide,Percentage,Ubide,100.0
2022,BSRVSAN,,,Ubide,Percentage,Ubide,100.0
2010,BSRVH2O,,,Urduliz,Percentage,Urduliz,99.8
2011,BSRVH2O,,,Urduliz,Percentage,Urduliz,99.9
2013,BSRVH2O,,,Urduliz,Percentage,Urduliz,99.9
2014,BSRVH2O,,,Urduliz,Percentage,Urduliz,99.9
2015,BSRVH2O,,,Urduliz,Percentage,Urduliz,99.9
2016,BSRVH2O,,,Urduliz,Percentage,Urduliz,99.9
2017,BSRVH2O,,,Urduliz,Percentage,Urduliz,99.9
2018,BSRVH2O,,,Urduliz,Percentage,Urduliz,99.9
2019,BSRVH2O,,,Urduliz,Percentage,Urduliz,99.8
2020,BSRVH2O,,,Urduliz,Percentage,Urduliz,99.8
2021,BSRVH2O,,,Urduliz,Percentage,Urduliz,99.8
2022,BSRVH2O,,,Urduliz,Percentage,Urduliz,99.9
2010,BSRVSAN,,,Urduliz,Percentage,Urduliz,99.9
2011,BSRVSAN,,,Urduliz,Percentage,Urduliz,99.9
2013,BSRVSAN,,,Urduliz,Percentage,Urduliz,99.9
2014,BSRVSAN,,,Urduliz,Percentage,Urduliz,99.9
2015,BSRVSAN,,,Urduliz,Percentage,Urduliz,99.9
2016,BSRVSAN,,,Urduliz,Percentage,Urduliz,99.9
2017,BSRVSAN,,,Urduliz,Percentage,Urduliz,99.9
2018,BSRVSAN,,,Urduliz,Percentage,Urduliz,99.9
2019,BSRVSAN,,,Urduliz,Percentage,Urduliz,99.9
2020,BSRVSAN,,,Urduliz,Percentage,Urduliz,100.0
2021,BSRVSAN,,,Urduliz,Percentage,Urduliz,100.0
2022,BSRVSAN,,,Urduliz,Percentage,Urduliz,100.0
2010,BSRVH2O,,,Balmaseda,Percentage,Balmaseda,99.7
2011,BSRVH2O,,,Balmaseda,Percentage,Balmaseda,99.9
2013,BSRVH2O,,,Balmaseda,Percentage,Balmaseda,99.9
2014,BSRVH2O,,,Balmaseda,Percentage,Balmaseda,99.9
2015,BSRVH2O,,,Balmaseda,Percentage,Balmaseda,99.9
2016,BSRVH2O,,,Balmaseda,Percentage,Balmaseda,99.9
2017,BSRVH2O,,,Balmaseda,Percentage,Balmaseda,99.9
