Year,Series,Sexo,Tipo de renta,Territorio,Comarca,Municipio,Units,GeoCode,Value
2013,Brecha de género en la renta,,Renta total,,,Muxika,Porcentaje,Muxika,28.7
2018,Brecha de género en la renta,,Renta total,,,Muxika,Porcentaje,Muxika,28.3
2014,Brecha de género en la renta,,Renta total,,,Muxika,Porcentaje,Muxika,29.1
2021,Brecha de género en la renta,,Renta total,,,Muxika,Porcentaje,Muxika,20.0
2015,Brecha de género en la renta,,Renta total,,,Nabarniz,Porcentaje,Nabarniz,33.4
2017,Brecha de género en la renta,,Renta total,,,Nabarniz,Porcentaje,Nabarniz,29.5
2013,Brecha de género en la renta,,Renta total,,,Nabarniz,Porcentaje,Nabarniz,29.0
2021,Brecha de género en la renta,,Renta total,,,Nabarniz,Porcentaje,Nabarniz,27.3
2019,Brecha de género en la renta,,Renta total,,,Nabarniz,Porcentaje,Nabarniz,36.8
2009,Brecha de género en la renta,,Renta total,,,Nabarniz,Porcentaje,Nabarniz,28.4
2014,Brecha de género en la renta,,Renta total,,,Nabarniz,Porcentaje,Nabarniz,24.7
2011,Brecha de género en la renta,,Renta total,,,Nabarniz,Porcentaje,Nabarniz,19.5
2016,Brecha de género en la renta,,Renta total,,,Nabarniz,Porcentaje,Nabarniz,37.7
2018,Brecha de género en la renta,,Renta total,,,Nabarniz,Porcentaje,Nabarniz,31.3
2020,Brecha de género en la renta,,Renta total,,,Nabarniz,Porcentaje,Nabarniz,35.4
2020,Brecha de género en la renta,,Renta total,,,Navaridas,Porcentaje,Navaridas,31.7
2017,Brecha de género en la renta,,Renta total,,,Navaridas,Porcentaje,Navaridas,3.0
2013,Brecha de género en la renta,,Renta total,,,Navaridas,Porcentaje,Navaridas,16.1
2014,Brecha de género en la renta,,Renta total,,,Navaridas,Porcentaje,Navaridas,8.6
2015,Brecha de género en la renta,,Renta total,,,Navaridas,Porcentaje,Navaridas,4.4
2009,Brecha de género en la renta,,Renta total,,,Navaridas,Porcentaje,Navaridas,42.8
2016,Brecha de género en la renta,,Renta total,,,Navaridas,Porcentaje,Navaridas,-2.4
2018,Brecha de género en la renta,,Renta total,,,Navaridas,Porcentaje,Navaridas,19.4
2021,Brecha de género en la renta,,Renta total,,,Navaridas,Porcentaje,Navaridas,25.7
2011,Brecha de género en la renta,,Renta total,,,Navaridas,Porcentaje,Navaridas,35.4
2019,Brecha de género en la renta,,Renta total,,,Navaridas,Porcentaje,Navaridas,17.7
2020,Brecha de género en la renta,,Renta total,,,Oiartzun,Porcentaje,Oiartzun,31.3
2018,Brecha de género en la renta,,Renta total,,,Oiartzun,Porcentaje,Oiartzun,33.5
2017,Brecha de género en la renta,,Renta total,,,Oiartzun,Porcentaje,Oiartzun,34.4
2016,Brecha de género en la renta,,Renta total,,,Oiartzun,Porcentaje,Oiartzun,33.9
2009,Brecha de género en la renta,,Renta total,,,Oiartzun,Porcentaje,Oiartzun,41.4
2019,Brecha de género en la renta,,Renta total,,,Oiartzun,Porcentaje,Oiartzun,39.3
2011,Brecha de género en la renta,,Renta total,,,Oiartzun,Porcentaje,Oiartzun,37.9
2015,Brecha de género en la renta,,Renta total,,,Oiartzun,Porcentaje,Oiartzun,35.2
2021,Brecha de género en la renta,,Renta total,,,Oiartzun,Porcentaje,Oiartzun,29.9
2013,Brecha de género en la renta,,Renta total,,,Oiartzun,Porcentaje,Oiartzun,36.9
2014,Brecha de género en la renta,,Renta total,,,Oiartzun,Porcentaje,Oiartzun,37.2
2011,Brecha de género en la renta,,Renta total,,,Okondo,Porcentaje,Okondo,46.2
2016,Brecha de género en la renta,,Renta total,,,Okondo,Porcentaje,Okondo,40.2
2013,Brecha de género en la renta,,Renta total,,,Okondo,Porcentaje,Okondo,44.3
2019,Brecha de género en la renta,,Renta total,,,Okondo,Porcentaje,Okondo,42.3
2021,Brecha de género en la renta,,Renta total,,,Okondo,Porcentaje,Okondo,38.9
2017,Brecha de género en la renta,,Renta total,,,Okondo,Porcentaje,Okondo,43.4
2014,Brecha de género en la renta,,Renta total,,,Okondo,Porcentaje,Okondo,46.4
2015,Brecha de género en la renta,,Renta total,,,Okondo,Porcentaje,Okondo,40.3
2018,Brecha de género en la renta,,Renta total,,,Okondo,Porcentaje,Okondo,44.2
2009,Brecha de género en la renta,,Renta total,,,Okondo,Porcentaje,Okondo,48.4
2020,Brecha de género en la renta,,Renta total,,,Okondo,Porcentaje,Okondo,39.1
2016,Brecha de género en la renta,,Renta total,,,Olaberria,Porcentaje,Olaberria,56.1
2015,Brecha de género en la renta,,Renta total,,,Olaberria,Porcentaje,Olaberria,57.2
2017,Brecha de género en la renta,,Renta total,,,Olaberria,Porcentaje,Olaberria,58.1
2014,Brecha de género en la renta,,Renta total,,,Olaberria,Porcentaje,Olaberria,58.2
2019,Brecha de género en la renta,,Renta total,,,Olaberria,Porcentaje,Olaberria,54.8
2021,Brecha de género en la renta,,Renta total,,,Olaberria,Porcentaje,Olaberria,50.7
2009,Brecha de género en la renta,,Renta total,,,Olaberria,Porcentaje,Olaberria,59.2
2011,Brecha de género en la renta,,Renta total,,,Olaberria,Porcentaje,Olaberria,57.6
2018,Brecha de género en la renta,,Renta total,,,Olaberria,Porcentaje,Olaberria,57.6
2013,Brecha de género en la renta,,Renta total,,,Olaberria,Porcentaje,Olaberria,56.0
2020,Brecha de género en la renta,,Renta total,,,Olaberria,Porcentaje,Olaberria,53.2
2009,Brecha de género en la renta,,Renta total,,,Ondarroa,Porcentaje,Ondarroa,43.3
2015,Brecha de género en la renta,,Renta total,,,Ondarroa,Porcentaje,Ondarroa,40.9
2013,Brecha de género en la renta,,Renta total,,,Ondarroa,Porcentaje,Ondarroa,43.9
2018,Brecha de género en la renta,,Renta total,,,Ondarroa,Porcentaje,Ondarroa,44.2
2011,Brecha de género en la renta,,Renta total,,,Ondarroa,Porcentaje,Ondarroa,43.2
2020,Brecha de género en la renta,,Renta total,,,Ondarroa,Porcentaje,Ondarroa,34.1
2016,Brecha de género en la renta,,Renta total,,,Ondarroa,Porcentaje,Ondarroa,41.3
2014,Brecha de género en la renta,,Renta total,,,Ondarroa,Porcentaje,Ondarroa,42.6
2019,Brecha de género en la renta,,Renta total,,,Ondarroa,Porcentaje,Ondarroa,34.5
2017,Brecha de género en la renta,,Renta total,,,Ondarroa,Porcentaje,Ondarroa,42.3
2021,Brecha de género en la renta,,Renta total,,,Ondarroa,Porcentaje,Ondarroa,42.4
2015,Brecha de género en la renta,,Renta total,,,Oñati,Porcentaje,Oñati,34.1
2011,Brecha de género en la renta,,Renta total,,,Oñati,Porcentaje,Oñati,35.4
2018,Brecha de género en la renta,,Renta total,,,Oñati,Porcentaje,Oñati,34.5
2009,Brecha de género en la renta,,Renta total,,,Oñati,Porcentaje,Oñati,40.7
2020,Brecha de género en la renta,,Renta total,,,Oñati,Porcentaje,Oñati,31.0
2016,Brecha de género en la renta,,Renta total,,,Oñati,Porcentaje,Oñati,35.5
2021,Brecha de género en la renta,,Renta total,,,Oñati,Porcentaje,Oñati,29.7
2019,Brecha de género en la renta,,Renta total,,,Oñati,Porcentaje,Oñati,33.1
2013,Brecha de género en la renta,,Renta total,,,Oñati,Porcentaje,Oñati,34.5
2014,Brecha de género en la renta,,Renta total,,,Oñati,Porcentaje,Oñati,34.3
2017,Brecha de género en la renta,,Renta total,,,Oñati,Porcentaje,Oñati,35.2
2009,Brecha de género en la renta,,Renta total,,,Ordizia,Porcentaje,Ordizia,50.7
2016,Brecha de género en la renta,,Renta total,,,Ordizia,Porcentaje,Ordizia,44.2
2017,Brecha de género en la renta,,Renta total,,,Ordizia,Porcentaje,Ordizia,44.9
2018,Brecha de género en la renta,,Renta total,,,Ordizia,Porcentaje,Ordizia,43.9
2021,Brecha de género en la renta,,Renta total,,,Ordizia,Porcentaje,Ordizia,41.3
2014,Brecha de género en la renta,,Renta total,,,Ordizia,Porcentaje,Ordizia,45.5
2015,Brecha de género en la renta,,Renta total,,,Ordizia,Porcentaje,Ordizia,45.4
2019,Brecha de género en la renta,,Renta total,,,Ordizia,Porcentaje,Ordizia,41.6
2013,Brecha de género en la renta,,Renta total,,,Ordizia,Porcentaje,Ordizia,45.3
2020,Brecha de género en la renta,,Renta total,,,Ordizia,Porcentaje,Ordizia,42.4
2011,Brecha de género en la renta,,Renta total,,,Ordizia,Porcentaje,Ordizia,47.6
2015,Brecha de género en la renta,,Renta total,,,Orendain,Porcentaje,Orendain,30.1
2019,Brecha de género en la renta,,Renta total,,,Orendain,Porcentaje,Orendain,25.1
2021,Brecha de género en la renta,,Renta total,,,Orendain,Porcentaje,Orendain,31.5
2017,Brecha de género en la renta,,Renta total,,,Orendain,Porcentaje,Orendain,31.0
2018,Brecha de género en la renta,,Renta total,,,Orendain,Porcentaje,Orendain,27.8
2009,Brecha de género en la renta,,Renta total,,,Orendain,Porcentaje,Orendain,37.6
2013,Brecha de género en la renta,,Renta total,,,Orendain,Porcentaje,Orendain,22.3
2016,Brecha de género en la renta,,Renta total,,,Orendain,Porcentaje,Orendain,24.1
2020,Brecha de género en la renta,,Renta total,,,Orendain,Porcentaje,Orendain,28.7
2011,Brecha de género en la renta,,Renta total,,,Orendain,Porcentaje,Orendain,23.3
2014,Brecha de género en la renta,,Renta total,,,Orendain,Porcentaje,Orendain,30.3
2015,Brecha de género en la renta,,Renta total,,,Orexa,Porcentaje,Orexa,33.3
2009,Brecha de género en la renta,,Renta total,,,Orexa,Porcentaje,Orexa,49.3
2019,Brecha de género en la renta,,Renta total,,,Orexa,Porcentaje,Orexa,27.8
2020,Brecha de género en la renta,,Renta total,,,Orexa,Porcentaje,Orexa,26.5
2016,Brecha de género en la renta,,Renta total,,,Orexa,Porcentaje,Orexa,29.7
2017,Brecha de género en la renta,,Renta total,,,Orexa,Porcentaje,Orexa,20.8
2014,Brecha de género en la renta,,Renta total,,,Orexa,Porcentaje,Orexa,34.4
2021,Brecha de género en la renta,,Renta total,,,Orexa,Porcentaje,Orexa,31.7
2018,Brecha de género en la renta,,Renta total,,,Orexa,Porcentaje,Orexa,28.3
2013,Brecha de género en la renta,,Renta total,,,Orexa,Porcentaje,Orexa,38.1
2011,Brecha de género en la renta,,Renta total,,,Orexa,Porcentaje,Orexa,39.1
2016,Brecha de género en la renta,,Renta total,,,Orio,Porcentaje,Orio,41.1
2019,Brecha de género en la renta,,Renta total,,,Orio,Porcentaje,Orio,38.2
2017,Brecha de género en la renta,,Renta total,,,Orio,Porcentaje,Orio,41.0
2009,Brecha de género en la renta,,Renta total,,,Orio,Porcentaje,Orio,45.4
2021,Brecha de género en la renta,,Renta total,,,Orio,Porcentaje,Orio,34.6
2015,Brecha de género en la renta,,Renta total,,,Orio,Porcentaje,Orio,42.0
2013,Brecha de género en la renta,,Renta total,,,Orio,Porcentaje,Orio,43.1
2014,Brecha de género en la renta,,Renta total,,,Orio,Porcentaje,Orio,42.3
2011,Brecha de género en la renta,,Renta total,,,Orio,Porcentaje,Orio,45.6
2020,Brecha de género en la renta,,Renta total,,,Orio,Porcentaje,Orio,36.5
2018,Brecha de género en la renta,,Renta total,,,Orio,Porcentaje,Orio,42.3
2017,Brecha de género en la renta,,Renta total,,,Ormaiztegi,Porcentaje,Ormaiztegi,48.1
2016,Brecha de género en la renta,,Renta total,,,Ormaiztegi,Porcentaje,Ormaiztegi,49.2
2013,Brecha de género en la renta,,Renta total,,,Ormaiztegi,Porcentaje,Ormaiztegi,50.5
2015,Brecha de género en la renta,,Renta total,,,Ormaiztegi,Porcentaje,Ormaiztegi,51.9
2011,Brecha de género en la renta,,Renta total,,,Ormaiztegi,Porcentaje,Ormaiztegi,52.6
2009,Brecha de género en la renta,,Renta total,,,Ormaiztegi,Porcentaje,Ormaiztegi,50.2
2014,Brecha de género en la renta,,Renta total,,,Ormaiztegi,Porcentaje,Ormaiztegi,51.9
2019,Brecha de género en la renta,,Renta total,,,Ormaiztegi,Porcentaje,Ormaiztegi,44.1
2020,Brecha de género en la renta,,Renta total,,,Ormaiztegi,Porcentaje,Ormaiztegi,43.6
2021,Brecha de género en la renta,,Renta total,,,Ormaiztegi,Porcentaje,Ormaiztegi,41.1
2018,Brecha de género en la renta,,Renta total,,,Ormaiztegi,Porcentaje,Ormaiztegi,48.7
2009,Brecha de género en la renta,,Renta total,,,Orozko,Porcentaje,Orozko,40.2
2011,Brecha de género en la renta,,Renta total,,,Orozko,Porcentaje,Orozko,42.2
2014,Brecha de género en la renta,,Renta total,,,Orozko,Porcentaje,Orozko,37.6
2018,Brecha de género en la renta,,Renta total,,,Orozko,Porcentaje,Orozko,34.0
2016,Brecha de género en la renta,,Renta total,,,Orozko,Porcentaje,Orozko,34.3
2020,Brecha de género en la renta,,Renta total,,,Orozko,Porcentaje,Orozko,33.0
2019,Brecha de género en la renta,,Renta total,,,Orozko,Porcentaje,Orozko,34.1
2021,Brecha de género en la renta,,Renta total,,,Orozko,Porcentaje,Orozko,29.5
2013,Brecha de género en la renta,,Renta total,,,Orozko,Porcentaje,Orozko,34.6
2015,Brecha de género en la renta,,Renta total,,,Orozko,Porcentaje,Orozko,36.6
2017,Brecha de género en la renta,,Renta total,,,Orozko,Porcentaje,Orozko,34.1
2015,Brecha de género en la renta,,Renta total,,,Ortuella,Porcentaje,Ortuella,47.0
2017,Brecha de género en la renta,,Renta total,,,Ortuella,Porcentaje,Ortuella,45.0
2011,Brecha de género en la renta,,Renta total,,,Ortuella,Porcentaje,Ortuella,53.1
2021,Brecha de género en la renta,,Renta total,,,Ortuella,Porcentaje,Ortuella,42.3
2020,Brecha de género en la renta,,Renta total,,,Ortuella,Porcentaje,Ortuella,42.4
2014,Brecha de género en la renta,,Renta total,,,Ortuella,Porcentaje,Ortuella,48.7
2018,Brecha de género en la renta,,Renta total,,,Ortuella,Porcentaje,Ortuella,46.4
2016,Brecha de género en la renta,,Renta total,,,Ortuella,Porcentaje,Ortuella,46.4
2013,Brecha de género en la renta,,Renta total,,,Ortuella,Porcentaje,Ortuella,49.3
2019,Brecha de género en la renta,,Renta total,,,Ortuella,Porcentaje,Ortuella,44.3
2009,Brecha de género en la renta,,Renta total,,,Ortuella,Porcentaje,Ortuella,54.3
2016,Brecha de género en la renta,,Renta total,,,Otxandio,Porcentaje,Otxandio,34.6
2014,Brecha de género en la renta,,Renta total,,,Otxandio,Porcentaje,Otxandio,35.4
2017,Brecha de género en la renta,,Renta total,,,Otxandio,Porcentaje,Otxandio,37.2
2013,Brecha de género en la renta,,Renta total,,,Otxandio,Porcentaje,Otxandio,38.8
2011,Brecha de género en la renta,,Renta total,,,Otxandio,Porcentaje,Otxandio,39.3
2021,Brecha de género en la renta,,Renta total,,,Otxandio,Porcentaje,Otxandio,33.2
2019,Brecha de género en la renta,,Renta total,,,Otxandio,Porcentaje,Otxandio,32.7
2015,Brecha de género en la renta,,Renta total,,,Otxandio,Porcentaje,Otxandio,34.8
2009,Brecha de género en la renta,,Renta total,,,Otxandio,Porcentaje,Otxandio,40.6
2018,Brecha de género en la renta,,Renta total,,,Otxandio,Porcentaje,Otxandio,37.2
2020,Brecha de género en la renta,,Renta total,,,Otxandio,Porcentaje,Otxandio,31.9
2014,Brecha de género en la renta,,Renta total,,,Oyón-Oion,Porcentaje,Oyón-Oion,36.5
2019,Brecha de género en la renta,,Renta total,,,Oyón-Oion,Porcentaje,Oyón-Oion,36.2
2016,Brecha de género en la renta,,Renta total,,,Oyón-Oion,Porcentaje,Oyón-Oion,35.2
2020,Brecha de género en la renta,,Renta total,,,Oyón-Oion,Porcentaje,Oyón-Oion,37.0
2021,Brecha de género en la renta,,Renta total,,,Oyón-Oion,Porcentaje,Oyón-Oion,33.6
2009,Brecha de género en la renta,,Renta total,,,Oyón-Oion,Porcentaje,Oyón-Oion,38.5
2018,Brecha de género en la renta,,Renta total,,,Oyón-Oion,Porcentaje,Oyón-Oion,37.5
2015,Brecha de género en la renta,,Renta total,,,Oyón-Oion,Porcentaje,Oyón-Oion,38.7
2017,Brecha de género en la renta,,Renta total,,,Oyón-Oion,Porcentaje,Oyón-Oion,37.8
2011,Brecha de género en la renta,,Renta total,,,Oyón-Oion,Porcentaje,Oyón-Oion,38.9
2013,Brecha de género en la renta,,Renta total,,,Oyón-Oion,Porcentaje,Oyón-Oion,34.3
2020,Brecha de género en la renta,,Renta total,,,Pasaia,Porcentaje,Pasaia,32.1
2018,Brecha de género en la renta,,Renta total,,,Pasaia,Porcentaje,Pasaia,35.1
2016,Brecha de género en la renta,,Renta total,,,Pasaia,Porcentaje,Pasaia,36.3
2021,Brecha de género en la renta,,Renta total,,,Pasaia,Porcentaje,Pasaia,32.0
2014,Brecha de género en la renta,,Renta total,,,Pasaia,Porcentaje,Pasaia,36.4
2011,Brecha de género en la renta,,Renta total,,,Pasaia,Porcentaje,Pasaia,39.8
2017,Brecha de género en la renta,,Renta total,,,Pasaia,Porcentaje,Pasaia,35.2
2013,Brecha de género en la renta,,Renta total,,,Pasaia,Porcentaje,Pasaia,36.8
2009,Brecha de género en la renta,,Renta total,,,Pasaia,Porcentaje,Pasaia,42.5
2019,Brecha de género en la renta,,Renta total,,,Pasaia,Porcentaje,Pasaia,33.1
2015,Brecha de género en la renta,,Renta total,,,Pasaia,Porcentaje,Pasaia,37.9
2017,Brecha de género en la renta,,Renta total,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,30.2
2019,Brecha de género en la renta,,Renta total,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,23.4
2016,Brecha de género en la renta,,Renta total,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,37.8
2015,Brecha de género en la renta,,Renta total,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,35.2
2020,Brecha de género en la renta,,Renta total,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,21.8
2018,Brecha de género en la renta,,Renta total,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,26.4
2014,Brecha de género en la renta,,Renta total,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,38.4
2009,Brecha de género en la renta,,Renta total,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,41.0
2021,Brecha de género en la renta,,Renta total,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,17.9
2013,Brecha de género en la renta,,Renta total,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,32.7
2011,Brecha de género en la renta,,Renta total,,,Peñacerrada-Urizaharra,Porcentaje,Peñacerrada-Urizaharra,41.8
2013,Brecha de género en la renta,,Renta total,,,Plentzia,Porcentaje,Plentzia,33.0
2014,Brecha de género en la renta,,Renta total,,,Plentzia,Porcentaje,Plentzia,36.8
2020,Brecha de género en la renta,,Renta total,,,Plentzia,Porcentaje,Plentzia,27.9
2016,Brecha de género en la renta,,Renta total,,,Plentzia,Porcentaje,Plentzia,32.7
2011,Brecha de género en la renta,,Renta total,,,Plentzia,Porcentaje,Plentzia,34.3
2018,Brecha de género en la renta,,Renta total,,,Plentzia,Porcentaje,Plentzia,32.0
2017,Brecha de género en la renta,,Renta total,,,Plentzia,Porcentaje,Plentzia,31.4
2021,Brecha de género en la renta,,Renta total,,,Plentzia,Porcentaje,Plentzia,29.6
2019,Brecha de género en la renta,,Renta total,,,Plentzia,Porcentaje,Plentzia,29.9
2015,Brecha de género en la renta,,Renta total,,,Plentzia,Porcentaje,Plentzia,31.7
2009,Brecha de género en la renta,,Renta total,,,Plentzia,Porcentaje,Plentzia,38.1
2009,Brecha de género en la renta,,Renta total,,,Portugalete,Porcentaje,Portugalete,51.6
2015,Brecha de género en la renta,,Renta total,,,Portugalete,Porcentaje,Portugalete,45.4
2013,Brecha de género en la renta,,Renta total,,,Portugalete,Porcentaje,Portugalete,47.0
2021,Brecha de género en la renta,,Renta total,,,Portugalete,Porcentaje,Portugalete,39.8
2017,Brecha de género en la renta,,Renta total,,,Portugalete,Porcentaje,Portugalete,44.4
2011,Brecha de género en la renta,,Renta total,,,Portugalete,Porcentaje,Portugalete,50.1
2019,Brecha de género en la renta,,Renta total,,,Portugalete,Porcentaje,Portugalete,42.3
2020,Brecha de género en la renta,,Renta total,,,Portugalete,Porcentaje,Portugalete,40.7
2016,Brecha de género en la renta,,Renta total,,,Portugalete,Porcentaje,Portugalete,44.8
2018,Brecha de género en la renta,,Renta total,,,Portugalete,Porcentaje,Portugalete,44.7
2014,Brecha de género en la renta,,Renta total,,,Portugalete,Porcentaje,Portugalete,46.3
2020,Brecha de género en la renta,,Renta total,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,39.7
2017,Brecha de género en la renta,,Renta total,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,43.6
2015,Brecha de género en la renta,,Renta total,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,47.6
2014,Brecha de género en la renta,,Renta total,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,45.1
2011,Brecha de género en la renta,,Renta total,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,42.1
2013,Brecha de género en la renta,,Renta total,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,42.3
2016,Brecha de género en la renta,,Renta total,,,Ribera Baja/Erriberabeitia,Porcentaje,Ribera Baja/Erriberabeitia,40.3
