Year,Tipo de valor,Territorio,Comarca,Municipio,Units,GeoCode,Serie,Value
2016,Nominal,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,Valor añadido del sector manufacturo en proporción al PIB,21.5
2016,Nominal,,Arabako Lautada / Llanada Alavesa,,Euro per cápita,Arabako Lautada / Llanada Alavesa,Valor añadido del sector manufacturo,7372.2
2015,Nominal,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,Valor añadido del sector manufacturo en proporción al PIB,21.8
2014,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo,4578.4
2016,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo,5474.5
2017,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo en proporción al PIB,14.3
2019,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo,5816.6
2018,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo,6653.3
2014,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo en proporción al PIB,12.5
2017,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo,5252.7
2021,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo en proporción al PIB,14.7
2020,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo,6347.3
2018,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo en proporción al PIB,17.2
2016,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo en proporción al PIB,14.8
2015,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo en proporción al PIB,14.5
2020,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo en proporción al PIB,16.6
2015,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo,5354.9
2019,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo en proporción al PIB,14.8
2021,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,Valor añadido del sector manufacturo,5330.2
2020,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo en proporción al PIB,30.1
2014,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo en proporción al PIB,35.9
2015,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo en proporción al PIB,34.3
2014,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo,9852.3
2018,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo en proporción al PIB,28.0
2017,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo,9929.2
2015,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo,9027.8
2021,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo,9235.3
2016,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo,10077.6
2020,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo,8977.6
2017,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo en proporción al PIB,30.9
2021,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo en proporción al PIB,30.0
2018,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo,9538.9
2019,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo,9835.3
2016,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo en proporción al PIB,33.6
2019,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,Valor añadido del sector manufacturo en proporción al PIB,28.3
2020,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Euro per cápita,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo,3069.5
2019,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo en proporción al PIB,11.6
2021,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Euro per cápita,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo,3363.6
2015,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Euro per cápita,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo,2985.1
2019,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Euro per cápita,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo,3615.3
2020,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo en proporción al PIB,11.3
2017,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo en proporción al PIB,11.9
2014,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Euro per cápita,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo,2750.7
2017,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Euro per cápita,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo,3387.7
2014,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo en proporción al PIB,10.7
2015,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo en proporción al PIB,11.7
2018,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Euro per cápita,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo,3620.1
2021,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo en proporción al PIB,11.2
2016,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo en proporción al PIB,11.3
2016,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Euro per cápita,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo,3059.5
2018,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,Valor añadido del sector manufacturo en proporción al PIB,11.8
2017,Nominal,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo en proporción al PIB,10.6
2019,Nominal,,Bilbo Handia / Gran Bilbao,,Euro per cápita,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo,3724.9
2015,Nominal,,Bilbo Handia / Gran Bilbao,,Euro per cápita,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo,3279.4
2017,Nominal,,Bilbo Handia / Gran Bilbao,,Euro per cápita,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo,3532.7
2020,Nominal,,Bilbo Handia / Gran Bilbao,,Euro per cápita,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo,3019.2
2016,Nominal,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo en proporción al PIB,10.7
2021,Nominal,,Bilbo Handia / Gran Bilbao,,Euro per cápita,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo,3855.1
2015,Nominal,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo en proporción al PIB,10.6
2018,Nominal,,Bilbo Handia / Gran Bilbao,,Euro per cápita,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo,3624.1
2021,Nominal,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo en proporción al PIB,10.9
2016,Nominal,,Bilbo Handia / Gran Bilbao,,Euro per cápita,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo,3451.0
2014,Nominal,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo en proporción al PIB,9.6
2020,Nominal,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo en proporción al PIB,9.3
2019,Nominal,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo en proporción al PIB,10.4
2018,Nominal,,Bilbo Handia / Gran Bilbao,,Porcentaje,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo en proporción al PIB,10.4
2014,Nominal,,Bilbo Handia / Gran Bilbao,,Euro per cápita,Bilbo Handia / Gran Bilbao,Valor añadido del sector manufacturo,2883.9
2018,Nominal,,Debabarrena / Bajo Deba,,Euro per cápita,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo,10744.4
2014,Nominal,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo en proporción al PIB,34.0
2017,Nominal,,Debabarrena / Bajo Deba,,Euro per cápita,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo,10507.9
2016,Nominal,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo en proporción al PIB,33.5
2018,Nominal,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo en proporción al PIB,31.9
2021,Nominal,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo en proporción al PIB,31.5
2015,Nominal,,Debabarrena / Bajo Deba,,Euro per cápita,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo,9983.3
2019,Nominal,,Debabarrena / Bajo Deba,,Euro per cápita,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo,10641.2
2021,Nominal,,Debabarrena / Bajo Deba,,Euro per cápita,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo,10323.4
2016,Nominal,,Debabarrena / Bajo Deba,,Euro per cápita,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo,10405.9
2014,Nominal,,Debabarrena / Bajo Deba,,Euro per cápita,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo,9574.7
2020,Nominal,,Debabarrena / Bajo Deba,,Euro per cápita,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo,9275.0
2017,Nominal,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo en proporción al PIB,33.1
2020,Nominal,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo en proporción al PIB,30.4
2019,Nominal,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo en proporción al PIB,31.5
2015,Nominal,,Debabarrena / Bajo Deba,,Porcentaje,Debabarrena / Bajo Deba,Valor añadido del sector manufacturo en proporción al PIB,33.4
2018,Nominal,,Debagoiena / Alto Deba,,Euro per cápita,Debagoiena / Alto Deba,Valor añadido del sector manufacturo,16438.0
2017,Nominal,,Debagoiena / Alto Deba,,Euro per cápita,Debagoiena / Alto Deba,Valor añadido del sector manufacturo,16007.1
2017,Nominal,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,Valor añadido del sector manufacturo en proporción al PIB,42.8
2020,Nominal,,Debagoiena / Alto Deba,,Euro per cápita,Debagoiena / Alto Deba,Valor añadido del sector manufacturo,14833.4
2021,Nominal,,Debagoiena / Alto Deba,,Euro per cápita,Debagoiena / Alto Deba,Valor añadido del sector manufacturo,17735.1
2015,Nominal,,Debagoiena / Alto Deba,,Euro per cápita,Debagoiena / Alto Deba,Valor añadido del sector manufacturo,15194.6
2014,Nominal,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,Valor añadido del sector manufacturo en proporción al PIB,41.1
2015,Nominal,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,Valor añadido del sector manufacturo en proporción al PIB,42.2
2014,Nominal,,Debagoiena / Alto Deba,,Euro per cápita,Debagoiena / Alto Deba,Valor añadido del sector manufacturo,14508.7
2020,Nominal,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,Valor añadido del sector manufacturo en proporción al PIB,38.4
2016,Nominal,,Debagoiena / Alto Deba,,Euro per cápita,Debagoiena / Alto Deba,Valor añadido del sector manufacturo,15165.1
2016,Nominal,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,Valor añadido del sector manufacturo en proporción al PIB,41.7
2019,Nominal,,Debagoiena / Alto Deba,,Euro per cápita,Debagoiena / Alto Deba,Valor añadido del sector manufacturo,17359.6
2019,Nominal,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,Valor añadido del sector manufacturo en proporción al PIB,41.2
2018,Nominal,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,Valor añadido del sector manufacturo en proporción al PIB,42.0
2021,Nominal,,Debagoiena / Alto Deba,,Porcentaje,Debagoiena / Alto Deba,Valor añadido del sector manufacturo en proporción al PIB,40.8
2016,Nominal,,Donostialdea,,Euro per cápita,Donostialdea,Valor añadido del sector manufacturo,4031.9
2021,Nominal,,Donostialdea,,Porcentaje,Donostialdea,Valor añadido del sector manufacturo en proporción al PIB,11.8
2015,Nominal,,Donostialdea,,Porcentaje,Donostialdea,Valor añadido del sector manufacturo en proporción al PIB,11.4
2018,Nominal,,Donostialdea,,Porcentaje,Donostialdea,Valor añadido del sector manufacturo en proporción al PIB,11.2
2018,Nominal,,Donostialdea,,Euro per cápita,Donostialdea,Valor añadido del sector manufacturo,4227.2
2014,Nominal,,Donostialdea,,Euro per cápita,Donostialdea,Valor añadido del sector manufacturo,3651.0
2017,Nominal,,Donostialdea,,Euro per cápita,Donostialdea,Valor añadido del sector manufacturo,4069.5
2020,Nominal,,Donostialdea,,Porcentaje,Donostialdea,Valor añadido del sector manufacturo en proporción al PIB,11.0
2017,Nominal,,Donostialdea,,Porcentaje,Donostialdea,Valor añadido del sector manufacturo en proporción al PIB,11.1
2019,Nominal,,Donostialdea,,Porcentaje,Donostialdea,Valor añadido del sector manufacturo en proporción al PIB,11.1
2016,Nominal,,Donostialdea,,Porcentaje,Donostialdea,Valor añadido del sector manufacturo en proporción al PIB,11.4
2014,Nominal,,Donostialdea,,Porcentaje,Donostialdea,Valor añadido del sector manufacturo en proporción al PIB,11.1
2020,Nominal,,Donostialdea,,Euro per cápita,Donostialdea,Valor añadido del sector manufacturo,3878.2
2019,Nominal,,Donostialdea,,Euro per cápita,Donostialdea,Valor añadido del sector manufacturo,4336.1
2015,Nominal,,Donostialdea,,Euro per cápita,Donostialdea,Valor añadido del sector manufacturo,3820.1
2021,Nominal,,Donostialdea,,Euro per cápita,Donostialdea,Valor añadido del sector manufacturo,4454.2
2018,Nominal,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,Valor añadido del sector manufacturo en proporción al PIB,32.7
2015,Nominal,,Durangaldea / Duranguesado,,Euro per cápita,Durangaldea / Duranguesado,Valor añadido del sector manufacturo,11580.3
2017,Nominal,,Durangaldea / Duranguesado,,Euro per cápita,Durangaldea / Duranguesado,Valor añadido del sector manufacturo,13286.4
2020,Nominal,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,Valor añadido del sector manufacturo en proporción al PIB,29.2
2014,Nominal,,Durangaldea / Duranguesado,,Euro per cápita,Durangaldea / Duranguesado,Valor añadido del sector manufacturo,11459.7
2019,Nominal,,Durangaldea / Duranguesado,,Euro per cápita,Durangaldea / Duranguesado,Valor añadido del sector manufacturo,13698.0
2021,Nominal,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,Valor añadido del sector manufacturo en proporción al PIB,28.9
2014,Nominal,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,Valor añadido del sector manufacturo en proporción al PIB,32.1
2020,Nominal,,Durangaldea / Duranguesado,,Euro per cápita,Durangaldea / Duranguesado,Valor añadido del sector manufacturo,11320.6
2015,Nominal,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,Valor añadido del sector manufacturo en proporción al PIB,31.1
2017,Nominal,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,Valor añadido del sector manufacturo en proporción al PIB,33.0
2021,Nominal,,Durangaldea / Duranguesado,,Euro per cápita,Durangaldea / Duranguesado,Valor añadido del sector manufacturo,13427.7
2019,Nominal,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,Valor añadido del sector manufacturo en proporción al PIB,32.3
2016,Nominal,,Durangaldea / Duranguesado,,Porcentaje,Durangaldea / Duranguesado,Valor añadido del sector manufacturo en proporción al PIB,32.6
2018,Nominal,,Durangaldea / Duranguesado,,Euro per cápita,Durangaldea / Duranguesado,Valor añadido del sector manufacturo,13688.9
2016,Nominal,,Durangaldea / Duranguesado,,Euro per cápita,Durangaldea / Duranguesado,Valor añadido del sector manufacturo,12558.8
2014,Nominal,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,Valor añadido del sector manufacturo en proporción al PIB,12.0
2015,Nominal,,Enkartazioak / Encartaciones,,Euro per cápita,Enkartazioak / Encartaciones,Valor añadido del sector manufacturo,1866.1
2019,Nominal,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,Valor añadido del sector manufacturo en proporción al PIB,10.4
2017,Nominal,,Enkartazioak / Encartaciones,,Euro per cápita,Enkartazioak / Encartaciones,Valor añadido del sector manufacturo,1686.9
