Year,Edad,Nivel educativo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2020,10 años y más,Estudios medios superiores,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,6.0
2010,10 años y más,Estudios medios superiores,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,7.2
2019,10 años y más,Estudios medios superiores,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,6.3
2016,10 años y más,Estudios medios superiores,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,6.6
2021,10 años y más,Estudios medios superiores,,Enkartazioak / Encartaciones,,Porcentaje,Enkartazioak / Encartaciones,6.0
2021,10 años y más,Estudios medios superiores,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,7.4
2015,10 años y más,Estudios medios superiores,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,8.2
2019,10 años y más,Estudios medios superiores,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,7.9
2010,10 años y más,Estudios medios superiores,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,9.3
2020,10 años y más,Estudios medios superiores,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,7.6
2013,10 años y más,Estudios medios superiores,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,8.5
2014,10 años y más,Estudios medios superiores,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,8.4
2018,10 años y más,Estudios medios superiores,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,8.2
2016,10 años y más,Estudios medios superiores,,Gernika-Bermeo,,Porcentaje,Gernika-Bermeo,8.3
2016,10 años y más,Estudios medios superiores,,Goierri,,Porcentaje,Goierri,6.9
2018,10 años y más,Estudios medios superiores,,Goierri,,Porcentaje,Goierri,6.7
2020,10 años y más,Estudios medios superiores,,Goierri,,Porcentaje,Goierri,6.1
2013,10 años y más,Estudios medios superiores,,Goierri,,Porcentaje,Goierri,7.2
2019,10 años y más,Estudios medios superiores,,Goierri,,Porcentaje,Goierri,6.4
2015,10 años y más,Estudios medios superiores,,Goierri,,Porcentaje,Goierri,6.9
2010,10 años y más,Estudios medios superiores,,Goierri,,Porcentaje,Goierri,7.9
2021,10 años y más,Estudios medios superiores,,Goierri,,Porcentaje,Goierri,6.1
2014,10 años y más,Estudios medios superiores,,Goierri,,Porcentaje,Goierri,7.0
2016,10 años y más,Estudios medios superiores,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,8.7
2015,10 años y más,Estudios medios superiores,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,8.9
2020,10 años y más,Estudios medios superiores,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,7.5
2018,10 años y más,Estudios medios superiores,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,8.3
2019,10 años y más,Estudios medios superiores,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,7.9
2013,10 años y más,Estudios medios superiores,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,9.2
2021,10 años y más,Estudios medios superiores,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,7.3
2010,10 años y más,Estudios medios superiores,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,9.9
2014,10 años y más,Estudios medios superiores,,Gorbeialdea / Estribaciones del Gorbea,,Porcentaje,Gorbeialdea / Estribaciones del Gorbea,9.2
2020,10 años y más,Estudios medios superiores,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,6.6
2016,10 años y más,Estudios medios superiores,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,7.3
2015,10 años y más,Estudios medios superiores,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,7.1
2018,10 años y más,Estudios medios superiores,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,7.2
2013,10 años y más,Estudios medios superiores,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,7.4
2019,10 años y más,Estudios medios superiores,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,7.0
2010,10 años y más,Estudios medios superiores,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,8.0
2021,10 años y más,Estudios medios superiores,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,6.6
2014,10 años y más,Estudios medios superiores,,Markina-Ondarroa,,Porcentaje,Markina-Ondarroa,7.3
2016,10 años y más,Estudios medios superiores,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,9.8
2010,10 años y más,Estudios medios superiores,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,10.8
2021,10 años y más,Estudios medios superiores,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,8.6
2018,10 años y más,Estudios medios superiores,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,9.4
2019,10 años y más,Estudios medios superiores,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,9.1
2013,10 años y más,Estudios medios superiores,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,10.0
2015,10 años y más,Estudios medios superiores,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,9.7
2014,10 años y más,Estudios medios superiores,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,9.9
2020,10 años y más,Estudios medios superiores,,Plentzia-Mungia,,Porcentaje,Plentzia-Mungia,8.7
2020,10 años y más,Estudios medios superiores,,Tolosaldea,,Porcentaje,Tolosaldea,6.0
2021,10 años y más,Estudios medios superiores,,Tolosaldea,,Porcentaje,Tolosaldea,6.0
2013,10 años y más,Estudios medios superiores,,Tolosaldea,,Porcentaje,Tolosaldea,6.9
2016,10 años y más,Estudios medios superiores,,Tolosaldea,,Porcentaje,Tolosaldea,6.8
2015,10 años y más,Estudios medios superiores,,Tolosaldea,,Porcentaje,Tolosaldea,6.7
2019,10 años y más,Estudios medios superiores,,Tolosaldea,,Porcentaje,Tolosaldea,6.4
2014,10 años y más,Estudios medios superiores,,Tolosaldea,,Porcentaje,Tolosaldea,6.9
2010,10 años y más,Estudios medios superiores,,Tolosaldea,,Porcentaje,Tolosaldea,7.8
2018,10 años y más,Estudios medios superiores,,Tolosaldea,,Porcentaje,Tolosaldea,6.6
2018,10 años y más,Estudios medios superiores,,Urola Kosta,,Porcentaje,Urola Kosta,7.0
2019,10 años y más,Estudios medios superiores,,Urola Kosta,,Porcentaje,Urola Kosta,6.8
2016,10 años y más,Estudios medios superiores,,Urola Kosta,,Porcentaje,Urola Kosta,7.2
2013,10 años y más,Estudios medios superiores,,Urola Kosta,,Porcentaje,Urola Kosta,7.3
2020,10 años y más,Estudios medios superiores,,Urola Kosta,,Porcentaje,Urola Kosta,6.4
2015,10 años y más,Estudios medios superiores,,Urola Kosta,,Porcentaje,Urola Kosta,7.1
2010,10 años y más,Estudios medios superiores,,Urola Kosta,,Porcentaje,Urola Kosta,8.2
2021,10 años y más,Estudios medios superiores,,Urola Kosta,,Porcentaje,Urola Kosta,6.3
2014,10 años y más,Estudios medios superiores,,Urola Kosta,,Porcentaje,Urola Kosta,7.2
2015,10 años y más,Estudios medios superiores,Araba/Álava,,,Porcentaje,Araba/Álava,7.7
2014,10 años y más,Estudios medios superiores,Araba/Álava,,,Porcentaje,Araba/Álava,7.9
2019,10 años y más,Estudios medios superiores,Araba/Álava,,,Porcentaje,Araba/Álava,7.2
2021,10 años y más,Estudios medios superiores,Araba/Álava,,,Porcentaje,Araba/Álava,6.8
2016,10 años y más,Estudios medios superiores,Araba/Álava,,,Porcentaje,Araba/Álava,7.8
2020,10 años y más,Estudios medios superiores,Araba/Álava,,,Porcentaje,Araba/Álava,6.9
2013,10 años y más,Estudios medios superiores,Araba/Álava,,,Porcentaje,Araba/Álava,8.0
2010,10 años y más,Estudios medios superiores,Araba/Álava,,,Porcentaje,Araba/Álava,8.7
2018,10 años y más,Estudios medios superiores,Araba/Álava,,,Porcentaje,Araba/Álava,7.6
2013,10 años y más,Estudios medios superiores,Bizkaia,,,Porcentaje,Bizkaia,7.9
2010,10 años y más,Estudios medios superiores,Bizkaia,,,Porcentaje,Bizkaia,8.6
2019,10 años y más,Estudios medios superiores,Bizkaia,,,Porcentaje,Bizkaia,7.3
2020,10 años y más,Estudios medios superiores,Bizkaia,,,Porcentaje,Bizkaia,7.0
2016,10 años y más,Estudios medios superiores,Bizkaia,,,Porcentaje,Bizkaia,7.7
2018,10 años y más,Estudios medios superiores,Bizkaia,,,Porcentaje,Bizkaia,7.5
2014,10 años y más,Estudios medios superiores,Bizkaia,,,Porcentaje,Bizkaia,7.8
2015,10 años y más,Estudios medios superiores,Bizkaia,,,Porcentaje,Bizkaia,7.6
2021,10 años y más,Estudios medios superiores,Bizkaia,,,Porcentaje,Bizkaia,6.9
2019,10 años y más,Estudios medios superiores,Gipuzkoa,,,Porcentaje,Gipuzkoa,7.0
2015,10 años y más,Estudios medios superiores,Gipuzkoa,,,Porcentaje,Gipuzkoa,7.4
2010,10 años y más,Estudios medios superiores,Gipuzkoa,,,Porcentaje,Gipuzkoa,8.5
2021,10 años y más,Estudios medios superiores,Gipuzkoa,,,Porcentaje,Gipuzkoa,6.6
2018,10 años y más,Estudios medios superiores,Gipuzkoa,,,Porcentaje,Gipuzkoa,7.2
2020,10 años y más,Estudios medios superiores,Gipuzkoa,,,Porcentaje,Gipuzkoa,6.6
2016,10 años y más,Estudios medios superiores,Gipuzkoa,,,Porcentaje,Gipuzkoa,7.5
2014,10 años y más,Estudios medios superiores,Gipuzkoa,,,Porcentaje,Gipuzkoa,7.5
2013,10 años y más,Estudios medios superiores,Gipuzkoa,,,Porcentaje,Gipuzkoa,7.7
2020,10 años y más,Superiores,,,,Porcentaje,,19.6
2013,10 años y más,Superiores,,,,Porcentaje,,16.2
2014,10 años y más,Superiores,,,,Porcentaje,,16.7
2018,10 años y más,Superiores,,,,Porcentaje,,18.3
2010,10 años y más,Superiores,,,,Porcentaje,,14.7
2019,10 años y más,Superiores,,,,Porcentaje,,18.9
2016,10 años y más,Superiores,,,,Porcentaje,,17.3
2021,10 años y más,Superiores,,,,Porcentaje,,19.9
2015,10 años y más,Superiores,,,,Porcentaje,,16.9
2018,10 años y más,Superiores,,,Abadiño,Porcentaje,Abadiño,12.4
2014,10 años y más,Superiores,,,Abadiño,Porcentaje,Abadiño,11.4
2015,10 años y más,Superiores,,,Abadiño,Porcentaje,Abadiño,11.7
2013,10 años y más,Superiores,,,Abadiño,Porcentaje,Abadiño,10.7
2021,10 años y más,Superiores,,,Abadiño,Porcentaje,Abadiño,14.0
2020,10 años y más,Superiores,,,Abadiño,Porcentaje,Abadiño,13.7
2019,10 años y más,Superiores,,,Abadiño,Porcentaje,Abadiño,12.9
2010,10 años y más,Superiores,,,Abadiño,Porcentaje,Abadiño,9.4
2016,10 años y más,Superiores,,,Abadiño,Porcentaje,Abadiño,11.8
2018,10 años y más,Superiores,,,Abaltzisketa,Porcentaje,Abaltzisketa,11.9
2020,10 años y más,Superiores,,,Abaltzisketa,Porcentaje,Abaltzisketa,12.8
2016,10 años y más,Superiores,,,Abaltzisketa,Porcentaje,Abaltzisketa,10.0
2014,10 años y más,Superiores,,,Abaltzisketa,Porcentaje,Abaltzisketa,8.9
2013,10 años y más,Superiores,,,Abaltzisketa,Porcentaje,Abaltzisketa,9.3
2019,10 años y más,Superiores,,,Abaltzisketa,Porcentaje,Abaltzisketa,13.0
2010,10 años y más,Superiores,,,Abaltzisketa,Porcentaje,Abaltzisketa,6.4
2015,10 años y más,Superiores,,,Abaltzisketa,Porcentaje,Abaltzisketa,9.7
2021,10 años y más,Superiores,,,Abaltzisketa,Porcentaje,Abaltzisketa,13.0
2016,10 años y más,Superiores,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,11.4
2013,10 años y más,Superiores,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,10.4
2021,10 años y más,Superiores,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,13.7
2014,10 años y más,Superiores,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,10.9
2019,10 años y más,Superiores,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,12.9
2010,10 años y más,Superiores,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,9.5
2018,10 años y más,Superiores,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,12.3
2020,10 años y más,Superiores,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,13.4
2015,10 años y más,Superiores,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,10.9
2021,10 años y más,Superiores,,,Aduna,Porcentaje,Aduna,17.3
2016,10 años y más,Superiores,,,Aduna,Porcentaje,Aduna,12.9
2019,10 años y más,Superiores,,,Aduna,Porcentaje,Aduna,16.0
2020,10 años y más,Superiores,,,Aduna,Porcentaje,Aduna,16.2
2010,10 años y más,Superiores,,,Aduna,Porcentaje,Aduna,10.9
2015,10 años y más,Superiores,,,Aduna,Porcentaje,Aduna,13.7
2018,10 años y más,Superiores,,,Aduna,Porcentaje,Aduna,14.6
2013,10 años y más,Superiores,,,Aduna,Porcentaje,Aduna,12.2
2014,10 años y más,Superiores,,,Aduna,Porcentaje,Aduna,12.8
2013,10 años y más,Superiores,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,8.7
2010,10 años y más,Superiores,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,7.6
2014,10 años y más,Superiores,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,8.8
2018,10 años y más,Superiores,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,10.0
2020,10 años y más,Superiores,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,10.7
2016,10 años y más,Superiores,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,9.1
2019,10 años y más,Superiores,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,10.0
2015,10 años y más,Superiores,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,8.8
2021,10 años y más,Superiores,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,11.4
2016,10 años y más,Superiores,,,Aia,Porcentaje,Aia,13.8
2013,10 años y más,Superiores,,,Aia,Porcentaje,Aia,13.0
2015,10 años y más,Superiores,,,Aia,Porcentaje,Aia,13.2
2021,10 años y más,Superiores,,,Aia,Porcentaje,Aia,15.9
2018,10 años y más,Superiores,,,Aia,Porcentaje,Aia,15.1
2020,10 años y más,Superiores,,,Aia,Porcentaje,Aia,15.7
2010,10 años y más,Superiores,,,Aia,Porcentaje,Aia,10.4
2014,10 años y más,Superiores,,,Aia,Porcentaje,Aia,13.4
2019,10 años y más,Superiores,,,Aia,Porcentaje,Aia,15.5
2013,10 años y más,Superiores,,,Aizarnazabal,Porcentaje,Aizarnazabal,9.0
2015,10 años y más,Superiores,,,Aizarnazabal,Porcentaje,Aizarnazabal,8.1
2020,10 años y más,Superiores,,,Aizarnazabal,Porcentaje,Aizarnazabal,11.7
2014,10 años y más,Superiores,,,Aizarnazabal,Porcentaje,Aizarnazabal,9.3
2018,10 años y más,Superiores,,,Aizarnazabal,Porcentaje,Aizarnazabal,9.4
2016,10 años y más,Superiores,,,Aizarnazabal,Porcentaje,Aizarnazabal,8.6
2010,10 años y más,Superiores,,,Aizarnazabal,Porcentaje,Aizarnazabal,6.1
2019,10 años y más,Superiores,,,Aizarnazabal,Porcentaje,Aizarnazabal,10.8
2021,10 años y más,Superiores,,,Aizarnazabal,Porcentaje,Aizarnazabal,11.4
2016,10 años y más,Superiores,,,Ajangiz,Porcentaje,Ajangiz,15.8
2018,10 años y más,Superiores,,,Ajangiz,Porcentaje,Ajangiz,18.1
2019,10 años y más,Superiores,,,Ajangiz,Porcentaje,Ajangiz,20.0
2020,10 años y más,Superiores,,,Ajangiz,Porcentaje,Ajangiz,21.9
2015,10 años y más,Superiores,,,Ajangiz,Porcentaje,Ajangiz,15.1
2013,10 años y más,Superiores,,,Ajangiz,Porcentaje,Ajangiz,17.9
2021,10 años y más,Superiores,,,Ajangiz,Porcentaje,Ajangiz,22.0
2010,10 años y más,Superiores,,,Ajangiz,Porcentaje,Ajangiz,15.2
2014,10 años y más,Superiores,,,Ajangiz,Porcentaje,Ajangiz,17.1
2018,10 años y más,Superiores,,,Albiztur,Porcentaje,Albiztur,12.0
2016,10 años y más,Superiores,,,Albiztur,Porcentaje,Albiztur,13.1
2019,10 años y más,Superiores,,,Albiztur,Porcentaje,Albiztur,13.1
2021,10 años y más,Superiores,,,Albiztur,Porcentaje,Albiztur,14.3
2013,10 años y más,Superiores,,,Albiztur,Porcentaje,Albiztur,11.2
2020,10 años y más,Superiores,,,Albiztur,Porcentaje,Albiztur,14.2
2010,10 años y más,Superiores,,,Albiztur,Porcentaje,Albiztur,12.0
2015,10 años y más,Superiores,,,Albiztur,Porcentaje,Albiztur,11.7
2014,10 años y más,Superiores,,,Albiztur,Porcentaje,Albiztur,12.3
2013,10 años y más,Superiores,,,Alegia,Porcentaje,Alegia,9.8
2021,10 años y más,Superiores,,,Alegia,Porcentaje,Alegia,12.8
2019,10 años y más,Superiores,,,Alegia,Porcentaje,Alegia,12.0
2014,10 años y más,Superiores,,,Alegia,Porcentaje,Alegia,10.3
2016,10 años y más,Superiores,,,Alegia,Porcentaje,Alegia,10.5
2020,10 años y más,Superiores,,,Alegia,Porcentaje,Alegia,13.0
2018,10 años y más,Superiores,,,Alegia,Porcentaje,Alegia,12.1
2010,10 años y más,Superiores,,,Alegia,Porcentaje,Alegia,9.2
2015,10 años y más,Superiores,,,Alegia,Porcentaje,Alegia,10.3
2016,10 años y más,Superiores,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,13.9
2015,10 años y más,Superiores,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,13.5
2018,10 años y más,Superiores,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,14.3
2020,10 años y más,Superiores,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,15.1
2019,10 años y más,Superiores,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,14.7
2013,10 años y más,Superiores,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,13.6
2021,10 años y más,Superiores,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,15.0
2010,10 años y más,Superiores,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,13.1
2014,10 años y más,Superiores,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,13.7
2020,10 años y más,Superiores,,,Alkiza,Porcentaje,Alkiza,13.0
2013,10 años y más,Superiores,,,Alkiza,Porcentaje,Alkiza,11.5
2021,10 años y más,Superiores,,,Alkiza,Porcentaje,Alkiza,12.5
2014,10 años y más,Superiores,,,Alkiza,Porcentaje,Alkiza,11.6
2010,10 años y más,Superiores,,,Alkiza,Porcentaje,Alkiza,9.7
2015,10 años y más,Superiores,,,Alkiza,Porcentaje,Alkiza,10.5
2019,10 años y más,Superiores,,,Alkiza,Porcentaje,Alkiza,11.7
2016,10 años y más,Superiores,,,Alkiza,Porcentaje,Alkiza,11.0
2018,10 años y más,Superiores,,,Alkiza,Porcentaje,Alkiza,10.4
2019,10 años y más,Superiores,,,Alonsotegi,Porcentaje,Alonsotegi,12.6
2016,10 años y más,Superiores,,,Alonsotegi,Porcentaje,Alonsotegi,11.3
2015,10 años y más,Superiores,,,Alonsotegi,Porcentaje,Alonsotegi,11.2
2021,10 años y más,Superiores,,,Alonsotegi,Porcentaje,Alonsotegi,13.1
2014,10 años y más,Superiores,,,Alonsotegi,Porcentaje,Alonsotegi,10.5
2010,10 años y más,Superiores,,,Alonsotegi,Porcentaje,Alonsotegi,9.7
2020,10 años y más,Superiores,,,Alonsotegi,Porcentaje,Alonsotegi,13.3
2018,10 años y más,Superiores,,,Alonsotegi,Porcentaje,Alonsotegi,12.7
2013,10 años y más,Superiores,,,Alonsotegi,Porcentaje,Alonsotegi,10.6
2021,10 años y más,Superiores,,,Altzaga,Porcentaje,Altzaga,14.8
2013,10 años y más,Superiores,,,Altzaga,Porcentaje,Altzaga,12.5
2020,10 años y más,Superiores,,,Altzaga,Porcentaje,Altzaga,15.1
2019,10 años y más,Superiores,,,Altzaga,Porcentaje,Altzaga,12.3
2010,10 años y más,Superiores,,,Altzaga,Porcentaje,Altzaga,12.9
2018,10 años y más,Superiores,,,Altzaga,Porcentaje,Altzaga,11.9
2016,10 años y más,Superiores,,,Altzaga,Porcentaje,Altzaga,13.4
2014,10 años y más,Superiores,,,Altzaga,Porcentaje,Altzaga,12.3
2015,10 años y más,Superiores,,,Altzaga,Porcentaje,Altzaga,14.6
2019,10 años y más,Superiores,,,Altzo,Porcentaje,Altzo,15.8
2018,10 años y más,Superiores,,,Altzo,Porcentaje,Altzo,18.2
2021,10 años y más,Superiores,,,Altzo,Porcentaje,Altzo,15.7
2016,10 años y más,Superiores,,,Altzo,Porcentaje,Altzo,14.3
2010,10 años y más,Superiores,,,Altzo,Porcentaje,Altzo,11.9
2013,10 años y más,Superiores,,,Altzo,Porcentaje,Altzo,14.3
2015,10 años y más,Superiores,,,Altzo,Porcentaje,Altzo,14.3
2020,10 años y más,Superiores,,,Altzo,Porcentaje,Altzo,16.3
