Year,Series,Tipo de valor,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumarraga,Porcentaje,Zumarraga,10.5
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumarraga,Porcentaje,Zumarraga,10.8
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumarraga,Porcentaje,Zumarraga,18.3
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumarraga,Porcentaje,Zumarraga,14.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumarraga,Porcentaje,Zumarraga,13.4
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Zumarraga,Porcentaje,Zumarraga,12.3
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumarraga,Euro per cápita,Zumarraga,3074.4
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumarraga,Euro per cápita,Zumarraga,2947.7
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumarraga,Euro per cápita,Zumarraga,2856.4
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumarraga,Euro per cápita,Zumarraga,2782.3
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumarraga,Euro per cápita,Zumarraga,2128.0
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumarraga,Euro per cápita,Zumarraga,2929.7
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumarraga,Euro per cápita,Zumarraga,2226.3
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Zumarraga,Euro per cápita,Zumarraga,4505.5
2015,Valor añadido del sector manufacturo per cápita,Nominal,,Añana (comarca),,Euro per cápita,Añana (comarca),26132.8
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Añana (comarca),,Porcentaje,Añana (comarca),49.1
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Añana (comarca),,Porcentaje,Añana (comarca),50.3
2018,Valor añadido del sector manufacturo per cápita,Nominal,,Añana (comarca),,Euro per cápita,Añana (comarca),26414.0
2017,Valor añadido del sector manufacturo per cápita,Nominal,,Añana (comarca),,Euro per cápita,Añana (comarca),26180.2
2020,Valor añadido del sector manufacturo per cápita,Nominal,,Añana (comarca),,Euro per cápita,Añana (comarca),24877.7
2014,Valor añadido del sector manufacturo per cápita,Nominal,,Añana (comarca),,Euro per cápita,Añana (comarca),23789.8
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Añana (comarca),,Porcentaje,Añana (comarca),49.8
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Añana (comarca),,Porcentaje,Añana (comarca),47.8
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Añana (comarca),,Porcentaje,Añana (comarca),47.9
2019,Valor añadido del sector manufacturo per cápita,Nominal,,Añana (comarca),,Euro per cápita,Añana (comarca),27652.6
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Añana (comarca),,Porcentaje,Añana (comarca),51.2
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Añana (comarca),,Porcentaje,Añana (comarca),51.6
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Añana (comarca),,Porcentaje,Añana (comarca),47.4
2021,Valor añadido del sector manufacturo per cápita,Nominal,,Añana (comarca),,Euro per cápita,Añana (comarca),25361.5
2016,Valor añadido del sector manufacturo per cápita,Nominal,,Añana (comarca),,Euro per cápita,Añana (comarca),26966.1
2021,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Errioxa / Rioja Alavesa,,Euro per cápita,Arabako Errioxa / Rioja Alavesa,27295.1
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,49.8
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,49.4
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,48.2
2014,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Errioxa / Rioja Alavesa,,Euro per cápita,Arabako Errioxa / Rioja Alavesa,28267.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,47.1
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,52.1
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,47.7
2018,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Errioxa / Rioja Alavesa,,Euro per cápita,Arabako Errioxa / Rioja Alavesa,31233.3
2016,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Errioxa / Rioja Alavesa,,Euro per cápita,Arabako Errioxa / Rioja Alavesa,28965.1
2015,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Errioxa / Rioja Alavesa,,Euro per cápita,Arabako Errioxa / Rioja Alavesa,27557.1
2019,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Errioxa / Rioja Alavesa,,Euro per cápita,Arabako Errioxa / Rioja Alavesa,30905.6
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,47.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Errioxa / Rioja Alavesa,,Porcentaje,Arabako Errioxa / Rioja Alavesa,48.1
2017,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Errioxa / Rioja Alavesa,,Euro per cápita,Arabako Errioxa / Rioja Alavesa,31378.8
2020,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Errioxa / Rioja Alavesa,,Euro per cápita,Arabako Errioxa / Rioja Alavesa,27073.9
2014,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euro per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,12956.2
2020,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euro per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,9697.2
2021,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euro per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,9223.8
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,30.0
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,34.7
2015,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euro per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,11842.3
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,36.3
2016,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euro per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,12120.0
2018,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euro per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,13443.9
2019,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euro per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,11998.9
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,38.4
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,31.6
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,36.9
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,38.4
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Porcentaje,Arabako Kantaurialdea / Cantábrica Alavesa,33.8
2017,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Kantaurialdea / Cantábrica Alavesa,,Euro per cápita,Arabako Kantaurialdea / Cantábrica Alavesa,12497.2
2021,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Lautada / Llanada Alavesa,,Euro per cápita,Arabako Lautada / Llanada Alavesa,7574.6
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,20.7
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,19.8
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,21.2
2014,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Lautada / Llanada Alavesa,,Euro per cápita,Arabako Lautada / Llanada Alavesa,6651.8
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,20.9
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,20.7
2018,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Lautada / Llanada Alavesa,,Euro per cápita,Arabako Lautada / Llanada Alavesa,7648.9
2015,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Lautada / Llanada Alavesa,,Euro per cápita,Arabako Lautada / Llanada Alavesa,7225.4
2020,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Lautada / Llanada Alavesa,,Euro per cápita,Arabako Lautada / Llanada Alavesa,6631.8
2017,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Lautada / Llanada Alavesa,,Euro per cápita,Arabako Lautada / Llanada Alavesa,7623.7
2019,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Lautada / Llanada Alavesa,,Euro per cápita,Arabako Lautada / Llanada Alavesa,7679.3
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,21.8
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,21.5
2016,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Lautada / Llanada Alavesa,,Euro per cápita,Arabako Lautada / Llanada Alavesa,7372.2
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Lautada / Llanada Alavesa,,Porcentaje,Arabako Lautada / Llanada Alavesa,21.8
2014,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,4578.4
2016,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,5474.5
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,14.3
2019,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,5816.6
2018,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,6653.3
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,12.5
2017,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,5252.7
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,14.7
2020,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,6347.3
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,17.2
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,14.8
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,14.5
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,16.6
2015,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,5354.9
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Porcentaje,Arabako Mendialdea / Montaña Alavesa,14.8
2021,Valor añadido del sector manufacturo per cápita,Nominal,,Arabako Mendialdea / Montaña Alavesa,,Euro per cápita,Arabako Mendialdea / Montaña Alavesa,5330.2
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,30.1
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,35.9
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,34.3
2014,Valor añadido del sector manufacturo per cápita,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,9852.3
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,28.0
2017,Valor añadido del sector manufacturo per cápita,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,9929.2
2015,Valor añadido del sector manufacturo per cápita,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,9027.8
2021,Valor añadido del sector manufacturo per cápita,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,9235.3
2016,Valor añadido del sector manufacturo per cápita,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,10077.6
2020,Valor añadido del sector manufacturo per cápita,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,8977.6
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,30.9
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,30.0
2018,Valor añadido del sector manufacturo per cápita,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,9538.9
2019,Valor añadido del sector manufacturo per cápita,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Euro per cápita,Arratia Nerbioi / Arratia-Nervión,9835.3
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,33.6
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Arratia Nerbioi / Arratia-Nervión,,Porcentaje,Arratia Nerbioi / Arratia-Nervión,28.3
2020,Valor añadido del sector manufacturo per cápita,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Euro per cápita,Bidasoa Beherea / Bajo Bidasoa,3069.5
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,11.6
2021,Valor añadido del sector manufacturo per cápita,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Euro per cápita,Bidasoa Beherea / Bajo Bidasoa,3363.6
2015,Valor añadido del sector manufacturo per cápita,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Euro per cápita,Bidasoa Beherea / Bajo Bidasoa,2985.1
2019,Valor añadido del sector manufacturo per cápita,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Euro per cápita,Bidasoa Beherea / Bajo Bidasoa,3615.3
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,11.3
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,11.9
2014,Valor añadido del sector manufacturo per cápita,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Euro per cápita,Bidasoa Beherea / Bajo Bidasoa,2750.7
2017,Valor añadido del sector manufacturo per cápita,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Euro per cápita,Bidasoa Beherea / Bajo Bidasoa,3387.7
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,10.7
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Porcentaje,Bidasoa Beherea / Bajo Bidasoa,11.7
2018,Valor añadido del sector manufacturo per cápita,Nominal,,Bidasoa Beherea / Bajo Bidasoa,,Euro per cápita,Bidasoa Beherea / Bajo Bidasoa,3620.1
