Year,Series,Actividad económica,Forma de medir el empleo,Sexo,Territorio histórico,Units,Value
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Altzo,Porcentaje,54.8
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Derio,Porcentaje,13.0
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaratamo,Porcentaje,51.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Berantevilla,Porcentaje,77.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Altzo,Porcentaje,58.4
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Altzo,Porcentaje,57.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaratamo,Porcentaje,47.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaratamo,Porcentaje,48.8
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaratamo,Porcentaje,49.3
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaratamo,Porcentaje,49.7
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Altzo,Porcentaje,61.7
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Segura,Porcentaje,26.1
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaratamo,Porcentaje,41.9
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Segura,Porcentaje,23.8
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Segura,Porcentaje,24.3
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Segura,Porcentaje,24.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leza,Porcentaje,32.7
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Segura,Porcentaje,23.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zalla,Porcentaje,11.2
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zalla,Porcentaje,12.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urola Kosta,Porcentaje,30.7
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zalla,Porcentaje,12.8
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zalla,Porcentaje,12.3
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zalla,Porcentaje,12.4
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zalla,Porcentaje,11.7
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leza,Porcentaje,19.2
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Altzo,Porcentaje,60.6
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urola Kosta,Porcentaje,30.3
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibar,Porcentaje,51.8
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibar,Porcentaje,52.8
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urola Kosta,Porcentaje,30.1
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibar,Porcentaje,61.5
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urola Kosta,Porcentaje,31.4
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibar,Porcentaje,54.5
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibar,Porcentaje,54.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urola Kosta,Porcentaje,30.4
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urola Kosta,Porcentaje,31.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Altzo,Porcentaje,44.4
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urola Kosta,Porcentaje,30.7
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Igorre,Porcentaje,64.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Igorre,Porcentaje,65.6
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Donostia / San Sebastián,Porcentaje,3.9
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Igorre,Porcentaje,66.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Donostia / San Sebastián,Porcentaje,4.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Igorre,Porcentaje,66.9
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Igorre,Porcentaje,66.2
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alkiza,Porcentaje,1.9
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Donostia / San Sebastián,Porcentaje,3.9
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Berantevilla,Porcentaje,75.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alkiza,Porcentaje,1.8
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Areatza,Porcentaje,6.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Areatza,Porcentaje,7.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Areatza,Porcentaje,4.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Areatza,Porcentaje,9.9
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Donostia / San Sebastián,Porcentaje,3.9
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Areatza,Porcentaje,8.7
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Areatza,Porcentaje,7.3
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Donostia / San Sebastián,Porcentaje,4.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Donostia / San Sebastián,Porcentaje,4.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aramaio,Porcentaje,23.5
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Berantevilla,Porcentaje,79.0
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leza,Porcentaje,27.4
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Donostia / San Sebastián,Porcentaje,4.1
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bedia,Porcentaje,51.7
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bedia,Porcentaje,49.0
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bedia,Porcentaje,56.5
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bedia,Porcentaje,54.2
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bedia,Porcentaje,54.9
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alkiza,Porcentaje,1.8
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leintz-Gatzaga,Porcentaje,11.3
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bedia,Porcentaje,51.7
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leintz-Gatzaga,Porcentaje,11.1
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Berantevilla,Porcentaje,76.9
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leza,Porcentaje,25.3
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alkiza,Porcentaje,2.8
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Atxondo,Porcentaje,58.7
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Atxondo,Porcentaje,60.3
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Atxondo,Porcentaje,59.0
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Atxondo,Porcentaje,64.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Atxondo,Porcentaje,65.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alkiza,Porcentaje,1.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leintz-Gatzaga,Porcentaje,10.5
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Atxondo,Porcentaje,54.4
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leintz-Gatzaga,Porcentaje,8.5
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alkiza,Porcentaje,1.9
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leintz-Gatzaga,Porcentaje,15.6
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aramaio,Porcentaje,23.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Berantevilla,Porcentaje,73.7
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leza,Porcentaje,28.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Balmaseda,Porcentaje,15.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leintz-Gatzaga,Porcentaje,11.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leza,Porcentaje,19.5
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Atxondo,Porcentaje,65.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Atxondo,Porcentaje,64.8
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Balmaseda,Porcentaje,18.6
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leintz-Gatzaga,Porcentaje,8.6
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Balmaseda,Porcentaje,16.9
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Balmaseda,Porcentaje,15.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alkiza,Porcentaje,1.8
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errenteria,Porcentaje,18.4
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Balmaseda,Porcentaje,18.6
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Balmaseda,Porcentaje,17.0
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errenteria,Porcentaje,18.6
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Balmaseda,Porcentaje,18.9
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leintz-Gatzaga,Porcentaje,8.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bedia,Porcentaje,56.3
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leza,Porcentaje,12.2
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Balmaseda,Porcentaje,18.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urduliz,Porcentaje,21.8
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alkiza,Porcentaje,1.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Donostia / San Sebastián,Porcentaje,3.8
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bedia,Porcentaje,52.4
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lapuebla de Labarca,Porcentaje,53.4
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errenteria,Porcentaje,18.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errenteria,Porcentaje,18.8
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urduliz,Porcentaje,31.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urduliz,Porcentaje,24.6
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urduliz,Porcentaje,28.5
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urduliz,Porcentaje,36.1
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lapuebla de Labarca,Porcentaje,41.7
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urduliz,Porcentaje,41.8
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urduliz,Porcentaje,43.2
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urduliz,Porcentaje,25.5
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Areatza,Porcentaje,5.6
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errenteria,Porcentaje,18.1
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ubide,Porcentaje,0.0
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Areatza,Porcentaje,3.8
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errenteria,Porcentaje,18.2
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ubide,Porcentaje,6.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Barrundia,Porcentaje,5.2
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lapuebla de Labarca,Porcentaje,49.9
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alegia,Porcentaje,35.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errenteria,Porcentaje,17.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ubide,Porcentaje,0.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errenteria,Porcentaje,19.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ubide,Porcentaje,2.6
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leza,Porcentaje,12.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Igorre,Porcentaje,65.6
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Igorre,Porcentaje,65.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alegia,Porcentaje,37.6
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ubide,Porcentaje,0.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ubide,Porcentaje,0.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Igorre,Porcentaje,67.5
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ubide,Porcentaje,2.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lapuebla de Labarca,Porcentaje,43.7
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errezil,Porcentaje,49.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ubide,Porcentaje,5.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errezil,Porcentaje,49.5
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errezil,Porcentaje,51.6
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errezil,Porcentaje,46.6
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errezil,Porcentaje,53.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alegia,Porcentaje,45.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Trucios-Turtzioz,Porcentaje,17.9
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Trucios-Turtzioz,Porcentaje,11.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibar,Porcentaje,63.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Altzo,Porcentaje,57.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibar,Porcentaje,56.2
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urola Kosta,Porcentaje,30.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaldibar,Porcentaje,61.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Berantevilla,Porcentaje,77.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Trucios-Turtzioz,Porcentaje,0.5
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errezil,Porcentaje,50.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Trucios-Turtzioz,Porcentaje,1.1
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alegia,Porcentaje,35.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Trucios-Turtzioz,Porcentaje,1.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Trucios-Turtzioz,Porcentaje,0.6
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Trucios-Turtzioz,Porcentaje,14.7
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alegia,Porcentaje,37.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Trucios-Turtzioz,Porcentaje,1.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alegia,Porcentaje,38.6
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Aramaio,Porcentaje,23.9
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Barrundia,Porcentaje,8.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errezil,Porcentaje,48.6
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sopuerta,Porcentaje,9.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alegia,Porcentaje,37.3
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Errezil,Porcentaje,56.9
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zalla,Porcentaje,12.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Segura,Porcentaje,24.9
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zalla,Porcentaje,11.1
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sopuerta,Porcentaje,9.5
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sopuerta,Porcentaje,8.0
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alegia,Porcentaje,34.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sopuerta,Porcentaje,7.9
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sopuerta,Porcentaje,9.2
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaratamo,Porcentaje,47.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sopuerta,Porcentaje,6.3
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sopuerta,Porcentaje,9.5
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Altzo,Porcentaje,58.4
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Segura,Porcentaje,23.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zaratamo,Porcentaje,45.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Albiztur,Porcentaje,48.1
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sopuerta,Porcentaje,7.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sopela,Porcentaje,14.4
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Soraluze-Placencia de las Armas,Porcentaje,38.6
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Soraluze-Placencia de las Armas,Porcentaje,36.2
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Sopela,Porcentaje,11.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Soraluze-Placencia de las Armas,Porcentaje,38.7
