Year,Province,County,Municipality,Unidad,GeoCode,Value
2012,,,Orozko,"Per 1,000 people",Orozko,0.0
2013,,,Orozko,"Per 1,000 people",Orozko,0.0
2014,,,Orozko,"Per 1,000 people",Orozko,0.0
2015,,,Orozko,"Per 1,000 people",Orozko,0.0
2016,,,Orozko,"Per 1,000 people",Orozko,0.0
2017,,,Orozko,"Per 1,000 people",Orozko,0.0
2018,,,Orozko,"Per 1,000 people",Orozko,0.0
2019,,,Orozko,"Per 1,000 people",Orozko,0.0
2020,,,Orozko,"Per 1,000 people",Orozko,0.0
2021,,,Orozko,"Per 1,000 people",Orozko,0.0
2022,,,Orozko,"Per 1,000 people",Orozko,0.0
2010,,,Sukarrieta,"Per 1,000 people",Sukarrieta,0.0
2011,,,Sukarrieta,"Per 1,000 people",Sukarrieta,0.0
2012,,,Sukarrieta,"Per 1,000 people",Sukarrieta,0.0
2013,,,Sukarrieta,"Per 1,000 people",Sukarrieta,0.0
2014,,,Sukarrieta,"Per 1,000 people",Sukarrieta,0.0
2015,,,Sukarrieta,"Per 1,000 people",Sukarrieta,0.0
2016,,,Sukarrieta,"Per 1,000 people",Sukarrieta,0.0
2017,,,Sukarrieta,"Per 1,000 people",Sukarrieta,0.0
2018,,,Sukarrieta,"Per 1,000 people",Sukarrieta,0.0
2019,,,Sukarrieta,"Per 1,000 people",Sukarrieta,0.0
2020,,,Sukarrieta,"Per 1,000 people",Sukarrieta,0.0
2021,,,Sukarrieta,"Per 1,000 people",Sukarrieta,0.0
2022,,,Sukarrieta,"Per 1,000 people",Sukarrieta,0.0
2010,,,Plentzia,"Per 1,000 people",Plentzia,0.0
2011,,,Plentzia,"Per 1,000 people",Plentzia,0.0
2012,,,Plentzia,"Per 1,000 people",Plentzia,0.0
2013,,,Plentzia,"Per 1,000 people",Plentzia,0.0
2014,,,Plentzia,"Per 1,000 people",Plentzia,0.0
2015,,,Plentzia,"Per 1,000 people",Plentzia,0.0
2016,,,Plentzia,"Per 1,000 people",Plentzia,0.0
2017,,,Plentzia,"Per 1,000 people",Plentzia,0.0
2018,,,Plentzia,"Per 1,000 people",Plentzia,0.0
2019,,,Plentzia,"Per 1,000 people",Plentzia,0.0
2020,,,Plentzia,"Per 1,000 people",Plentzia,0.0
2021,,,Plentzia,"Per 1,000 people",Plentzia,0.0
2022,,,Plentzia,"Per 1,000 people",Plentzia,0.0
2010,,,Portugalete,"Per 1,000 people",Portugalete,0.0
2011,,,Portugalete,"Per 1,000 people",Portugalete,0.0
2012,,,Portugalete,"Per 1,000 people",Portugalete,0.0
2013,,,Portugalete,"Per 1,000 people",Portugalete,0.0
2014,,,Portugalete,"Per 1,000 people",Portugalete,0.0
2015,,,Portugalete,"Per 1,000 people",Portugalete,0.7
2016,,,Portugalete,"Per 1,000 people",Portugalete,0.7
2017,,,Portugalete,"Per 1,000 people",Portugalete,0.7
2018,,,Portugalete,"Per 1,000 people",Portugalete,0.7
2019,,,Portugalete,"Per 1,000 people",Portugalete,0.7
2020,,,Portugalete,"Per 1,000 people",Portugalete,0.0
2021,,,Portugalete,"Per 1,000 people",Portugalete,0.0
2022,,,Portugalete,"Per 1,000 people",Portugalete,0.0
2010,,,Errigoiti,"Per 1,000 people",Errigoiti,0.0
2011,,,Errigoiti,"Per 1,000 people",Errigoiti,0.0
2012,,,Errigoiti,"Per 1,000 people",Errigoiti,0.0
2013,,,Errigoiti,"Per 1,000 people",Errigoiti,0.0
2014,,,Errigoiti,"Per 1,000 people",Errigoiti,0.0
2015,,,Errigoiti,"Per 1,000 people",Errigoiti,0.0
2016,,,Errigoiti,"Per 1,000 people",Errigoiti,0.0
2017,,,Errigoiti,"Per 1,000 people",Errigoiti,0.0
2018,,,Errigoiti,"Per 1,000 people",Errigoiti,0.0
2019,,,Errigoiti,"Per 1,000 people",Errigoiti,0.0
2020,,,Errigoiti,"Per 1,000 people",Errigoiti,0.0
2021,,,Errigoiti,"Per 1,000 people",Errigoiti,0.0
2022,,,Errigoiti,"Per 1,000 people",Errigoiti,0.0
2010,,,Valle de Trápaga-Trapagaran,"Per 1,000 people",Valle de Trápaga-Trapagaran,0.0
2011,,,Valle de Trápaga-Trapagaran,"Per 1,000 people",Valle de Trápaga-Trapagaran,0.0
2012,,,Valle de Trápaga-Trapagaran,"Per 1,000 people",Valle de Trápaga-Trapagaran,0.0
2013,,,Valle de Trápaga-Trapagaran,"Per 1,000 people",Valle de Trápaga-Trapagaran,0.0
2014,,,Valle de Trápaga-Trapagaran,"Per 1,000 people",Valle de Trápaga-Trapagaran,0.0
2015,,,Valle de Trápaga-Trapagaran,"Per 1,000 people",Valle de Trápaga-Trapagaran,0.0
2016,,,Valle de Trápaga-Trapagaran,"Per 1,000 people",Valle de Trápaga-Trapagaran,0.0
2017,,,Valle de Trápaga-Trapagaran,"Per 1,000 people",Valle de Trápaga-Trapagaran,0.0
2018,,,Valle de Trápaga-Trapagaran,"Per 1,000 people",Valle de Trápaga-Trapagaran,0.0
2019,,,Valle de Trápaga-Trapagaran,"Per 1,000 people",Valle de Trápaga-Trapagaran,0.0
2020,,,Valle de Trápaga-Trapagaran,"Per 1,000 people",Valle de Trápaga-Trapagaran,0.0
2021,,,Valle de Trápaga-Trapagaran,"Per 1,000 people",Valle de Trápaga-Trapagaran,0.0
2022,,,Valle de Trápaga-Trapagaran,"Per 1,000 people",Valle de Trápaga-Trapagaran,0.0
2010,,,Lezama,"Per 1,000 people",Lezama,0.0
2011,,,Lezama,"Per 1,000 people",Lezama,0.0
2012,,,Lezama,"Per 1,000 people",Lezama,0.0
2013,,,Lezama,"Per 1,000 people",Lezama,0.0
2014,,,Lezama,"Per 1,000 people",Lezama,0.0
2015,,,Lezama,"Per 1,000 people",Lezama,0.0
2016,,,Lezama,"Per 1,000 people",Lezama,0.0
2017,,,Lezama,"Per 1,000 people",Lezama,0.0
2018,,,Lezama,"Per 1,000 people",Lezama,0.0
2019,,,Lezama,"Per 1,000 people",Lezama,0.0
2020,,,Lezama,"Per 1,000 people",Lezama,0.0
2021,,,Lezama,"Per 1,000 people",Lezama,0.0
2022,,,Lezama,"Per 1,000 people",Lezama,0.0
2010,,,Santurtzi,"Per 1,000 people",Santurtzi,0.0
2011,,,Santurtzi,"Per 1,000 people",Santurtzi,0.3
2012,,,Santurtzi,"Per 1,000 people",Santurtzi,0.3
2013,,,Santurtzi,"Per 1,000 people",Santurtzi,0.3
2014,,,Santurtzi,"Per 1,000 people",Santurtzi,0.3
2015,,,Santurtzi,"Per 1,000 people",Santurtzi,1.0
2016,,,Santurtzi,"Per 1,000 people",Santurtzi,0.7
2017,,,Santurtzi,"Per 1,000 people",Santurtzi,0.7
2018,,,Santurtzi,"Per 1,000 people",Santurtzi,0.7
2019,,,Santurtzi,"Per 1,000 people",Santurtzi,0.7
2020,,,Santurtzi,"Per 1,000 people",Santurtzi,2.7
2021,,,Santurtzi,"Per 1,000 people",Santurtzi,4.1
2022,,,Santurtzi,"Per 1,000 people",Santurtzi,4.1
2010,,,Ortuella,"Per 1,000 people",Ortuella,0.0
2011,,,Ortuella,"Per 1,000 people",Ortuella,0.0
2012,,,Ortuella,"Per 1,000 people",Ortuella,8.8
2013,,,Ortuella,"Per 1,000 people",Ortuella,8.8
2014,,,Ortuella,"Per 1,000 people",Ortuella,8.8
2015,,,Ortuella,"Per 1,000 people",Ortuella,8.8
2016,,,Ortuella,"Per 1,000 people",Ortuella,8.8
2017,,,Ortuella,"Per 1,000 people",Ortuella,0.0
2018,,,Ortuella,"Per 1,000 people",Ortuella,0.0
2019,,,Ortuella,"Per 1,000 people",Ortuella,0.0
2020,,,Ortuella,"Per 1,000 people",Ortuella,10.1
2021,,,Ortuella,"Per 1,000 people",Ortuella,20.2
2022,,,Ortuella,"Per 1,000 people",Ortuella,20.2
2010,,,Sestao,"Per 1,000 people",Sestao,0.8
2011,,,Sestao,"Per 1,000 people",Sestao,10.0
2012,,,Sestao,"Per 1,000 people",Sestao,10.1
2013,,,Sestao,"Per 1,000 people",Sestao,10.2
2014,,,Sestao,"Per 1,000 people",Sestao,9.5
2015,,,Sestao,"Per 1,000 people",Sestao,9.6
2016,,,Sestao,"Per 1,000 people",Sestao,0.0
2017,,,Sestao,"Per 1,000 people",Sestao,1.9
2018,,,Sestao,"Per 1,000 people",Sestao,1.9
2019,,,Sestao,"Per 1,000 people",Sestao,1.9
2020,,,Sestao,"Per 1,000 people",Sestao,3.8
2021,,,Sestao,"Per 1,000 people",Sestao,5.6
2022,,,Sestao,"Per 1,000 people",Sestao,3.7
2010,,,Sopela,"Per 1,000 people",Sopela,0.0
2011,,,Sopela,"Per 1,000 people",Sopela,0.0
2012,,,Sopela,"Per 1,000 people",Sopela,0.0
2013,,,Sopela,"Per 1,000 people",Sopela,0.0
2014,,,Sopela,"Per 1,000 people",Sopela,0.0
2015,,,Sopela,"Per 1,000 people",Sopela,0.0
2016,,,Sopela,"Per 1,000 people",Sopela,0.0
2017,,,Sopela,"Per 1,000 people",Sopela,0.0
2018,,,Sopela,"Per 1,000 people",Sopela,0.0
2019,,,Sopela,"Per 1,000 people",Sopela,0.0
2020,,,Sopela,"Per 1,000 people",Sopela,0.0
2021,,,Sopela,"Per 1,000 people",Sopela,0.0
2022,,,Sopela,"Per 1,000 people",Sopela,0.0
2010,,,Sopuerta,"Per 1,000 people",Sopuerta,0.0
2011,,,Sopuerta,"Per 1,000 people",Sopuerta,0.0
2012,,,Sopuerta,"Per 1,000 people",Sopuerta,0.0
2013,,,Sopuerta,"Per 1,000 people",Sopuerta,0.0
2014,,,Sopuerta,"Per 1,000 people",Sopuerta,0.0
2015,,,Sopuerta,"Per 1,000 people",Sopuerta,0.0
2016,,,Sopuerta,"Per 1,000 people",Sopuerta,0.0
2017,,,Sopuerta,"Per 1,000 people",Sopuerta,0.0
2018,,,Sopuerta,"Per 1,000 people",Sopuerta,0.0
2019,,,Sopuerta,"Per 1,000 people",Sopuerta,0.0
2020,,,Sopuerta,"Per 1,000 people",Sopuerta,0.0
2021,,,Sopuerta,"Per 1,000 people",Sopuerta,0.0
2022,,,Sopuerta,"Per 1,000 people",Sopuerta,0.0
2010,,,Trucios-Turtzioz,"Per 1,000 people",Trucios-Turtzioz,0.0
2011,,,Trucios-Turtzioz,"Per 1,000 people",Trucios-Turtzioz,0.0
2012,,,Trucios-Turtzioz,"Per 1,000 people",Trucios-Turtzioz,0.0
2013,,,Trucios-Turtzioz,"Per 1,000 people",Trucios-Turtzioz,0.0
2014,,,Trucios-Turtzioz,"Per 1,000 people",Trucios-Turtzioz,0.0
2015,,,Trucios-Turtzioz,"Per 1,000 people",Trucios-Turtzioz,0.0
2016,,,Trucios-Turtzioz,"Per 1,000 people",Trucios-Turtzioz,0.0
2017,,,Trucios-Turtzioz,"Per 1,000 people",Trucios-Turtzioz,0.0
2018,,,Trucios-Turtzioz,"Per 1,000 people",Trucios-Turtzioz,0.0
2019,,,Trucios-Turtzioz,"Per 1,000 people",Trucios-Turtzioz,0.0
2020,,,Trucios-Turtzioz,"Per 1,000 people",Trucios-Turtzioz,0.0
2021,,,Trucios-Turtzioz,"Per 1,000 people",Trucios-Turtzioz,0.0
2022,,,Trucios-Turtzioz,"Per 1,000 people",Trucios-Turtzioz,0.0
2010,,,Ubide,"Per 1,000 people",Ubide,0.0
2011,,,Ubide,"Per 1,000 people",Ubide,0.0
2012,,,Ubide,"Per 1,000 people",Ubide,0.0
2013,,,Ubide,"Per 1,000 people",Ubide,0.0
2014,,,Ubide,"Per 1,000 people",Ubide,0.0
2015,,,Ubide,"Per 1,000 people",Ubide,0.0
2016,,,Ubide,"Per 1,000 people",Ubide,0.0
2017,,,Ubide,"Per 1,000 people",Ubide,0.0
2018,,,Ubide,"Per 1,000 people",Ubide,0.0
2019,,,Ubide,"Per 1,000 people",Ubide,0.0
2020,,,Ubide,"Per 1,000 people",Ubide,0.0
2021,,,Ubide,"Per 1,000 people",Ubide,0.0
2022,,,Ubide,"Per 1,000 people",Ubide,0.0
2010,,,Urduliz,"Per 1,000 people",Urduliz,0.0
2011,,,Urduliz,"Per 1,000 people",Urduliz,0.0
2012,,,Urduliz,"Per 1,000 people",Urduliz,0.0
2013,,,Urduliz,"Per 1,000 people",Urduliz,0.0
2014,,,Urduliz,"Per 1,000 people",Urduliz,0.0
2015,,,Urduliz,"Per 1,000 people",Urduliz,0.0
2016,,,Urduliz,"Per 1,000 people",Urduliz,0.0
2017,,,Urduliz,"Per 1,000 people",Urduliz,0.0
2018,,,Urduliz,"Per 1,000 people",Urduliz,0.0
2019,,,Urduliz,"Per 1,000 people",Urduliz,0.0
2020,,,Urduliz,"Per 1,000 people",Urduliz,0.0
2021,,,Urduliz,"Per 1,000 people",Urduliz,0.0
2022,,,Urduliz,"Per 1,000 people",Urduliz,0.0
2010,,,Balmaseda,"Per 1,000 people",Balmaseda,0.0
2011,,,Balmaseda,"Per 1,000 people",Balmaseda,0.0
2012,,,Balmaseda,"Per 1,000 people",Balmaseda,0.0
2013,,,Balmaseda,"Per 1,000 people",Balmaseda,0.0
2014,,,Balmaseda,"Per 1,000 people",Balmaseda,0.0
2015,,,Balmaseda,"Per 1,000 people",Balmaseda,0.0
2016,,,Balmaseda,"Per 1,000 people",Balmaseda,0.0
2017,,,Balmaseda,"Per 1,000 people",Balmaseda,0.0
2018,,,Balmaseda,"Per 1,000 people",Balmaseda,0.0
2019,,,Balmaseda,"Per 1,000 people",Balmaseda,0.0
2020,,,Balmaseda,"Per 1,000 people",Balmaseda,0.0
2021,,,Balmaseda,"Per 1,000 people",Balmaseda,0.0
2022,,,Balmaseda,"Per 1,000 people",Balmaseda,0.0
2010,,,Atxondo,"Per 1,000 people",Atxondo,0.0
2011,,,Atxondo,"Per 1,000 people",Atxondo,0.0
2012,,,Atxondo,"Per 1,000 people",Atxondo,0.0
2013,,,Atxondo,"Per 1,000 people",Atxondo,0.0
2014,,,Atxondo,"Per 1,000 people",Atxondo,0.0
2015,,,Atxondo,"Per 1,000 people",Atxondo,0.0
2016,,,Atxondo,"Per 1,000 people",Atxondo,0.0
2017,,,Atxondo,"Per 1,000 people",Atxondo,0.0
2018,,,Atxondo,"Per 1,000 people",Atxondo,0.0
2019,,,Atxondo,"Per 1,000 people",Atxondo,0.0
2020,,,Atxondo,"Per 1,000 people",Atxondo,0.0
2021,,,Atxondo,"Per 1,000 people",Atxondo,0.0
2022,,,Atxondo,"Per 1,000 people",Atxondo,0.0
2010,,,Bedia,"Per 1,000 people",Bedia,0.0
2011,,,Bedia,"Per 1,000 people",Bedia,0.0
2012,,,Bedia,"Per 1,000 people",Bedia,0.0
2013,,,Bedia,"Per 1,000 people",Bedia,0.0
2014,,,Bedia,"Per 1,000 people",Bedia,0.0
2015,,,Bedia,"Per 1,000 people",Bedia,0.0
2016,,,Bedia,"Per 1,000 people",Bedia,0.0
2017,,,Bedia,"Per 1,000 people",Bedia,0.0
2018,,,Bedia,"Per 1,000 people",Bedia,0.0
2019,,,Bedia,"Per 1,000 people",Bedia,0.0
2020,,,Bedia,"Per 1,000 people",Bedia,0.0
2021,,,Bedia,"Per 1,000 people",Bedia,0.0
2022,,,Bedia,"Per 1,000 people",Bedia,0.0
2010,,,Areatza,"Per 1,000 people",Areatza,32.9
2011,,,Areatza,"Per 1,000 people",Areatza,32.2
2012,,,Areatza,"Per 1,000 people",Areatza,31.3
2013,,,Areatza,"Per 1,000 people",Areatza,30.6
2014,,,Areatza,"Per 1,000 people",Areatza,0.0
2015,,,Areatza,"Per 1,000 people",Areatza,0.0
2016,,,Areatza,"Per 1,000 people",Areatza,0.0
2017,,,Areatza,"Per 1,000 people",Areatza,0.0
2018,,,Areatza,"Per 1,000 people",Areatza,0.0
2019,,,Areatza,"Per 1,000 people",Areatza,0.0
2020,,,Areatza,"Per 1,000 people",Areatza,0.0
2021,,,Areatza,"Per 1,000 people",Areatza,0.0
2022,,,Areatza,"Per 1,000 people",Areatza,0.0
2010,,,Igorre,"Per 1,000 people",Igorre,0.0
2011,,,Igorre,"Per 1,000 people",Igorre,0.0
2012,,,Igorre,"Per 1,000 people",Igorre,0.0
2013,,,Igorre,"Per 1,000 people",Igorre,0.0
2014,,,Igorre,"Per 1,000 people",Igorre,0.0
2015,,,Igorre,"Per 1,000 people",Igorre,0.0
2016,,,Igorre,"Per 1,000 people",Igorre,0.0
2017,,,Igorre,"Per 1,000 people",Igorre,0.0
2018,,,Igorre,"Per 1,000 people",Igorre,0.0
2019,,,Igorre,"Per 1,000 people",Igorre,0.0
2020,,,Igorre,"Per 1,000 people",Igorre,0.0
2021,,,Igorre,"Per 1,000 people",Igorre,0.0
2022,,,Igorre,"Per 1,000 people",Igorre,0.0
2010,,,Zaldibar,"Per 1,000 people",Zaldibar,0.0
2011,,,Zaldibar,"Per 1,000 people",Zaldibar,0.0
2012,,,Zaldibar,"Per 1,000 people",Zaldibar,0.0
2013,,,Zaldibar,"Per 1,000 people",Zaldibar,0.0
2014,,,Zaldibar,"Per 1,000 people",Zaldibar,0.0
2015,,,Zaldibar,"Per 1,000 people",Zaldibar,0.0
2016,,,Zaldibar,"Per 1,000 people",Zaldibar,0.0
2017,,,Zaldibar,"Per 1,000 people",Zaldibar,0.0
2018,,,Zaldibar,"Per 1,000 people",Zaldibar,0.0
2019,,,Zaldibar,"Per 1,000 people",Zaldibar,0.0
2020,,,Zaldibar,"Per 1,000 people",Zaldibar,0.0
2021,,,Zaldibar,"Per 1,000 people",Zaldibar,0.0
2022,,,Zaldibar,"Per 1,000 people",Zaldibar,0.0
2010,,,Zalla,"Per 1,000 people",Zalla,8.9
2011,,,Zalla,"Per 1,000 people",Zalla,8.8
2012,,,Zalla,"Per 1,000 people",Zalla,8.8
2013,,,Zalla,"Per 1,000 people",Zalla,0.0
2014,,,Zalla,"Per 1,000 people",Zalla,0.0
2015,,,Zalla,"Per 1,000 people",Zalla,0.0
2016,,,Zalla,"Per 1,000 people",Zalla,0.0
2017,,,Zalla,"Per 1,000 people",Zalla,0.0
2018,,,Zalla,"Per 1,000 people",Zalla,0.0
2019,,,Zalla,"Per 1,000 people",Zalla,0.0
2020,,,Zalla,"Per 1,000 people",Zalla,0.0
2021,,,Zalla,"Per 1,000 people",Zalla,0.0
2022,,,Zalla,"Per 1,000 people",Zalla,0.0
2010,,,Zaratamo,"Per 1,000 people",Zaratamo,0.0
2011,,,Zaratamo,"Per 1,000 people",Zaratamo,0.0
2012,,,Zaratamo,"Per 1,000 people",Zaratamo,0.0
2013,,,Zaratamo,"Per 1,000 people",Zaratamo,0.0
2014,,,Zaratamo,"Per 1,000 people",Zaratamo,0.0
2015,,,Zaratamo,"Per 1,000 people",Zaratamo,0.0
2016,,,Zaratamo,"Per 1,000 people",Zaratamo,0.0
2017,,,Zaratamo,"Per 1,000 people",Zaratamo,0.0
2018,,,Zaratamo,"Per 1,000 people",Zaratamo,0.0
2019,,,Zaratamo,"Per 1,000 people",Zaratamo,0.0
2020,,,Zaratamo,"Per 1,000 people",Zaratamo,0.0
2021,,,Zaratamo,"Per 1,000 people",Zaratamo,0.0
2022,,,Zaratamo,"Per 1,000 people",Zaratamo,0.0
2010,,,Derio,"Per 1,000 people",Derio,14.0
2011,,,Derio,"Per 1,000 people",Derio,13.7
2012,,,Derio,"Per 1,000 people",Derio,13.4
2013,,,Derio,"Per 1,000 people",Derio,13.1
2014,,,Derio,"Per 1,000 people",Derio,12.8
2015,,,Derio,"Per 1,000 people",Derio,0.0
2016,,,Derio,"Per 1,000 people",Derio,0.0
2017,,,Derio,"Per 1,000 people",Derio,0.0
2018,,,Derio,"Per 1,000 people",Derio,0.0
2019,,,Derio,"Per 1,000 people",Derio,0.0
2020,,,Derio,"Per 1,000 people",Derio,0.0
2021,,,Derio,"Per 1,000 people",Derio,0.0
2022,,,Derio,"Per 1,000 people",Derio,0.0
2010,,,Erandio,"Per 1,000 people",Erandio,0.0
2011,,,Erandio,"Per 1,000 people",Erandio,0.0
2012,,,Erandio,"Per 1,000 people",Erandio,0.0
2013,,,Erandio,"Per 1,000 people",Erandio,0.0
2014,,,Erandio,"Per 1,000 people",Erandio,0.0
2015,,,Erandio,"Per 1,000 people",Erandio,0.0
2016,,,Erandio,"Per 1,000 people",Erandio,0.0
2017,,,Erandio,"Per 1,000 people",Erandio,0.0
2018,,,Erandio,"Per 1,000 people",Erandio,0.0
2019,,,Erandio,"Per 1,000 people",Erandio,0.0
2020,,,Erandio,"Per 1,000 people",Erandio,0.0
2021,,,Erandio,"Per 1,000 people",Erandio,0.0
2022,,,Erandio,"Per 1,000 people",Erandio,0.0
2010,,,Loiu,"Per 1,000 people",Loiu,0.0
2011,,,Loiu,"Per 1,000 people",Loiu,0.0
2012,,,Loiu,"Per 1,000 people",Loiu,0.0
2013,,,Loiu,"Per 1,000 people",Loiu,0.0
2014,,,Loiu,"Per 1,000 people",Loiu,0.0
2015,,,Loiu,"Per 1,000 people",Loiu,0.0
2016,,,Loiu,"Per 1,000 people",Loiu,0.0
2017,,,Loiu,"Per 1,000 people",Loiu,0.0
2018,,,Loiu,"Per 1,000 people",Loiu,0.0
2019,,,Loiu,"Per 1,000 people",Loiu,0.0
2020,,,Loiu,"Per 1,000 people",Loiu,0.0
2021,,,Loiu,"Per 1,000 people",Loiu,0.0
2022,,,Loiu,"Per 1,000 people",Loiu,0.0
2010,,,Sondika,"Per 1,000 people",Sondika,19.9
2011,,,Sondika,"Per 1,000 people",Sondika,19.7
2012,,,Sondika,"Per 1,000 people",Sondika,19.6
2013,,,Sondika,"Per 1,000 people",Sondika,19.6
2014,,,Sondika,"Per 1,000 people",Sondika,19.6
2015,,,Sondika,"Per 1,000 people",Sondika,0.0
2016,,,Sondika,"Per 1,000 people",Sondika,0.0
2017,,,Sondika,"Per 1,000 people",Sondika,0.0
2018,,,Sondika,"Per 1,000 people",Sondika,0.0
2019,,,Sondika,"Per 1,000 people",Sondika,0.0
2020,,,Sondika,"Per 1,000 people",Sondika,0.0
2021,,,Sondika,"Per 1,000 people",Sondika,0.0
2022,,,Sondika,"Per 1,000 people",Sondika,0.0
2010,,,Zamudio,"Per 1,000 people",Zamudio,0.0
2011,,,Zamudio,"Per 1,000 people",Zamudio,0.0
2012,,,Zamudio,"Per 1,000 people",Zamudio,0.0
2013,,,Zamudio,"Per 1,000 people",Zamudio,0.0
2014,,,Zamudio,"Per 1,000 people",Zamudio,0.0
2015,,,Zamudio,"Per 1,000 people",Zamudio,0.0
2016,,,Zamudio,"Per 1,000 people",Zamudio,0.0
2017,,,Zamudio,"Per 1,000 people",Zamudio,0.0
2018,,,Zamudio,"Per 1,000 people",Zamudio,0.0
2019,,,Zamudio,"Per 1,000 people",Zamudio,0.0
2020,,,Zamudio,"Per 1,000 people",Zamudio,0.0
2021,,,Zamudio,"Per 1,000 people",Zamudio,0.0
2022,,,Zamudio,"Per 1,000 people",Zamudio,0.0
2010,,,Forua,"Per 1,000 people",Forua,0.0
2011,,,Forua,"Per 1,000 people",Forua,0.0
2012,,,Forua,"Per 1,000 people",Forua,0.0
2013,,,Forua,"Per 1,000 people",Forua,0.0
2014,,,Forua,"Per 1,000 people",Forua,0.0
2015,,,Forua,"Per 1,000 people",Forua,0.0
2016,,,Forua,"Per 1,000 people",Forua,0.0
2017,,,Forua,"Per 1,000 people",Forua,0.0
2018,,,Forua,"Per 1,000 people",Forua,0.0
2019,,,Forua,"Per 1,000 people",Forua,0.0
2020,,,Forua,"Per 1,000 people",Forua,0.0
2021,,,Forua,"Per 1,000 people",Forua,0.0
2022,,,Forua,"Per 1,000 people",Forua,0.0
2010,,,Kortezubi,"Per 1,000 people",Kortezubi,0.0
2011,,,Kortezubi,"Per 1,000 people",Kortezubi,0.0
2012,,,Kortezubi,"Per 1,000 people",Kortezubi,0.0
2013,,,Kortezubi,"Per 1,000 people",Kortezubi,0.0
2014,,,Kortezubi,"Per 1,000 people",Kortezubi,0.0
2015,,,Kortezubi,"Per 1,000 people",Kortezubi,0.0
2016,,,Kortezubi,"Per 1,000 people",Kortezubi,0.0
2017,,,Kortezubi,"Per 1,000 people",Kortezubi,0.0
2018,,,Kortezubi,"Per 1,000 people",Kortezubi,0.0
2019,,,Kortezubi,"Per 1,000 people",Kortezubi,0.0
2020,,,Kortezubi,"Per 1,000 people",Kortezubi,0.0
2021,,,Kortezubi,"Per 1,000 people",Kortezubi,0.0
2022,,,Kortezubi,"Per 1,000 people",Kortezubi,0.0
2010,,,Murueta,"Per 1,000 people",Murueta,0.0
2011,,,Murueta,"Per 1,000 people",Murueta,0.0
2012,,,Murueta,"Per 1,000 people",Murueta,0.0
2013,,,Murueta,"Per 1,000 people",Murueta,0.0
2014,,,Murueta,"Per 1,000 people",Murueta,0.0
2015,,,Murueta,"Per 1,000 people",Murueta,0.0
2016,,,Murueta,"Per 1,000 people",Murueta,0.0
2017,,,Murueta,"Per 1,000 people",Murueta,0.0
2018,,,Murueta,"Per 1,000 people",Murueta,0.0
2019,,,Murueta,"Per 1,000 people",Murueta,0.0
2020,,,Murueta,"Per 1,000 people",Murueta,0.0
2021,,,Murueta,"Per 1,000 people",Murueta,0.0
2022,,,Murueta,"Per 1,000 people",Murueta,0.0
2010,,,Nabarniz,"Per 1,000 people",Nabarniz,0.0
2011,,,Nabarniz,"Per 1,000 people",Nabarniz,0.0
2012,,,Nabarniz,"Per 1,000 people",Nabarniz,0.0
2013,,,Nabarniz,"Per 1,000 people",Nabarniz,0.0
2014,,,Nabarniz,"Per 1,000 people",Nabarniz,0.0
2015,,,Nabarniz,"Per 1,000 people",Nabarniz,0.0
2016,,,Nabarniz,"Per 1,000 people",Nabarniz,0.0
2017,,,Nabarniz,"Per 1,000 people",Nabarniz,0.0
2018,,,Nabarniz,"Per 1,000 people",Nabarniz,0.0
2019,,,Nabarniz,"Per 1,000 people",Nabarniz,0.0
2020,,,Nabarniz,"Per 1,000 people",Nabarniz,0.0
2021,,,Nabarniz,"Per 1,000 people",Nabarniz,0.0
2022,,,Nabarniz,"Per 1,000 people",Nabarniz,0.0
2010,,,Iurreta,"Per 1,000 people",Iurreta,0.0
2011,,,Iurreta,"Per 1,000 people",Iurreta,0.0
2012,,,Iurreta,"Per 1,000 people",Iurreta,0.0
2013,,,Iurreta,"Per 1,000 people",Iurreta,0.0
2014,,,Iurreta,"Per 1,000 people",Iurreta,0.0
2015,,,Iurreta,"Per 1,000 people",Iurreta,0.0
2016,,,Iurreta,"Per 1,000 people",Iurreta,0.0
2017,,,Iurreta,"Per 1,000 people",Iurreta,0.0
2018,,,Iurreta,"Per 1,000 people",Iurreta,0.0
2019,,,Iurreta,"Per 1,000 people",Iurreta,0.0
2020,,,Iurreta,"Per 1,000 people",Iurreta,0.0
2021,,,Iurreta,"Per 1,000 people",Iurreta,0.0
2022,,,Iurreta,"Per 1,000 people",Iurreta,0.0
2010,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2011,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2012,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2013,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2014,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2015,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2016,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2017,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2018,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2019,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2020,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2021,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2022,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2010,,,Alonsotegi,"Per 1,000 people",Alonsotegi,0.0
