Year,ServBasico,Lurraldea,Eskualdea,Udalerria,Unidad,GeoCode,Value
2022,BSRVSAN,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,100.0
2010,BSRVH2O,,,Aulesti,Ehunekoa,Aulesti,99.6
2011,BSRVH2O,,,Aulesti,Ehunekoa,Aulesti,99.6
2013,BSRVH2O,,,Aulesti,Ehunekoa,Aulesti,99.6
2014,BSRVH2O,,,Aulesti,Ehunekoa,Aulesti,99.6
2015,BSRVH2O,,,Aulesti,Ehunekoa,Aulesti,99.6
2016,BSRVH2O,,,Aulesti,Ehunekoa,Aulesti,100.0
2017,BSRVH2O,,,Aulesti,Ehunekoa,Aulesti,100.0
2018,BSRVH2O,,,Aulesti,Ehunekoa,Aulesti,100.0
2019,BSRVH2O,,,Aulesti,Ehunekoa,Aulesti,100.0
2020,BSRVH2O,,,Aulesti,Ehunekoa,Aulesti,100.0
2021,BSRVH2O,,,Aulesti,Ehunekoa,Aulesti,100.0
2022,BSRVH2O,,,Aulesti,Ehunekoa,Aulesti,100.0
2010,BSRVSAN,,,Aulesti,Ehunekoa,Aulesti,97.6
2011,BSRVSAN,,,Aulesti,Ehunekoa,Aulesti,97.7
2013,BSRVSAN,,,Aulesti,Ehunekoa,Aulesti,97.6
2014,BSRVSAN,,,Aulesti,Ehunekoa,Aulesti,97.2
2015,BSRVSAN,,,Aulesti,Ehunekoa,Aulesti,97.3
2016,BSRVSAN,,,Aulesti,Ehunekoa,Aulesti,97.2
2017,BSRVSAN,,,Aulesti,Ehunekoa,Aulesti,97.2
2018,BSRVSAN,,,Aulesti,Ehunekoa,Aulesti,97.2
2019,BSRVSAN,,,Aulesti,Ehunekoa,Aulesti,97.2
2020,BSRVSAN,,,Aulesti,Ehunekoa,Aulesti,99.6
2021,BSRVSAN,,,Aulesti,Ehunekoa,Aulesti,99.6
2022,BSRVSAN,,,Aulesti,Ehunekoa,Aulesti,99.6
2010,BSRVH2O,,,Muskiz,Ehunekoa,Muskiz,100.0
2011,BSRVH2O,,,Muskiz,Ehunekoa,Muskiz,100.0
2013,BSRVH2O,,,Muskiz,Ehunekoa,Muskiz,100.0
2014,BSRVH2O,,,Muskiz,Ehunekoa,Muskiz,100.0
2015,BSRVH2O,,,Muskiz,Ehunekoa,Muskiz,100.0
2016,BSRVH2O,,,Muskiz,Ehunekoa,Muskiz,100.0
2017,BSRVH2O,,,Muskiz,Ehunekoa,Muskiz,100.0
2018,BSRVH2O,,,Muskiz,Ehunekoa,Muskiz,100.0
2019,BSRVH2O,,,Muskiz,Ehunekoa,Muskiz,100.0
2020,BSRVH2O,,,Muskiz,Ehunekoa,Muskiz,100.0
2021,BSRVH2O,,,Muskiz,Ehunekoa,Muskiz,100.0
2022,BSRVH2O,,,Muskiz,Ehunekoa,Muskiz,100.0
2010,BSRVSAN,,,Muskiz,Ehunekoa,Muskiz,99.6
2011,BSRVSAN,,,Muskiz,Ehunekoa,Muskiz,99.7
2013,BSRVSAN,,,Muskiz,Ehunekoa,Muskiz,99.7
2014,BSRVSAN,,,Muskiz,Ehunekoa,Muskiz,99.7
2015,BSRVSAN,,,Muskiz,Ehunekoa,Muskiz,99.7
2016,BSRVSAN,,,Muskiz,Ehunekoa,Muskiz,99.8
2017,BSRVSAN,,,Muskiz,Ehunekoa,Muskiz,99.8
2018,BSRVSAN,,,Muskiz,Ehunekoa,Muskiz,99.8
2019,BSRVSAN,,,Muskiz,Ehunekoa,Muskiz,99.7
2020,BSRVSAN,,,Muskiz,Ehunekoa,Muskiz,99.9
2021,BSRVSAN,,,Muskiz,Ehunekoa,Muskiz,99.9
2022,BSRVSAN,,,Muskiz,Ehunekoa,Muskiz,99.9
2010,BSRVH2O,,,Otxandio,Ehunekoa,Otxandio,99.4
2011,BSRVH2O,,,Otxandio,Ehunekoa,Otxandio,99.4
2013,BSRVH2O,,,Otxandio,Ehunekoa,Otxandio,99.4
2014,BSRVH2O,,,Otxandio,Ehunekoa,Otxandio,99.4
2015,BSRVH2O,,,Otxandio,Ehunekoa,Otxandio,99.4
2016,BSRVH2O,,,Otxandio,Ehunekoa,Otxandio,99.4
2017,BSRVH2O,,,Otxandio,Ehunekoa,Otxandio,99.4
2018,BSRVH2O,,,Otxandio,Ehunekoa,Otxandio,99.4
2019,BSRVH2O,,,Otxandio,Ehunekoa,Otxandio,99.4
2020,BSRVH2O,,,Otxandio,Ehunekoa,Otxandio,99.4
2021,BSRVH2O,,,Otxandio,Ehunekoa,Otxandio,99.5
2022,BSRVH2O,,,Otxandio,Ehunekoa,Otxandio,99.5
2010,BSRVSAN,,,Otxandio,Ehunekoa,Otxandio,94.4
2011,BSRVSAN,,,Otxandio,Ehunekoa,Otxandio,94.0
2013,BSRVSAN,,,Otxandio,Ehunekoa,Otxandio,94.9
2014,BSRVSAN,,,Otxandio,Ehunekoa,Otxandio,94.9
2015,BSRVSAN,,,Otxandio,Ehunekoa,Otxandio,94.8
2016,BSRVSAN,,,Otxandio,Ehunekoa,Otxandio,94.8
2017,BSRVSAN,,,Otxandio,Ehunekoa,Otxandio,95.3
2018,BSRVSAN,,,Otxandio,Ehunekoa,Otxandio,95.0
2019,BSRVSAN,,,Otxandio,Ehunekoa,Otxandio,95.8
2020,BSRVSAN,,,Otxandio,Ehunekoa,Otxandio,99.8
2021,BSRVSAN,,,Otxandio,Ehunekoa,Otxandio,99.8
2022,BSRVSAN,,,Otxandio,Ehunekoa,Otxandio,99.8
2010,BSRVH2O,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2011,BSRVH2O,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2013,BSRVH2O,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2014,BSRVH2O,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2015,BSRVH2O,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2016,BSRVH2O,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2017,BSRVH2O,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2018,BSRVH2O,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2019,BSRVH2O,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2020,BSRVH2O,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2021,BSRVH2O,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2022,BSRVH2O,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2010,BSRVSAN,,,Ondarroa,Ehunekoa,Ondarroa,99.4
2011,BSRVSAN,,,Ondarroa,Ehunekoa,Ondarroa,99.4
2013,BSRVSAN,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2014,BSRVSAN,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2015,BSRVSAN,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2016,BSRVSAN,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2017,BSRVSAN,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2018,BSRVSAN,,,Ondarroa,Ehunekoa,Ondarroa,99.6
2019,BSRVSAN,,,Ondarroa,Ehunekoa,Ondarroa,99.5
2020,BSRVSAN,,,Ondarroa,Ehunekoa,Ondarroa,100.0
2021,BSRVSAN,,,Ondarroa,Ehunekoa,Ondarroa,100.0
2022,BSRVSAN,,,Ondarroa,Ehunekoa,Ondarroa,100.0
2010,BSRVH2O,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,99.8
2011,BSRVH2O,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,99.8
2013,BSRVH2O,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,99.8
2014,BSRVH2O,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,99.8
2015,BSRVH2O,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,99.9
2016,BSRVH2O,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,99.9
2017,BSRVH2O,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,99.9
2018,BSRVH2O,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,99.9
2019,BSRVH2O,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,99.9
2020,BSRVH2O,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,99.9
2021,BSRVH2O,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,99.9
2022,BSRVH2O,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,99.9
2010,BSRVSAN,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,96.6
2011,BSRVSAN,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,96.3
2013,BSRVSAN,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,96.8
2014,BSRVSAN,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,96.9
2015,BSRVSAN,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,96.6
2016,BSRVSAN,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,96.7
2017,BSRVSAN,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,97.0
2018,BSRVSAN,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,97.5
2019,BSRVSAN,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,97.6
2020,BSRVSAN,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,99.9
2021,BSRVSAN,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,99.9
2022,BSRVSAN,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,99.9
2010,BSRVH2O,,,Orozko,Ehunekoa,Orozko,99.7
2011,BSRVH2O,,,Orozko,Ehunekoa,Orozko,99.6
2013,BSRVH2O,,,Orozko,Ehunekoa,Orozko,99.6
2014,BSRVH2O,,,Orozko,Ehunekoa,Orozko,99.6
2015,BSRVH2O,,,Orozko,Ehunekoa,Orozko,99.6
2016,BSRVH2O,,,Orozko,Ehunekoa,Orozko,99.6
2017,BSRVH2O,,,Orozko,Ehunekoa,Orozko,99.6
2018,BSRVH2O,,,Orozko,Ehunekoa,Orozko,99.6
2019,BSRVH2O,,,Orozko,Ehunekoa,Orozko,99.6
2020,BSRVH2O,,,Orozko,Ehunekoa,Orozko,99.6
2021,BSRVH2O,,,Orozko,Ehunekoa,Orozko,99.6
2022,BSRVH2O,,,Orozko,Ehunekoa,Orozko,99.6
2010,BSRVSAN,,,Orozko,Ehunekoa,Orozko,97.1
2011,BSRVSAN,,,Orozko,Ehunekoa,Orozko,96.8
2013,BSRVSAN,,,Orozko,Ehunekoa,Orozko,96.7
2014,BSRVSAN,,,Orozko,Ehunekoa,Orozko,96.8
2015,BSRVSAN,,,Orozko,Ehunekoa,Orozko,96.6
2016,BSRVSAN,,,Orozko,Ehunekoa,Orozko,96.5
2017,BSRVSAN,,,Orozko,Ehunekoa,Orozko,97.0
2018,BSRVSAN,,,Orozko,Ehunekoa,Orozko,97.0
2019,BSRVSAN,,,Orozko,Ehunekoa,Orozko,97.0
2020,BSRVSAN,,,Orozko,Ehunekoa,Orozko,99.2
2021,BSRVSAN,,,Orozko,Ehunekoa,Orozko,99.0
2022,BSRVSAN,,,Orozko,Ehunekoa,Orozko,99.0
2010,BSRVH2O,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2011,BSRVH2O,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2013,BSRVH2O,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2014,BSRVH2O,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2015,BSRVH2O,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2016,BSRVH2O,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2017,BSRVH2O,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2018,BSRVH2O,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2019,BSRVH2O,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2020,BSRVH2O,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2021,BSRVH2O,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2022,BSRVH2O,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2010,BSRVSAN,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2011,BSRVSAN,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2013,BSRVSAN,,,Sukarrieta,Ehunekoa,Sukarrieta,99.4
2014,BSRVSAN,,,Sukarrieta,Ehunekoa,Sukarrieta,99.4
2015,BSRVSAN,,,Sukarrieta,Ehunekoa,Sukarrieta,99.4
2016,BSRVSAN,,,Sukarrieta,Ehunekoa,Sukarrieta,99.4
2017,BSRVSAN,,,Sukarrieta,Ehunekoa,Sukarrieta,99.4
2018,BSRVSAN,,,Sukarrieta,Ehunekoa,Sukarrieta,99.4
2019,BSRVSAN,,,Sukarrieta,Ehunekoa,Sukarrieta,99.4
2020,BSRVSAN,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2021,BSRVSAN,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2022,BSRVSAN,,,Sukarrieta,Ehunekoa,Sukarrieta,100.0
2010,BSRVH2O,,,Plentzia,Ehunekoa,Plentzia,100.0
2011,BSRVH2O,,,Plentzia,Ehunekoa,Plentzia,100.0
2013,BSRVH2O,,,Plentzia,Ehunekoa,Plentzia,100.0
2014,BSRVH2O,,,Plentzia,Ehunekoa,Plentzia,100.0
2015,BSRVH2O,,,Plentzia,Ehunekoa,Plentzia,100.0
2016,BSRVH2O,,,Plentzia,Ehunekoa,Plentzia,100.0
2017,BSRVH2O,,,Plentzia,Ehunekoa,Plentzia,100.0
2018,BSRVH2O,,,Plentzia,Ehunekoa,Plentzia,100.0
2019,BSRVH2O,,,Plentzia,Ehunekoa,Plentzia,100.0
2020,BSRVH2O,,,Plentzia,Ehunekoa,Plentzia,100.0
2021,BSRVH2O,,,Plentzia,Ehunekoa,Plentzia,100.0
2022,BSRVH2O,,,Plentzia,Ehunekoa,Plentzia,100.0
2010,BSRVSAN,,,Plentzia,Ehunekoa,Plentzia,99.3
2011,BSRVSAN,,,Plentzia,Ehunekoa,Plentzia,99.4
2013,BSRVSAN,,,Plentzia,Ehunekoa,Plentzia,99.4
2014,BSRVSAN,,,Plentzia,Ehunekoa,Plentzia,99.5
2015,BSRVSAN,,,Plentzia,Ehunekoa,Plentzia,99.5
2016,BSRVSAN,,,Plentzia,Ehunekoa,Plentzia,99.5
2017,BSRVSAN,,,Plentzia,Ehunekoa,Plentzia,99.5
2018,BSRVSAN,,,Plentzia,Ehunekoa,Plentzia,99.5
2019,BSRVSAN,,,Plentzia,Ehunekoa,Plentzia,99.4
2020,BSRVSAN,,,Plentzia,Ehunekoa,Plentzia,99.9
2021,BSRVSAN,,,Plentzia,Ehunekoa,Plentzia,99.9
2022,BSRVSAN,,,Plentzia,Ehunekoa,Plentzia,99.9
2010,BSRVH2O,,,Portugalete,Ehunekoa,Portugalete,100.0
2011,BSRVH2O,,,Portugalete,Ehunekoa,Portugalete,100.0
2013,BSRVH2O,,,Portugalete,Ehunekoa,Portugalete,100.0
2014,BSRVH2O,,,Portugalete,Ehunekoa,Portugalete,100.0
2015,BSRVH2O,,,Portugalete,Ehunekoa,Portugalete,100.0
2016,BSRVH2O,,,Portugalete,Ehunekoa,Portugalete,100.0
2017,BSRVH2O,,,Portugalete,Ehunekoa,Portugalete,100.0
2018,BSRVH2O,,,Portugalete,Ehunekoa,Portugalete,100.0
2019,BSRVH2O,,,Portugalete,Ehunekoa,Portugalete,100.0
2020,BSRVH2O,,,Portugalete,Ehunekoa,Portugalete,100.0
2021,BSRVH2O,,,Portugalete,Ehunekoa,Portugalete,100.0
2022,BSRVH2O,,,Portugalete,Ehunekoa,Portugalete,100.0
2010,BSRVSAN,,,Portugalete,Ehunekoa,Portugalete,99.8
2011,BSRVSAN,,,Portugalete,Ehunekoa,Portugalete,99.8
2013,BSRVSAN,,,Portugalete,Ehunekoa,Portugalete,99.8
2014,BSRVSAN,,,Portugalete,Ehunekoa,Portugalete,99.8
2015,BSRVSAN,,,Portugalete,Ehunekoa,Portugalete,99.8
2016,BSRVSAN,,,Portugalete,Ehunekoa,Portugalete,99.8
2017,BSRVSAN,,,Portugalete,Ehunekoa,Portugalete,99.8
2018,BSRVSAN,,,Portugalete,Ehunekoa,Portugalete,99.8
2019,BSRVSAN,,,Portugalete,Ehunekoa,Portugalete,99.8
2020,BSRVSAN,,,Portugalete,Ehunekoa,Portugalete,100.0
2021,BSRVSAN,,,Portugalete,Ehunekoa,Portugalete,100.0
2022,BSRVSAN,,,Portugalete,Ehunekoa,Portugalete,100.0
2010,BSRVH2O,,,Errigoiti,Ehunekoa,Errigoiti,98.5
2011,BSRVH2O,,,Errigoiti,Ehunekoa,Errigoiti,98.5
2013,BSRVH2O,,,Errigoiti,Ehunekoa,Errigoiti,98.0
2014,BSRVH2O,,,Errigoiti,Ehunekoa,Errigoiti,98.0
2015,BSRVH2O,,,Errigoiti,Ehunekoa,Errigoiti,98.0
2016,BSRVH2O,,,Errigoiti,Ehunekoa,Errigoiti,98.0
2017,BSRVH2O,,,Errigoiti,Ehunekoa,Errigoiti,98.0
2018,BSRVH2O,,,Errigoiti,Ehunekoa,Errigoiti,98.0
2019,BSRVH2O,,,Errigoiti,Ehunekoa,Errigoiti,97.9
2020,BSRVH2O,,,Errigoiti,Ehunekoa,Errigoiti,98.0
2021,BSRVH2O,,,Errigoiti,Ehunekoa,Errigoiti,98.0
2022,BSRVH2O,,,Errigoiti,Ehunekoa,Errigoiti,98.1
2010,BSRVSAN,,,Errigoiti,Ehunekoa,Errigoiti,96.5
2011,BSRVSAN,,,Errigoiti,Ehunekoa,Errigoiti,97.5
2013,BSRVSAN,,,Errigoiti,Ehunekoa,Errigoiti,97.0
2014,BSRVSAN,,,Errigoiti,Ehunekoa,Errigoiti,95.9
2015,BSRVSAN,,,Errigoiti,Ehunekoa,Errigoiti,95.9
2016,BSRVSAN,,,Errigoiti,Ehunekoa,Errigoiti,95.9
2017,BSRVSAN,,,Errigoiti,Ehunekoa,Errigoiti,96.0
2018,BSRVSAN,,,Errigoiti,Ehunekoa,Errigoiti,95.9
2019,BSRVSAN,,,Errigoiti,Ehunekoa,Errigoiti,96.4
2020,BSRVSAN,,,Errigoiti,Ehunekoa,Errigoiti,100.0
2021,BSRVSAN,,,Errigoiti,Ehunekoa,Errigoiti,100.0
2022,BSRVSAN,,,Errigoiti,Ehunekoa,Errigoiti,100.0
2010,BSRVH2O,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.9
2011,BSRVH2O,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.8
2013,BSRVH2O,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.8
2014,BSRVH2O,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.8
2015,BSRVH2O,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.8
2016,BSRVH2O,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.8
2017,BSRVH2O,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.8
2018,BSRVH2O,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.7
2019,BSRVH2O,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.7
2020,BSRVH2O,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.7
2021,BSRVH2O,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.7
2022,BSRVH2O,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.7
2010,BSRVSAN,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.2
2011,BSRVSAN,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.2
2013,BSRVSAN,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.2
2014,BSRVSAN,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.2
2015,BSRVSAN,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.2
2016,BSRVSAN,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.2
2017,BSRVSAN,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.2
2018,BSRVSAN,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.3
2019,BSRVSAN,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,99.3
2020,BSRVSAN,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,100.0
2021,BSRVSAN,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,100.0
2022,BSRVSAN,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,100.0
2010,BSRVH2O,,,Lezama,Ehunekoa,Lezama,99.9
2011,BSRVH2O,,,Lezama,Ehunekoa,Lezama,99.9
2013,BSRVH2O,,,Lezama,Ehunekoa,Lezama,99.9
2014,BSRVH2O,,,Lezama,Ehunekoa,Lezama,99.9
2015,BSRVH2O,,,Lezama,Ehunekoa,Lezama,99.9
2016,BSRVH2O,,,Lezama,Ehunekoa,Lezama,99.9
2017,BSRVH2O,,,Lezama,Ehunekoa,Lezama,99.9
2018,BSRVH2O,,,Lezama,Ehunekoa,Lezama,99.9
2019,BSRVH2O,,,Lezama,Ehunekoa,Lezama,99.9
2020,BSRVH2O,,,Lezama,Ehunekoa,Lezama,99.9
2021,BSRVH2O,,,Lezama,Ehunekoa,Lezama,99.9
2022,BSRVH2O,,,Lezama,Ehunekoa,Lezama,99.9
2010,BSRVSAN,,,Lezama,Ehunekoa,Lezama,99.6
2011,BSRVSAN,,,Lezama,Ehunekoa,Lezama,99.6
2013,BSRVSAN,,,Lezama,Ehunekoa,Lezama,99.6
2014,BSRVSAN,,,Lezama,Ehunekoa,Lezama,99.6
2015,BSRVSAN,,,Lezama,Ehunekoa,Lezama,99.5
2016,BSRVSAN,,,Lezama,Ehunekoa,Lezama,99.5
2017,BSRVSAN,,,Lezama,Ehunekoa,Lezama,99.8
2018,BSRVSAN,,,Lezama,Ehunekoa,Lezama,99.7
2019,BSRVSAN,,,Lezama,Ehunekoa,Lezama,99.7
2020,BSRVSAN,,,Lezama,Ehunekoa,Lezama,100.0
2021,BSRVSAN,,,Lezama,Ehunekoa,Lezama,100.0
2022,BSRVSAN,,,Lezama,Ehunekoa,Lezama,100.0
2010,BSRVH2O,,,Santurtzi,Ehunekoa,Santurtzi,100.0
2011,BSRVH2O,,,Santurtzi,Ehunekoa,Santurtzi,100.0
2013,BSRVH2O,,,Santurtzi,Ehunekoa,Santurtzi,100.0
2014,BSRVH2O,,,Santurtzi,Ehunekoa,Santurtzi,100.0
2015,BSRVH2O,,,Santurtzi,Ehunekoa,Santurtzi,100.0
2016,BSRVH2O,,,Santurtzi,Ehunekoa,Santurtzi,100.0
2017,BSRVH2O,,,Santurtzi,Ehunekoa,Santurtzi,100.0
2018,BSRVH2O,,,Santurtzi,Ehunekoa,Santurtzi,100.0
2019,BSRVH2O,,,Santurtzi,Ehunekoa,Santurtzi,100.0
2020,BSRVH2O,,,Santurtzi,Ehunekoa,Santurtzi,100.0
2021,BSRVH2O,,,Santurtzi,Ehunekoa,Santurtzi,100.0
2022,BSRVH2O,,,Santurtzi,Ehunekoa,Santurtzi,100.0
2010,BSRVSAN,,,Santurtzi,Ehunekoa,Santurtzi,99.8
2011,BSRVSAN,,,Santurtzi,Ehunekoa,Santurtzi,99.8
2013,BSRVSAN,,,Santurtzi,Ehunekoa,Santurtzi,99.8
2014,BSRVSAN,,,Santurtzi,Ehunekoa,Santurtzi,99.8
2015,BSRVSAN,,,Santurtzi,Ehunekoa,Santurtzi,99.8
2016,BSRVSAN,,,Santurtzi,Ehunekoa,Santurtzi,99.8
2017,BSRVSAN,,,Santurtzi,Ehunekoa,Santurtzi,99.8
2018,BSRVSAN,,,Santurtzi,Ehunekoa,Santurtzi,99.9
2019,BSRVSAN,,,Santurtzi,Ehunekoa,Santurtzi,99.9
2020,BSRVSAN,,,Santurtzi,Ehunekoa,Santurtzi,100.0
2021,BSRVSAN,,,Santurtzi,Ehunekoa,Santurtzi,100.0
2022,BSRVSAN,,,Santurtzi,Ehunekoa,Santurtzi,100.0
2010,BSRVH2O,,,Ortuella,Ehunekoa,Ortuella,100.0
2011,BSRVH2O,,,Ortuella,Ehunekoa,Ortuella,100.0
2013,BSRVH2O,,,Ortuella,Ehunekoa,Ortuella,100.0
2014,BSRVH2O,,,Ortuella,Ehunekoa,Ortuella,100.0
2015,BSRVH2O,,,Ortuella,Ehunekoa,Ortuella,100.0
2016,BSRVH2O,,,Ortuella,Ehunekoa,Ortuella,100.0
2017,BSRVH2O,,,Ortuella,Ehunekoa,Ortuella,100.0
2018,BSRVH2O,,,Ortuella,Ehunekoa,Ortuella,100.0
2019,BSRVH2O,,,Ortuella,Ehunekoa,Ortuella,100.0
2020,BSRVH2O,,,Ortuella,Ehunekoa,Ortuella,100.0
2021,BSRVH2O,,,Ortuella,Ehunekoa,Ortuella,100.0
2022,BSRVH2O,,,Ortuella,Ehunekoa,Ortuella,100.0
2010,BSRVSAN,,,Ortuella,Ehunekoa,Ortuella,99.0
2011,BSRVSAN,,,Ortuella,Ehunekoa,Ortuella,99.0
2013,BSRVSAN,,,Ortuella,Ehunekoa,Ortuella,99.0
2014,BSRVSAN,,,Ortuella,Ehunekoa,Ortuella,99.0
2015,BSRVSAN,,,Ortuella,Ehunekoa,Ortuella,99.0
2016,BSRVSAN,,,Ortuella,Ehunekoa,Ortuella,98.9
2017,BSRVSAN,,,Ortuella,Ehunekoa,Ortuella,98.9
2018,BSRVSAN,,,Ortuella,Ehunekoa,Ortuella,99.0
2019,BSRVSAN,,,Ortuella,Ehunekoa,Ortuella,99.1
2020,BSRVSAN,,,Ortuella,Ehunekoa,Ortuella,99.9
2021,BSRVSAN,,,Ortuella,Ehunekoa,Ortuella,99.9
2022,BSRVSAN,,,Ortuella,Ehunekoa,Ortuella,100.0
2010,BSRVH2O,,,Sestao,Ehunekoa,Sestao,100.0
2011,BSRVH2O,,,Sestao,Ehunekoa,Sestao,100.0
2013,BSRVH2O,,,Sestao,Ehunekoa,Sestao,100.0
2014,BSRVH2O,,,Sestao,Ehunekoa,Sestao,100.0
2015,BSRVH2O,,,Sestao,Ehunekoa,Sestao,100.0
2016,BSRVH2O,,,Sestao,Ehunekoa,Sestao,100.0
2017,BSRVH2O,,,Sestao,Ehunekoa,Sestao,100.0
2018,BSRVH2O,,,Sestao,Ehunekoa,Sestao,100.0
2019,BSRVH2O,,,Sestao,Ehunekoa,Sestao,100.0
2020,BSRVH2O,,,Sestao,Ehunekoa,Sestao,100.0
2021,BSRVH2O,,,Sestao,Ehunekoa,Sestao,100.0
2022,BSRVH2O,,,Sestao,Ehunekoa,Sestao,100.0
2010,BSRVSAN,,,Sestao,Ehunekoa,Sestao,99.5
2011,BSRVSAN,,,Sestao,Ehunekoa,Sestao,99.5
2013,BSRVSAN,,,Sestao,Ehunekoa,Sestao,99.5
2014,BSRVSAN,,,Sestao,Ehunekoa,Sestao,99.5
2015,BSRVSAN,,,Sestao,Ehunekoa,Sestao,99.5
