Year,Series,Age,Sex,Type of contract,Province,County,Municipality,Units,GeoCode,Value
2018,Employment rate,16 years and over,Male,,,,Legazpi,%,Legazpi,55.9
2020,Employment rate,16 years and over,Male,,,,Legazpi,%,Legazpi,55.9
2019,Employment rate,16 years and over,Male,,,,Legazpi,%,Legazpi,56.2
2023,Employment rate,16 years and over,Male,,,,Legazpi,%,Legazpi,55.7
2021,Employment rate,16 years and over,Male,,,,Legazpi,%,Legazpi,53.9
2022,Employment rate,16 years and over,Male,,,,Legazpi,%,Legazpi,55.1
2016,Employment rate,16 years and over,Male,,,,Legazpi,%,Legazpi,54.1
2010,Employment rate,16 years and over,Male,,,,Legazpi,%,Legazpi,55.5
2015,Employment rate,16 years and over,Male,,,,Legazpi,%,Legazpi,54.1
2018,Employment rate,16 years and over,Male,,,,Legorreta,%,Legorreta,54.1
2023,Employment rate,16 years and over,Male,,,,Legorreta,%,Legorreta,58.4
2020,Employment rate,16 years and over,Male,,,,Legorreta,%,Legorreta,55.9
2022,Employment rate,16 years and over,Male,,,,Legorreta,%,Legorreta,58.1
2021,Employment rate,16 years and over,Male,,,,Legorreta,%,Legorreta,54.9
2015,Employment rate,16 years and over,Male,,,,Legorreta,%,Legorreta,54.8
2016,Employment rate,16 years and over,Male,,,,Legorreta,%,Legorreta,54.0
2010,Employment rate,16 years and over,Male,,,,Legorreta,%,Legorreta,57.1
2019,Employment rate,16 years and over,Male,,,,Legorreta,%,Legorreta,54.7
2018,Employment rate,16 years and over,Male,,,,Legutio,%,Legutio,64.5
2023,Employment rate,16 years and over,Male,,,,Legutio,%,Legutio,61.9
2022,Employment rate,16 years and over,Male,,,,Legutio,%,Legutio,61.4
2019,Employment rate,16 years and over,Male,,,,Legutio,%,Legutio,61.7
2020,Employment rate,16 years and over,Male,,,,Legutio,%,Legutio,62.0
2010,Employment rate,16 years and over,Male,,,,Legutio,%,Legutio,64.9
2016,Employment rate,16 years and over,Male,,,,Legutio,%,Legutio,60.0
2015,Employment rate,16 years and over,Male,,,,Legutio,%,Legutio,62.0
2021,Employment rate,16 years and over,Male,,,,Legutio,%,Legutio,59.2
2015,Employment rate,16 years and over,Male,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,59.1
2022,Employment rate,16 years and over,Male,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,56.7
2020,Employment rate,16 years and over,Male,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,62.4
2023,Employment rate,16 years and over,Male,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,54.6
2019,Employment rate,16 years and over,Male,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,63.9
2016,Employment rate,16 years and over,Male,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,59.2
2010,Employment rate,16 years and over,Male,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,61.7
2018,Employment rate,16 years and over,Male,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,60.8
2021,Employment rate,16 years and over,Male,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,53.2
2019,Employment rate,16 years and over,Male,,,,Leioa,%,Leioa,57.6
2010,Employment rate,16 years and over,Male,,,,Leioa,%,Leioa,58.9
2016,Employment rate,16 years and over,Male,,,,Leioa,%,Leioa,56.0
2021,Employment rate,16 years and over,Male,,,,Leioa,%,Leioa,56.0
2020,Employment rate,16 years and over,Male,,,,Leioa,%,Leioa,57.3
2015,Employment rate,16 years and over,Male,,,,Leioa,%,Leioa,55.7
2022,Employment rate,16 years and over,Male,,,,Leioa,%,Leioa,56.7
2018,Employment rate,16 years and over,Male,,,,Leioa,%,Leioa,56.8
2023,Employment rate,16 years and over,Male,,,,Leioa,%,Leioa,58.0
2022,Employment rate,16 years and over,Male,,,,Lekeitio,%,Lekeitio,49.3
2018,Employment rate,16 years and over,Male,,,,Lekeitio,%,Lekeitio,47.6
2015,Employment rate,16 years and over,Male,,,,Lekeitio,%,Lekeitio,48.3
2020,Employment rate,16 years and over,Male,,,,Lekeitio,%,Lekeitio,48.2
2010,Employment rate,16 years and over,Male,,,,Lekeitio,%,Lekeitio,51.2
2016,Employment rate,16 years and over,Male,,,,Lekeitio,%,Lekeitio,47.0
2019,Employment rate,16 years and over,Male,,,,Lekeitio,%,Lekeitio,48.0
2021,Employment rate,16 years and over,Male,,,,Lekeitio,%,Lekeitio,47.1
2023,Employment rate,16 years and over,Male,,,,Lekeitio,%,Lekeitio,50.6
2020,Employment rate,16 years and over,Male,,,,Lemoa,%,Lemoa,61.3
2015,Employment rate,16 years and over,Male,,,,Lemoa,%,Lemoa,60.5
2018,Employment rate,16 years and over,Male,,,,Lemoa,%,Lemoa,63.0
2010,Employment rate,16 years and over,Male,,,,Lemoa,%,Lemoa,61.9
2016,Employment rate,16 years and over,Male,,,,Lemoa,%,Lemoa,61.6
2022,Employment rate,16 years and over,Male,,,,Lemoa,%,Lemoa,61.6
2019,Employment rate,16 years and over,Male,,,,Lemoa,%,Lemoa,61.9
2021,Employment rate,16 years and over,Male,,,,Lemoa,%,Lemoa,61.0
2023,Employment rate,16 years and over,Male,,,,Lemoa,%,Lemoa,63.2
2010,Employment rate,16 years and over,Male,,,,Lemoiz,%,Lemoiz,57.3
2019,Employment rate,16 years and over,Male,,,,Lemoiz,%,Lemoiz,64.4
2016,Employment rate,16 years and over,Male,,,,Lemoiz,%,Lemoiz,60.7
2023,Employment rate,16 years and over,Male,,,,Lemoiz,%,Lemoiz,61.4
2018,Employment rate,16 years and over,Male,,,,Lemoiz,%,Lemoiz,62.9
2021,Employment rate,16 years and over,Male,,,,Lemoiz,%,Lemoiz,58.4
2015,Employment rate,16 years and over,Male,,,,Lemoiz,%,Lemoiz,60.0
2020,Employment rate,16 years and over,Male,,,,Lemoiz,%,Lemoiz,63.9
2022,Employment rate,16 years and over,Male,,,,Lemoiz,%,Lemoiz,61.0
2019,Employment rate,16 years and over,Male,,,,Leza,%,Leza,54.8
2020,Employment rate,16 years and over,Male,,,,Leza,%,Leza,52.0
2018,Employment rate,16 years and over,Male,,,,Leza,%,Leza,53.2
2023,Employment rate,16 years and over,Male,,,,Leza,%,Leza,62.0
2010,Employment rate,16 years and over,Male,,,,Leza,%,Leza,57.9
2021,Employment rate,16 years and over,Male,,,,Leza,%,Leza,52.6
2015,Employment rate,16 years and over,Male,,,,Leza,%,Leza,60.8
2022,Employment rate,16 years and over,Male,,,,Leza,%,Leza,58.2
2016,Employment rate,16 years and over,Male,,,,Leza,%,Leza,59.1
2016,Employment rate,16 years and over,Male,,,,Lezama,%,Lezama,58.9
2010,Employment rate,16 years and over,Male,,,,Lezama,%,Lezama,60.6
2018,Employment rate,16 years and over,Male,,,,Lezama,%,Lezama,58.5
2023,Employment rate,16 years and over,Male,,,,Lezama,%,Lezama,59.6
2021,Employment rate,16 years and over,Male,,,,Lezama,%,Lezama,55.5
2022,Employment rate,16 years and over,Male,,,,Lezama,%,Lezama,58.5
2019,Employment rate,16 years and over,Male,,,,Lezama,%,Lezama,57.4
2015,Employment rate,16 years and over,Male,,,,Lezama,%,Lezama,57.8
2020,Employment rate,16 years and over,Male,,,,Lezama,%,Lezama,58.9
2021,Employment rate,16 years and over,Male,,,,Lezo,%,Lezo,58.3
2010,Employment rate,16 years and over,Male,,,,Lezo,%,Lezo,62.9
2023,Employment rate,16 years and over,Male,,,,Lezo,%,Lezo,60.7
2019,Employment rate,16 years and over,Male,,,,Lezo,%,Lezo,59.8
2016,Employment rate,16 years and over,Male,,,,Lezo,%,Lezo,58.6
2022,Employment rate,16 years and over,Male,,,,Lezo,%,Lezo,59.9
2015,Employment rate,16 years and over,Male,,,,Lezo,%,Lezo,57.2
2020,Employment rate,16 years and over,Male,,,,Lezo,%,Lezo,59.3
2018,Employment rate,16 years and over,Male,,,,Lezo,%,Lezo,59.9
2018,Employment rate,16 years and over,Male,,,,Lizartza,%,Lizartza,51.4
2023,Employment rate,16 years and over,Male,,,,Lizartza,%,Lizartza,52.7
2015,Employment rate,16 years and over,Male,,,,Lizartza,%,Lizartza,52.6
2020,Employment rate,16 years and over,Male,,,,Lizartza,%,Lizartza,54.5
2022,Employment rate,16 years and over,Male,,,,Lizartza,%,Lizartza,53.2
2021,Employment rate,16 years and over,Male,,,,Lizartza,%,Lizartza,53.1
2016,Employment rate,16 years and over,Male,,,,Lizartza,%,Lizartza,54.5
2010,Employment rate,16 years and over,Male,,,,Lizartza,%,Lizartza,58.0
2019,Employment rate,16 years and over,Male,,,,Lizartza,%,Lizartza,51.0
2019,Employment rate,16 years and over,Male,,,,Loiu,%,Loiu,51.7
2018,Employment rate,16 years and over,Male,,,,Loiu,%,Loiu,53.6
2022,Employment rate,16 years and over,Male,,,,Loiu,%,Loiu,56.1
2020,Employment rate,16 years and over,Male,,,,Loiu,%,Loiu,51.6
2023,Employment rate,16 years and over,Male,,,,Loiu,%,Loiu,57.9
2021,Employment rate,16 years and over,Male,,,,Loiu,%,Loiu,51.0
2010,Employment rate,16 years and over,Male,,,,Loiu,%,Loiu,56.0
2016,Employment rate,16 years and over,Male,,,,Loiu,%,Loiu,56.0
2015,Employment rate,16 years and over,Male,,,,Loiu,%,Loiu,57.3
2021,Employment rate,16 years and over,Male,,,,Mallabia,%,Mallabia,55.9
2016,Employment rate,16 years and over,Male,,,,Mallabia,%,Mallabia,54.0
2010,Employment rate,16 years and over,Male,,,,Mallabia,%,Mallabia,59.2
2019,Employment rate,16 years and over,Male,,,,Mallabia,%,Mallabia,56.3
2015,Employment rate,16 years and over,Male,,,,Mallabia,%,Mallabia,54.7
2023,Employment rate,16 years and over,Male,,,,Mallabia,%,Mallabia,59.5
2018,Employment rate,16 years and over,Male,,,,Mallabia,%,Mallabia,57.0
2020,Employment rate,16 years and over,Male,,,,Mallabia,%,Mallabia,57.9
2022,Employment rate,16 years and over,Male,,,,Mallabia,%,Mallabia,57.3
2019,Employment rate,16 years and over,Male,,,,Mañaria,%,Mañaria,65.1
2010,Employment rate,16 years and over,Male,,,,Mañaria,%,Mañaria,55.6
2020,Employment rate,16 years and over,Male,,,,Mañaria,%,Mañaria,65.4
2015,Employment rate,16 years and over,Male,,,,Mañaria,%,Mañaria,56.8
2016,Employment rate,16 years and over,Male,,,,Mañaria,%,Mañaria,58.1
2022,Employment rate,16 years and over,Male,,,,Mañaria,%,Mañaria,62.7
2018,Employment rate,16 years and over,Male,,,,Mañaria,%,Mañaria,58.1
2021,Employment rate,16 years and over,Male,,,,Mañaria,%,Mañaria,62.2
2023,Employment rate,16 years and over,Male,,,,Mañaria,%,Mañaria,64.1
2010,Employment rate,16 years and over,Male,,,,Markina-Xemein,%,Markina-Xemein,55.2
2019,Employment rate,16 years and over,Male,,,,Markina-Xemein,%,Markina-Xemein,53.9
2022,Employment rate,16 years and over,Male,,,,Markina-Xemein,%,Markina-Xemein,53.4
2016,Employment rate,16 years and over,Male,,,,Markina-Xemein,%,Markina-Xemein,54.4
2018,Employment rate,16 years and over,Male,,,,Markina-Xemein,%,Markina-Xemein,56.3
2023,Employment rate,16 years and over,Male,,,,Markina-Xemein,%,Markina-Xemein,54.8
2021,Employment rate,16 years and over,Male,,,,Markina-Xemein,%,Markina-Xemein,52.4
2015,Employment rate,16 years and over,Male,,,,Markina-Xemein,%,Markina-Xemein,52.5
2020,Employment rate,16 years and over,Male,,,,Markina-Xemein,%,Markina-Xemein,53.8
2016,Employment rate,16 years and over,Male,,,,Maruri-Jatabe,%,Maruri-Jatabe,59.7
2018,Employment rate,16 years and over,Male,,,,Maruri-Jatabe,%,Maruri-Jatabe,56.6
2015,Employment rate,16 years and over,Male,,,,Maruri-Jatabe,%,Maruri-Jatabe,58.5
2023,Employment rate,16 years and over,Male,,,,Maruri-Jatabe,%,Maruri-Jatabe,58.1
2022,Employment rate,16 years and over,Male,,,,Maruri-Jatabe,%,Maruri-Jatabe,57.8
2020,Employment rate,16 years and over,Male,,,,Maruri-Jatabe,%,Maruri-Jatabe,57.9
2021,Employment rate,16 years and over,Male,,,,Maruri-Jatabe,%,Maruri-Jatabe,54.9
2010,Employment rate,16 years and over,Male,,,,Maruri-Jatabe,%,Maruri-Jatabe,59.8
2019,Employment rate,16 years and over,Male,,,,Maruri-Jatabe,%,Maruri-Jatabe,55.5
2018,Employment rate,16 years and over,Male,,,,Mendaro,%,Mendaro,62.8
2020,Employment rate,16 years and over,Male,,,,Mendaro,%,Mendaro,60.2
2010,Employment rate,16 years and over,Male,,,,Mendaro,%,Mendaro,65.4
2023,Employment rate,16 years and over,Male,,,,Mendaro,%,Mendaro,60.4
2022,Employment rate,16 years and over,Male,,,,Mendaro,%,Mendaro,60.8
2015,Employment rate,16 years and over,Male,,,,Mendaro,%,Mendaro,61.4
2021,Employment rate,16 years and over,Male,,,,Mendaro,%,Mendaro,59.8
2019,Employment rate,16 years and over,Male,,,,Mendaro,%,Mendaro,61.6
2016,Employment rate,16 years and over,Male,,,,Mendaro,%,Mendaro,61.6
2022,Employment rate,16 years and over,Male,,,,Mendata,%,Mendata,57.8
2021,Employment rate,16 years and over,Male,,,,Mendata,%,Mendata,57.6
2019,Employment rate,16 years and over,Male,,,,Mendata,%,Mendata,56.6
2023,Employment rate,16 years and over,Male,,,,Mendata,%,Mendata,60.0
2020,Employment rate,16 years and over,Male,,,,Mendata,%,Mendata,60.4
2016,Employment rate,16 years and over,Male,,,,Mendata,%,Mendata,57.6
2010,Employment rate,16 years and over,Male,,,,Mendata,%,Mendata,54.2
2015,Employment rate,16 years and over,Male,,,,Mendata,%,Mendata,60.2
2018,Employment rate,16 years and over,Male,,,,Mendata,%,Mendata,57.2
2021,Employment rate,16 years and over,Male,,,,Mendexa,%,Mendexa,54.5
2020,Employment rate,16 years and over,Male,,,,Mendexa,%,Mendexa,53.4
2010,Employment rate,16 years and over,Male,,,,Mendexa,%,Mendexa,56.4
2016,Employment rate,16 years and over,Male,,,,Mendexa,%,Mendexa,53.4
2019,Employment rate,16 years and over,Male,,,,Mendexa,%,Mendexa,54.0
2015,Employment rate,16 years and over,Male,,,,Mendexa,%,Mendexa,52.4
2018,Employment rate,16 years and over,Male,,,,Mendexa,%,Mendexa,59.0
2023,Employment rate,16 years and over,Male,,,,Mendexa,%,Mendexa,53.5
2022,Employment rate,16 years and over,Male,,,,Mendexa,%,Mendexa,58.2
2019,Employment rate,16 years and over,Male,,,,Meñaka,%,Meñaka,56.6
2010,Employment rate,16 years and over,Male,,,,Meñaka,%,Meñaka,60.4
2021,Employment rate,16 years and over,Male,,,,Meñaka,%,Meñaka,55.2
2023,Employment rate,16 years and over,Male,,,,Meñaka,%,Meñaka,55.2
2020,Employment rate,16 years and over,Male,,,,Meñaka,%,Meñaka,57.0
2015,Employment rate,16 years and over,Male,,,,Meñaka,%,Meñaka,51.9
2016,Employment rate,16 years and over,Male,,,,Meñaka,%,Meñaka,54.1
2018,Employment rate,16 years and over,Male,,,,Meñaka,%,Meñaka,54.2
2022,Employment rate,16 years and over,Male,,,,Meñaka,%,Meñaka,53.4
2019,Employment rate,16 years and over,Male,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,54.8
2021,Employment rate,16 years and over,Male,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,60.2
2023,Employment rate,16 years and over,Male,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,54.1
2022,Employment rate,16 years and over,Male,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,59.7
2015,Employment rate,16 years and over,Male,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,45.1
2010,Employment rate,16 years and over,Male,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,45.3
2020,Employment rate,16 years and over,Male,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,57.9
2016,Employment rate,16 years and over,Male,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,39.8
2018,Employment rate,16 years and over,Male,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,50.0
2022,Employment rate,16 years and over,Male,,,,Morga,%,Morga,56.5
2018,Employment rate,16 years and over,Male,,,,Morga,%,Morga,56.5
2010,Employment rate,16 years and over,Male,,,,Morga,%,Morga,63.0
2016,Employment rate,16 years and over,Male,,,,Morga,%,Morga,56.8
2021,Employment rate,16 years and over,Male,,,,Morga,%,Morga,52.6
2020,Employment rate,16 years and over,Male,,,,Morga,%,Morga,55.4
2019,Employment rate,16 years and over,Male,,,,Morga,%,Morga,56.5
2015,Employment rate,16 years and over,Male,,,,Morga,%,Morga,57.8
2023,Employment rate,16 years and over,Male,,,,Morga,%,Morga,57.0
2022,Employment rate,16 years and over,Male,,,,Mundaka,%,Mundaka,49.7
2015,Employment rate,16 years and over,Male,,,,Mundaka,%,Mundaka,50.3
2020,Employment rate,16 years and over,Male,,,,Mundaka,%,Mundaka,51.3
2023,Employment rate,16 years and over,Male,,,,Mundaka,%,Mundaka,49.7
2010,Employment rate,16 years and over,Male,,,,Mundaka,%,Mundaka,53.2
2018,Employment rate,16 years and over,Male,,,,Mundaka,%,Mundaka,51.1
2016,Employment rate,16 years and over,Male,,,,Mundaka,%,Mundaka,51.0
2021,Employment rate,16 years and over,Male,,,,Mundaka,%,Mundaka,51.0
2019,Employment rate,16 years and over,Male,,,,Mundaka,%,Mundaka,51.7
2016,Employment rate,16 years and over,Male,,,,Mungia,%,Mungia,56.7
2020,Employment rate,16 years and over,Male,,,,Mungia,%,Mungia,58.6
2010,Employment rate,16 years and over,Male,,,,Mungia,%,Mungia,60.0
2021,Employment rate,16 years and over,Male,,,,Mungia,%,Mungia,56.2
2023,Employment rate,16 years and over,Male,,,,Mungia,%,Mungia,58.1
2019,Employment rate,16 years and over,Male,,,,Mungia,%,Mungia,59.1
2015,Employment rate,16 years and over,Male,,,,Mungia,%,Mungia,57.6
2018,Employment rate,16 years and over,Male,,,,Mungia,%,Mungia,58.6
2022,Employment rate,16 years and over,Male,,,,Mungia,%,Mungia,57.2
2019,Employment rate,16 years and over,Male,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,49.6
2015,Employment rate,16 years and over,Male,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,45.6
2016,Employment rate,16 years and over,Male,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,47.6
2022,Employment rate,16 years and over,Male,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,48.6
2023,Employment rate,16 years and over,Male,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,49.3
2010,Employment rate,16 years and over,Male,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,59.1
2020,Employment rate,16 years and over,Male,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,50.0
2018,Employment rate,16 years and over,Male,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,47.4
2021,Employment rate,16 years and over,Male,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,47.6
2019,Employment rate,16 years and over,Male,,,,Murueta,%,Murueta,61.5
2023,Employment rate,16 years and over,Male,,,,Murueta,%,Murueta,58.3
2015,Employment rate,16 years and over,Male,,,,Murueta,%,Murueta,66.1
2022,Employment rate,16 years and over,Male,,,,Murueta,%,Murueta,54.6
2010,Employment rate,16 years and over,Male,,,,Murueta,%,Murueta,68.5
2021,Employment rate,16 years and over,Male,,,,Murueta,%,Murueta,56.7
2016,Employment rate,16 years and over,Male,,,,Murueta,%,Murueta,63.4
2018,Employment rate,16 years and over,Male,,,,Murueta,%,Murueta,69.8
2020,Employment rate,16 years and over,Male,,,,Murueta,%,Murueta,59.2
2018,Employment rate,16 years and over,Male,,,,Muskiz,%,Muskiz,57.4
2022,Employment rate,16 years and over,Male,,,,Muskiz,%,Muskiz,56.9
2019,Employment rate,16 years and over,Male,,,,Muskiz,%,Muskiz,57.6
2010,Employment rate,16 years and over,Male,,,,Muskiz,%,Muskiz,59.6
2023,Employment rate,16 years and over,Male,,,,Muskiz,%,Muskiz,57.3
2021,Employment rate,16 years and over,Male,,,,Muskiz,%,Muskiz,54.8
2020,Employment rate,16 years and over,Male,,,,Muskiz,%,Muskiz,56.7
2016,Employment rate,16 years and over,Male,,,,Muskiz,%,Muskiz,55.3
2015,Employment rate,16 years and over,Male,,,,Muskiz,%,Muskiz,54.5
2016,Employment rate,16 years and over,Male,,,,Mutiloa,%,Mutiloa,60.6
2015,Employment rate,16 years and over,Male,,,,Mutiloa,%,Mutiloa,55.2
2021,Employment rate,16 years and over,Male,,,,Mutiloa,%,Mutiloa,65.4
2019,Employment rate,16 years and over,Male,,,,Mutiloa,%,Mutiloa,65.8
2023,Employment rate,16 years and over,Male,,,,Mutiloa,%,Mutiloa,65.4
2010,Employment rate,16 years and over,Male,,,,Mutiloa,%,Mutiloa,62.1
2022,Employment rate,16 years and over,Male,,,,Mutiloa,%,Mutiloa,66.7
2018,Employment rate,16 years and over,Male,,,,Mutiloa,%,Mutiloa,65.8
2020,Employment rate,16 years and over,Male,,,,Mutiloa,%,Mutiloa,62.2
2010,Employment rate,16 years and over,Male,,,,Mutriku,%,Mutriku,57.9
2020,Employment rate,16 years and over,Male,,,,Mutriku,%,Mutriku,55.0
2018,Employment rate,16 years and over,Male,,,,Mutriku,%,Mutriku,55.7
2022,Employment rate,16 years and over,Male,,,,Mutriku,%,Mutriku,57.0
2015,Employment rate,16 years and over,Male,,,,Mutriku,%,Mutriku,54.7
2019,Employment rate,16 years and over,Male,,,,Mutriku,%,Mutriku,55.3
2021,Employment rate,16 years and over,Male,,,,Mutriku,%,Mutriku,54.0
