Year,Serie,Sexua,Cobertura,Residencia,Discapacidad,Lurraldea,Eskualdea,Udalerria,Unidad,GeoCode,Value
2020,RGI,,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,21.5
2021,RGI,,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,20.6
2022,RGI,,TIT,,,,Arratia Nerbioi / Arratia-Nervión,,1.000 biztanle bakoitzeko,Arratia Nerbioi / Arratia-Nervión,19.6
2014,RGI,Gizona,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,3.5
2015,RGI,Gizona,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,3.5
2016,RGI,Gizona,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,7.2
2017,RGI,Gizona,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,7.1
2018,RGI,Gizona,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,10.4
2019,RGI,Gizona,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,10.6
2020,RGI,Gizona,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,10.3
2021,RGI,Gizona,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,10.3
2022,RGI,Gizona,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,17.0
2014,RGI,Emakumea,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,10.8
2015,RGI,Emakumea,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,18.3
2016,RGI,Emakumea,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,14.8
2017,RGI,Emakumea,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,11.2
2018,RGI,Emakumea,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,14.4
2019,RGI,Emakumea,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,10.7
2020,RGI,Emakumea,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,11.0
2021,RGI,Emakumea,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,11.0
2022,RGI,Emakumea,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,3.6
2014,RGI,,TIT,MIGRANT,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,47.6
2015,RGI,,TIT,MIGRANT,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,52.6
2016,RGI,,TIT,MIGRANT,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,0.0
2017,RGI,,TIT,MIGRANT,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,0.0
2018,RGI,,TIT,MIGRANT,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,0.0
2019,RGI,,TIT,MIGRANT,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,0.0
2020,RGI,,TIT,MIGRANT,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,0.0
2021,RGI,,TIT,MIGRANT,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,0.0
2022,RGI,,TIT,MIGRANT,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,0.0
2010,RGI,,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,9.3
2011,RGI,,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,7.3
2012,RGI,,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,11.1
2013,RGI,,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,7.0
2014,RGI,,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,7.1
2015,RGI,,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,10.8
2016,RGI,,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,10.9
2017,RGI,,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,9.1
2018,RGI,,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,12.4
2019,RGI,,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,10.7
2020,RGI,,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,10.7
2021,RGI,,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,10.7
2022,RGI,,TIT,,,,,Arrieta,1.000 biztanle bakoitzeko,Arrieta,10.5
2014,RGI,Gizona,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,21.7
2015,RGI,Gizona,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,24.2
2016,RGI,Gizona,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,22.0
2017,RGI,Gizona,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,19.9
2018,RGI,Gizona,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,16.0
2019,RGI,Gizona,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,16.6
2020,RGI,Gizona,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,17.4
2021,RGI,Gizona,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,16.5
2022,RGI,Gizona,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,18.7
2014,RGI,Emakumea,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,32.9
2015,RGI,Emakumea,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,35.0
2016,RGI,Emakumea,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,34.3
2017,RGI,Emakumea,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,33.1
2018,RGI,Emakumea,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,30.4
2019,RGI,Emakumea,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,28.4
2020,RGI,Emakumea,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,27.8
2021,RGI,Emakumea,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,28.3
2022,RGI,Emakumea,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,26.2
2014,RGI,,TIT,MIGRANT,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,137.6
2015,RGI,,TIT,MIGRANT,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,158.4
2016,RGI,,TIT,MIGRANT,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,121.3
2017,RGI,,TIT,MIGRANT,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,124.3
2018,RGI,,TIT,MIGRANT,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,88.7
2019,RGI,,TIT,MIGRANT,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,81.5
2020,RGI,,TIT,MIGRANT,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,86.4
2021,RGI,,TIT,MIGRANT,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,89.9
2022,RGI,,TIT,MIGRANT,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,73.2
2010,RGI,,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,27.0
2011,RGI,,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,27.4
2012,RGI,,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,24.7
2013,RGI,,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,26.7
2014,RGI,,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,27.4
2015,RGI,,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,29.8
2016,RGI,,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,28.3
2017,RGI,,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,26.7
2018,RGI,,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,23.4
2019,RGI,,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,22.7
2020,RGI,,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,22.8
2021,RGI,,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,22.6
2022,RGI,,TIT,,,,,Arrigorriaga,1.000 biztanle bakoitzeko,Arrigorriaga,22.5
2014,RGI,Gizona,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,29.0
2015,RGI,Gizona,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,25.9
2016,RGI,Gizona,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,30.8
2017,RGI,Gizona,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,30.7
2018,RGI,Gizona,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,28.0
2019,RGI,Gizona,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,22.7
2020,RGI,Gizona,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,22.9
2021,RGI,Gizona,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,17.9
2022,RGI,Gizona,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,21.6
2014,RGI,Emakumea,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,29.1
2015,RGI,Emakumea,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,28.8
2016,RGI,Emakumea,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,26.4
2017,RGI,Emakumea,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,25.5
2018,RGI,Emakumea,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,27.3
2019,RGI,Emakumea,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,30.6
2020,RGI,Emakumea,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,27.4
2021,RGI,Emakumea,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,23.1
2022,RGI,Emakumea,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,23.2
2014,RGI,,TIT,MIGRANT,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,79.2
2015,RGI,,TIT,MIGRANT,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,102.0
2016,RGI,,TIT,MIGRANT,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,98.4
2017,RGI,,TIT,MIGRANT,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,133.9
2018,RGI,,TIT,MIGRANT,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,85.7
2019,RGI,,TIT,MIGRANT,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,92.2
2020,RGI,,TIT,MIGRANT,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,90.9
2021,RGI,,TIT,MIGRANT,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,74.3
2022,RGI,,TIT,MIGRANT,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,96.8
2010,RGI,,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,21.9
2011,RGI,,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,19.5
2012,RGI,,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,23.9
2013,RGI,,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,28.7
2014,RGI,,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,29.0
2015,RGI,,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,27.3
2016,RGI,,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,28.6
2017,RGI,,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,28.1
2018,RGI,,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,27.7
2019,RGI,,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,26.6
2020,RGI,,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,25.2
2021,RGI,,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,20.5
2022,RGI,,TIT,,,,,Bakio,1.000 biztanle bakoitzeko,Bakio,22.4
2014,RGI,Gizona,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,31.2
2015,RGI,Gizona,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,31.8
2016,RGI,Gizona,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,31.7
2017,RGI,Gizona,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,30.3
2018,RGI,Gizona,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,25.7
2019,RGI,Gizona,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,23.8
2020,RGI,Gizona,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,24.1
2021,RGI,Gizona,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,22.1
2022,RGI,Gizona,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,20.1
2014,RGI,Emakumea,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,42.8
2015,RGI,Emakumea,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,41.8
2016,RGI,Emakumea,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,37.6
2017,RGI,Emakumea,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,35.3
2018,RGI,Emakumea,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,31.9
2019,RGI,Emakumea,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,30.7
2020,RGI,Emakumea,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,31.1
2021,RGI,Emakumea,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,29.7
2022,RGI,Emakumea,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,25.7
2014,RGI,,TIT,MIGRANT,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,162.7
2015,RGI,,TIT,MIGRANT,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,159.0
2016,RGI,,TIT,MIGRANT,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,149.0
2017,RGI,,TIT,MIGRANT,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,133.3
2018,RGI,,TIT,MIGRANT,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,105.6
2019,RGI,,TIT,MIGRANT,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,89.3
2020,RGI,,TIT,MIGRANT,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,90.4
2021,RGI,,TIT,MIGRANT,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,83.7
2022,RGI,,TIT,MIGRANT,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,68.1
2010,RGI,,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,37.0
2011,RGI,,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,37.1
2012,RGI,,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,36.1
2013,RGI,,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,37.0
2014,RGI,,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,37.2
2015,RGI,,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,37.0
2016,RGI,,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,34.8
2017,RGI,,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,32.9
2018,RGI,,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,28.9
2019,RGI,,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,27.4
2020,RGI,,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,27.7
2021,RGI,,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,26.1
2022,RGI,,TIT,,,,,Barakaldo,1.000 biztanle bakoitzeko,Barakaldo,23.0
2014,RGI,Gizona,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,15.4
2015,RGI,Gizona,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,14.0
2016,RGI,Gizona,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,15.1
2017,RGI,Gizona,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,16.3
2018,RGI,Gizona,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,17.8
2019,RGI,Gizona,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,19.9
2020,RGI,Gizona,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,19.5
2021,RGI,Gizona,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,18.3
2022,RGI,Gizona,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,21.0
2014,RGI,Emakumea,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,17.8
2015,RGI,Emakumea,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,21.9
2016,RGI,Emakumea,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,17.4
2017,RGI,Emakumea,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,21.7
2018,RGI,Emakumea,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,20.3
2019,RGI,Emakumea,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,22.1
2020,RGI,Emakumea,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,16.9
2021,RGI,Emakumea,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,13.0
2022,RGI,Emakumea,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,15.5
2014,RGI,,TIT,MIGRANT,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,37.0
2015,RGI,,TIT,MIGRANT,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,40.0
2016,RGI,,TIT,MIGRANT,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,20.0
2017,RGI,,TIT,MIGRANT,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,20.4
2018,RGI,,TIT,MIGRANT,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,20.0
2019,RGI,,TIT,MIGRANT,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,46.9
2020,RGI,,TIT,MIGRANT,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,26.3
2021,RGI,,TIT,MIGRANT,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,22.0
2022,RGI,,TIT,MIGRANT,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,20.8
2010,RGI,,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,14.5
2011,RGI,,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,15.8
2012,RGI,,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,18.8
2013,RGI,,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,17.4
2014,RGI,,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,16.6
2015,RGI,,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,17.9
2016,RGI,,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,16.3
2017,RGI,,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,18.9
2018,RGI,,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,19.0
2019,RGI,,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,20.9
2020,RGI,,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,18.2
2021,RGI,,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,15.7
2022,RGI,,TIT,,,,,Barrika,1.000 biztanle bakoitzeko,Barrika,18.3
2014,RGI,Gizona,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,27.6
2015,RGI,Gizona,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,27.4
2016,RGI,Gizona,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,27.1
2017,RGI,Gizona,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,25.2
2018,RGI,Gizona,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,22.5
2019,RGI,Gizona,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,20.3
2020,RGI,Gizona,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,23.4
2021,RGI,Gizona,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,23.5
2022,RGI,Gizona,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,21.6
2014,RGI,Emakumea,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,36.6
2015,RGI,Emakumea,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,36.2
2016,RGI,Emakumea,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,34.4
2017,RGI,Emakumea,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,32.8
2018,RGI,Emakumea,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,32.7
2019,RGI,Emakumea,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,32.2
2020,RGI,Emakumea,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,33.6
2021,RGI,Emakumea,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,31.4
2022,RGI,Emakumea,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,27.8
2014,RGI,,TIT,MIGRANT,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,153.1
2015,RGI,,TIT,MIGRANT,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,141.9
2016,RGI,,TIT,MIGRANT,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,125.4
2017,RGI,,TIT,MIGRANT,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,114.3
2018,RGI,,TIT,MIGRANT,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,93.6
2019,RGI,,TIT,MIGRANT,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,80.9
2020,RGI,,TIT,MIGRANT,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,86.3
2021,RGI,,TIT,MIGRANT,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,84.0
2022,RGI,,TIT,MIGRANT,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,70.0
2010,RGI,,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,22.2
2011,RGI,,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,24.1
2012,RGI,,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,26.7
2013,RGI,,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,30.0
2014,RGI,,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,32.2
2015,RGI,,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,31.9
2016,RGI,,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,30.8
2017,RGI,,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,29.1
2018,RGI,,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,27.8
2019,RGI,,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,26.5
2020,RGI,,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,28.7
2021,RGI,,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,27.6
2022,RGI,,TIT,,,,,Basauri,1.000 biztanle bakoitzeko,Basauri,24.8
2014,RGI,Gizona,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,10.8
2015,RGI,Gizona,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,9.8
2016,RGI,Gizona,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,12.4
2017,RGI,Gizona,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,9.2
2018,RGI,Gizona,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,8.5
2019,RGI,Gizona,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,10.2
2020,RGI,Gizona,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,10.0
2021,RGI,Gizona,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,7.5
2022,RGI,Gizona,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,7.3
2014,RGI,Emakumea,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,23.2
2015,RGI,Emakumea,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,23.5
2016,RGI,Emakumea,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,24.3
2017,RGI,Emakumea,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,26.3
2018,RGI,Emakumea,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,24.2
2019,RGI,Emakumea,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,24.6
2020,RGI,Emakumea,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,24.4
2021,RGI,Emakumea,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,18.1
2022,RGI,Emakumea,TIT,,,,,Berango,1.000 biztanle bakoitzeko,Berango,15.8
2014,RGI,,TIT,MIGRANT,,,,Berango,1.000 biztanle bakoitzeko,Berango,70.5
2015,RGI,,TIT,MIGRANT,,,,Berango,1.000 biztanle bakoitzeko,Berango,72.7
2016,RGI,,TIT,MIGRANT,,,,Berango,1.000 biztanle bakoitzeko,Berango,72.3
2017,RGI,,TIT,MIGRANT,,,,Berango,1.000 biztanle bakoitzeko,Berango,88.3
2018,RGI,,TIT,MIGRANT,,,,Berango,1.000 biztanle bakoitzeko,Berango,73.8
2019,RGI,,TIT,MIGRANT,,,,Berango,1.000 biztanle bakoitzeko,Berango,73.4
2020,RGI,,TIT,MIGRANT,,,,Berango,1.000 biztanle bakoitzeko,Berango,67.5
2021,RGI,,TIT,MIGRANT,,,,Berango,1.000 biztanle bakoitzeko,Berango,52.3
