Year,Serie,Sex,Cobertura,Residencia,Discapacidad,Province,County,Municipality,Unidad,GeoCode,Value
2019,RGI,,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,28.8
2020,RGI,,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,23.1
2021,RGI,,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,27.3
2022,RGI,,TIT,,,,,Ikaztegieta,"Per 1,000 people",Ikaztegieta,25.2
2014,RGI,Male,TIT,,,,,Irun,"Per 1,000 people",Irun,17.6
2015,RGI,Male,TIT,,,,,Irun,"Per 1,000 people",Irun,18.8
2016,RGI,Male,TIT,,,,,Irun,"Per 1,000 people",Irun,18.9
2017,RGI,Male,TIT,,,,,Irun,"Per 1,000 people",Irun,17.7
2018,RGI,Male,TIT,,,,,Irun,"Per 1,000 people",Irun,15.5
2019,RGI,Male,TIT,,,,,Irun,"Per 1,000 people",Irun,15.7
2020,RGI,Male,TIT,,,,,Irun,"Per 1,000 people",Irun,17.7
2021,RGI,Male,TIT,,,,,Irun,"Per 1,000 people",Irun,17.9
2022,RGI,Male,TIT,,,,,Irun,"Per 1,000 people",Irun,16.3
2014,RGI,Female,TIT,,,,,Irun,"Per 1,000 people",Irun,29.2
2015,RGI,Female,TIT,,,,,Irun,"Per 1,000 people",Irun,29.3
2016,RGI,Female,TIT,,,,,Irun,"Per 1,000 people",Irun,28.0
2017,RGI,Female,TIT,,,,,Irun,"Per 1,000 people",Irun,27.1
2018,RGI,Female,TIT,,,,,Irun,"Per 1,000 people",Irun,25.4
2019,RGI,Female,TIT,,,,,Irun,"Per 1,000 people",Irun,26.0
2020,RGI,Female,TIT,,,,,Irun,"Per 1,000 people",Irun,28.0
2021,RGI,Female,TIT,,,,,Irun,"Per 1,000 people",Irun,26.2
2022,RGI,Female,TIT,,,,,Irun,"Per 1,000 people",Irun,24.3
2014,RGI,,TIT,MIGRANT,,,,Irun,"Per 1,000 people",Irun,63.8
2015,RGI,,TIT,MIGRANT,,,,Irun,"Per 1,000 people",Irun,65.8
2016,RGI,,TIT,MIGRANT,,,,Irun,"Per 1,000 people",Irun,64.3
2017,RGI,,TIT,MIGRANT,,,,Irun,"Per 1,000 people",Irun,63.8
2018,RGI,,TIT,MIGRANT,,,,Irun,"Per 1,000 people",Irun,55.9
2019,RGI,,TIT,MIGRANT,,,,Irun,"Per 1,000 people",Irun,53.6
2020,RGI,,TIT,MIGRANT,,,,Irun,"Per 1,000 people",Irun,61.2
2021,RGI,,TIT,MIGRANT,,,,Irun,"Per 1,000 people",Irun,58.6
2022,RGI,,TIT,MIGRANT,,,,Irun,"Per 1,000 people",Irun,48.9
2010,RGI,,TIT,,,,,Irun,"Per 1,000 people",Irun,14.9
2011,RGI,,TIT,,,,,Irun,"Per 1,000 people",Irun,18.2
2012,RGI,,TIT,,,,,Irun,"Per 1,000 people",Irun,20.3
2013,RGI,,TIT,,,,,Irun,"Per 1,000 people",Irun,22.5
2014,RGI,,TIT,,,,,Irun,"Per 1,000 people",Irun,23.6
2015,RGI,,TIT,,,,,Irun,"Per 1,000 people",Irun,24.2
2016,RGI,,TIT,,,,,Irun,"Per 1,000 people",Irun,23.6
2017,RGI,,TIT,,,,,Irun,"Per 1,000 people",Irun,22.5
2018,RGI,,TIT,,,,,Irun,"Per 1,000 people",Irun,20.6
2019,RGI,,TIT,,,,,Irun,"Per 1,000 people",Irun,21.0
2020,RGI,,TIT,,,,,Irun,"Per 1,000 people",Irun,23.0
2021,RGI,,TIT,,,,,Irun,"Per 1,000 people",Irun,22.1
2022,RGI,,TIT,,,,,Irun,"Per 1,000 people",Irun,20.4
2014,RGI,Male,TIT,,,,,Irura,"Per 1,000 people",Irura,13.8
2015,RGI,Male,TIT,,,,,Irura,"Per 1,000 people",Irura,18.6
2016,RGI,Male,TIT,,,,,Irura,"Per 1,000 people",Irura,21.7
2017,RGI,Male,TIT,,,,,Irura,"Per 1,000 people",Irura,17.0
2018,RGI,Male,TIT,,,,,Irura,"Per 1,000 people",Irura,12.8
2019,RGI,Male,TIT,,,,,Irura,"Per 1,000 people",Irura,6.3
2020,RGI,Male,TIT,,,,,Irura,"Per 1,000 people",Irura,11.4
2021,RGI,Male,TIT,,,,,Irura,"Per 1,000 people",Irura,9.3
2022,RGI,Male,TIT,,,,,Irura,"Per 1,000 people",Irura,14.6
2014,RGI,Female,TIT,,,,,Irura,"Per 1,000 people",Irura,17.8
2015,RGI,Female,TIT,,,,,Irura,"Per 1,000 people",Irura,19.1
2016,RGI,Female,TIT,,,,,Irura,"Per 1,000 people",Irura,24.1
2017,RGI,Female,TIT,,,,,Irura,"Per 1,000 people",Irura,19.3
2018,RGI,Female,TIT,,,,,Irura,"Per 1,000 people",Irura,19.5
2019,RGI,Female,TIT,,,,,Irura,"Per 1,000 people",Irura,20.9
2020,RGI,Female,TIT,,,,,Irura,"Per 1,000 people",Irura,21.7
2021,RGI,Female,TIT,,,,,Irura,"Per 1,000 people",Irura,17.2
2022,RGI,Female,TIT,,,,,Irura,"Per 1,000 people",Irura,16.8
2014,RGI,,TIT,MIGRANT,,,,Irura,"Per 1,000 people",Irura,67.8
2015,RGI,,TIT,MIGRANT,,,,Irura,"Per 1,000 people",Irura,71.4
2016,RGI,,TIT,MIGRANT,,,,Irura,"Per 1,000 people",Irura,102.6
2017,RGI,,TIT,MIGRANT,,,,Irura,"Per 1,000 people",Irura,96.2
2018,RGI,,TIT,MIGRANT,,,,Irura,"Per 1,000 people",Irura,69.2
2019,RGI,,TIT,MIGRANT,,,,Irura,"Per 1,000 people",Irura,49.2
2020,RGI,,TIT,MIGRANT,,,,Irura,"Per 1,000 people",Irura,87.2
2021,RGI,,TIT,MIGRANT,,,,Irura,"Per 1,000 people",Irura,65.6
2022,RGI,,TIT,MIGRANT,,,,Irura,"Per 1,000 people",Irura,53.8
2010,RGI,,TIT,,,,,Irura,"Per 1,000 people",Irura,3.8
2011,RGI,,TIT,,,,,Irura,"Per 1,000 people",Irura,4.9
2012,RGI,,TIT,,,,,Irura,"Per 1,000 people",Irura,8.5
2013,RGI,,TIT,,,,,Irura,"Per 1,000 people",Irura,12.2
2014,RGI,,TIT,,,,,Irura,"Per 1,000 people",Irura,15.7
2015,RGI,,TIT,,,,,Irura,"Per 1,000 people",Irura,18.9
2016,RGI,,TIT,,,,,Irura,"Per 1,000 people",Irura,22.9
2017,RGI,,TIT,,,,,Irura,"Per 1,000 people",Irura,18.1
2018,RGI,,TIT,,,,,Irura,"Per 1,000 people",Irura,16.0
2019,RGI,,TIT,,,,,Irura,"Per 1,000 people",Irura,13.2
2020,RGI,,TIT,,,,,Irura,"Per 1,000 people",Irura,16.3
2021,RGI,,TIT,,,,,Irura,"Per 1,000 people",Irura,13.1
2022,RGI,,TIT,,,,,Irura,"Per 1,000 people",Irura,15.7
2014,RGI,Male,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,20.9
2015,RGI,Male,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,24.5
2016,RGI,Male,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,24.0
2017,RGI,Male,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,23.3
2018,RGI,Male,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,27.9
2019,RGI,Male,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,19.3
2020,RGI,Male,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,32.3
2021,RGI,Male,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,29.3
2022,RGI,Male,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,32.4
2014,RGI,Female,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,17.7
2015,RGI,Female,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,21.2
2016,RGI,Female,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,14.0
2017,RGI,Female,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,19.5
2018,RGI,Female,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,19.4
2019,RGI,Female,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,8.2
2020,RGI,Female,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,18.0
2021,RGI,Female,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,15.0
2022,RGI,Female,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,12.1
2014,RGI,,TIT,MIGRANT,,,,Itsasondo,"Per 1,000 people",Itsasondo,17.5
2015,RGI,,TIT,MIGRANT,,,,Itsasondo,"Per 1,000 people",Itsasondo,17.5
2016,RGI,,TIT,MIGRANT,,,,Itsasondo,"Per 1,000 people",Itsasondo,69.0
2017,RGI,,TIT,MIGRANT,,,,Itsasondo,"Per 1,000 people",Itsasondo,43.5
2018,RGI,,TIT,MIGRANT,,,,Itsasondo,"Per 1,000 people",Itsasondo,59.5
2019,RGI,,TIT,MIGRANT,,,,Itsasondo,"Per 1,000 people",Itsasondo,31.3
2020,RGI,,TIT,MIGRANT,,,,Itsasondo,"Per 1,000 people",Itsasondo,130.4
2021,RGI,,TIT,MIGRANT,,,,Itsasondo,"Per 1,000 people",Itsasondo,95.2
2022,RGI,,TIT,MIGRANT,,,,Itsasondo,"Per 1,000 people",Itsasondo,94.7
2010,RGI,,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,22.6
2011,RGI,,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,17.8
2012,RGI,,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,18.0
2013,RGI,,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,15.0
2014,RGI,,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,19.3
2015,RGI,,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,22.8
2016,RGI,,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,18.8
2017,RGI,,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,21.4
2018,RGI,,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,23.7
2019,RGI,,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,13.7
2020,RGI,,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,25.2
2021,RGI,,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,22.2
2022,RGI,,TIT,,,,,Itsasondo,"Per 1,000 people",Itsasondo,22.4
2014,RGI,Male,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2015,RGI,Male,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2016,RGI,Male,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2017,RGI,Male,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2018,RGI,Male,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2019,RGI,Male,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2020,RGI,Male,TIT,,,,,Larraul,"Per 1,000 people",Larraul,13.3
2021,RGI,Male,TIT,,,,,Larraul,"Per 1,000 people",Larraul,26.7
2022,RGI,Male,TIT,,,,,Larraul,"Per 1,000 people",Larraul,6.9
2014,RGI,Female,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2015,RGI,Female,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2016,RGI,Female,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2017,RGI,Female,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2018,RGI,Female,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2019,RGI,Female,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2020,RGI,Female,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2021,RGI,Female,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2022,RGI,Female,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2014,RGI,,TIT,MIGRANT,,,,Larraul,"Per 1,000 people",Larraul,0.0
2015,RGI,,TIT,MIGRANT,,,,Larraul,"Per 1,000 people",Larraul,0.0
2016,RGI,,TIT,MIGRANT,,,,Larraul,"Per 1,000 people",Larraul,0.0
2017,RGI,,TIT,MIGRANT,,,,Larraul,"Per 1,000 people",Larraul,0.0
2018,RGI,,TIT,MIGRANT,,,,Larraul,"Per 1,000 people",Larraul,0.0
2019,RGI,,TIT,MIGRANT,,,,Larraul,"Per 1,000 people",Larraul,0.0
2020,RGI,,TIT,MIGRANT,,,,Larraul,"Per 1,000 people",Larraul,83.3
2021,RGI,,TIT,MIGRANT,,,,Larraul,"Per 1,000 people",Larraul,66.7
2022,RGI,,TIT,MIGRANT,,,,Larraul,"Per 1,000 people",Larraul,0.0
2010,RGI,,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2011,RGI,,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2012,RGI,,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2013,RGI,,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2014,RGI,,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2015,RGI,,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2016,RGI,,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2017,RGI,,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2018,RGI,,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2019,RGI,,TIT,,,,,Larraul,"Per 1,000 people",Larraul,0.0
2020,RGI,,TIT,,,,,Larraul,"Per 1,000 people",Larraul,7.7
2021,RGI,,TIT,,,,,Larraul,"Per 1,000 people",Larraul,15.3
2022,RGI,,TIT,,,,,Larraul,"Per 1,000 people",Larraul,3.9
2014,RGI,Male,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,8.9
2015,RGI,Male,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,7.0
2016,RGI,Male,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,4.0
2017,RGI,Male,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,6.9
2018,RGI,Male,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,3.6
2019,RGI,Male,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,3.2
2020,RGI,Male,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,5.9
2021,RGI,Male,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,9.0
2022,RGI,Male,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,6.2
2014,RGI,Female,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,17.7
2015,RGI,Female,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,14.1
2016,RGI,Female,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,12.6
2017,RGI,Female,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,12.5
2018,RGI,Female,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,10.1
2019,RGI,Female,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,8.2
2020,RGI,Female,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,9.2
2021,RGI,Female,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,8.2
2022,RGI,Female,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,7.9
2014,RGI,,TIT,MIGRANT,,,,Lazkao,"Per 1,000 people",Lazkao,39.9
2015,RGI,,TIT,MIGRANT,,,,Lazkao,"Per 1,000 people",Lazkao,32.1
2016,RGI,,TIT,MIGRANT,,,,Lazkao,"Per 1,000 people",Lazkao,29.7
2017,RGI,,TIT,MIGRANT,,,,Lazkao,"Per 1,000 people",Lazkao,39.6
2018,RGI,,TIT,MIGRANT,,,,Lazkao,"Per 1,000 people",Lazkao,22.8
2019,RGI,,TIT,MIGRANT,,,,Lazkao,"Per 1,000 people",Lazkao,16.0
2020,RGI,,TIT,MIGRANT,,,,Lazkao,"Per 1,000 people",Lazkao,24.6
2021,RGI,,TIT,MIGRANT,,,,Lazkao,"Per 1,000 people",Lazkao,37.3
2022,RGI,,TIT,MIGRANT,,,,Lazkao,"Per 1,000 people",Lazkao,28.3
2010,RGI,,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,9.4
2011,RGI,,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,11.3
2012,RGI,,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,13.6
2013,RGI,,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,11.0
2014,RGI,,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,13.3
2015,RGI,,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,10.5
2016,RGI,,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,8.3
2017,RGI,,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,9.7
2018,RGI,,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,6.8
2019,RGI,,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,5.7
2020,RGI,,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,7.6
2021,RGI,,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,8.6
2022,RGI,,TIT,,,,,Lazkao,"Per 1,000 people",Lazkao,7.1
2014,RGI,Male,TIT,,,,ES2005,,"Per 1,000 people",ES2005,13.9
2015,RGI,Male,TIT,,,,ES2005,,"Per 1,000 people",ES2005,13.4
2016,RGI,Male,TIT,,,,ES2005,,"Per 1,000 people",ES2005,14.3
2017,RGI,Male,TIT,,,,ES2005,,"Per 1,000 people",ES2005,13.1
2018,RGI,Male,TIT,,,,ES2005,,"Per 1,000 people",ES2005,12.9
2019,RGI,Male,TIT,,,,ES2005,,"Per 1,000 people",ES2005,12.3
2020,RGI,Male,TIT,,,,ES2005,,"Per 1,000 people",ES2005,13.6
2021,RGI,Male,TIT,,,,ES2005,,"Per 1,000 people",ES2005,14.1
2022,RGI,Male,TIT,,,,ES2005,,"Per 1,000 people",ES2005,13.1
2014,RGI,Female,TIT,,,,ES2005,,"Per 1,000 people",ES2005,19.9
2015,RGI,Female,TIT,,,,ES2005,,"Per 1,000 people",ES2005,18.3
2016,RGI,Female,TIT,,,,ES2005,,"Per 1,000 people",ES2005,16.4
2017,RGI,Female,TIT,,,,ES2005,,"Per 1,000 people",ES2005,16.4
2018,RGI,Female,TIT,,,,ES2005,,"Per 1,000 people",ES2005,15.0
2019,RGI,Female,TIT,,,,ES2005,,"Per 1,000 people",ES2005,13.7
2020,RGI,Female,TIT,,,,ES2005,,"Per 1,000 people",ES2005,15.3
2021,RGI,Female,TIT,,,,ES2005,,"Per 1,000 people",ES2005,13.5
2022,RGI,Female,TIT,,,,ES2005,,"Per 1,000 people",ES2005,12.3
2014,RGI,,TIT,MIGRANT,,,ES2005,,"Per 1,000 people",ES2005,56.7
2015,RGI,,TIT,MIGRANT,,,ES2005,,"Per 1,000 people",ES2005,50.6
2016,RGI,,TIT,MIGRANT,,,ES2005,,"Per 1,000 people",ES2005,61.2
2017,RGI,,TIT,MIGRANT,,,ES2005,,"Per 1,000 people",ES2005,57.7
2018,RGI,,TIT,MIGRANT,,,ES2005,,"Per 1,000 people",ES2005,54.9
2019,RGI,,TIT,MIGRANT,,,ES2005,,"Per 1,000 people",ES2005,49.4
2020,RGI,,TIT,MIGRANT,,,ES2005,,"Per 1,000 people",ES2005,53.5
2021,RGI,,TIT,MIGRANT,,,ES2005,,"Per 1,000 people",ES2005,52.3
2022,RGI,,TIT,MIGRANT,,,ES2005,,"Per 1,000 people",ES2005,47.2
2010,RGI,,TIT,,,,ES2005,,"Per 1,000 people",ES2005,11.2
2011,RGI,,TIT,,,,ES2005,,"Per 1,000 people",ES2005,12.2
2012,RGI,,TIT,,,,ES2005,,"Per 1,000 people",ES2005,14.0
2013,RGI,,TIT,,,,ES2005,,"Per 1,000 people",ES2005,15.5
2014,RGI,,TIT,,,,ES2005,,"Per 1,000 people",ES2005,16.9
2015,RGI,,TIT,,,,ES2005,,"Per 1,000 people",ES2005,15.8
2016,RGI,,TIT,,,,ES2005,,"Per 1,000 people",ES2005,15.3
2017,RGI,,TIT,,,,ES2005,,"Per 1,000 people",ES2005,14.8
2018,RGI,,TIT,,,,ES2005,,"Per 1,000 people",ES2005,13.9
2019,RGI,,TIT,,,,ES2005,,"Per 1,000 people",ES2005,13.0
2020,RGI,,TIT,,,,ES2005,,"Per 1,000 people",ES2005,14.4
2021,RGI,,TIT,,,,ES2005,,"Per 1,000 people",ES2005,13.8
2022,RGI,,TIT,,,,ES2005,,"Per 1,000 people",ES2005,12.7
2014,RGI,Male,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,31.3
2015,RGI,Male,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,26.9
2016,RGI,Male,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,26.7
2017,RGI,Male,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,15.8
2018,RGI,Male,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,10.3
2019,RGI,Male,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,20.1
2020,RGI,Male,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,20.5
2021,RGI,Male,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,10.3
2022,RGI,Male,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,14.8
2014,RGI,Female,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,23.3
2015,RGI,Female,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,23.0
2016,RGI,Female,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,29.1
2017,RGI,Female,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,28.2
2018,RGI,Female,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,29.6
2019,RGI,Female,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,33.5
2020,RGI,Female,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,28.9
2021,RGI,Female,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,46.2
2022,RGI,Female,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,27.8
2014,RGI,,TIT,MIGRANT,,,,Leaburu,"Per 1,000 people",Leaburu,138.9
2015,RGI,,TIT,MIGRANT,,,,Leaburu,"Per 1,000 people",Leaburu,142.9
2016,RGI,,TIT,MIGRANT,,,,Leaburu,"Per 1,000 people",Leaburu,225.8
2017,RGI,,TIT,MIGRANT,,,,Leaburu,"Per 1,000 people",Leaburu,114.3
2018,RGI,,TIT,MIGRANT,,,,Leaburu,"Per 1,000 people",Leaburu,111.1
2019,RGI,,TIT,MIGRANT,,,,Leaburu,"Per 1,000 people",Leaburu,190.5
2020,RGI,,TIT,MIGRANT,,,,Leaburu,"Per 1,000 people",Leaburu,162.8
2021,RGI,,TIT,MIGRANT,,,,Leaburu,"Per 1,000 people",Leaburu,86.2
2022,RGI,,TIT,MIGRANT,,,,Leaburu,"Per 1,000 people",Leaburu,125.0
2010,RGI,,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,10.6
2011,RGI,,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,10.5
2012,RGI,,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,11.1
2013,RGI,,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,16.2
2014,RGI,,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,27.5
2015,RGI,,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,25.0
2016,RGI,,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,27.9
2017,RGI,,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,21.8
2018,RGI,,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,19.3
2019,RGI,,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,26.5
2020,RGI,,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,24.5
2021,RGI,,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,27.2
2022,RGI,,TIT,,,,,Leaburu,"Per 1,000 people",Leaburu,20.9
2014,RGI,Male,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,11.4
2015,RGI,Male,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,10.2
2016,RGI,Male,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,12.1
2017,RGI,Male,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,11.7
2018,RGI,Male,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,12.2
2019,RGI,Male,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,11.1
2020,RGI,Male,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,12.4
2021,RGI,Male,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,12.4
2022,RGI,Male,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,11.3
2014,RGI,Female,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,17.0
2015,RGI,Female,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,15.9
2016,RGI,Female,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,16.1
2017,RGI,Female,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,16.1
2018,RGI,Female,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,15.1
2019,RGI,Female,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,15.4
2020,RGI,Female,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,18.1
2021,RGI,Female,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,15.2
2022,RGI,Female,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,15.0
2014,RGI,,TIT,MIGRANT,,,,Legazpi,"Per 1,000 people",Legazpi,87.7
2015,RGI,,TIT,MIGRANT,,,,Legazpi,"Per 1,000 people",Legazpi,78.4
2016,RGI,,TIT,MIGRANT,,,,Legazpi,"Per 1,000 people",Legazpi,120.9
2017,RGI,,TIT,MIGRANT,,,,Legazpi,"Per 1,000 people",Legazpi,134.2
2018,RGI,,TIT,MIGRANT,,,,Legazpi,"Per 1,000 people",Legazpi,111.1
2019,RGI,,TIT,MIGRANT,,,,Legazpi,"Per 1,000 people",Legazpi,93.9
2020,RGI,,TIT,MIGRANT,,,,Legazpi,"Per 1,000 people",Legazpi,107.1
2021,RGI,,TIT,MIGRANT,,,,Legazpi,"Per 1,000 people",Legazpi,88.6
2022,RGI,,TIT,MIGRANT,,,,Legazpi,"Per 1,000 people",Legazpi,89.7
2010,RGI,,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,7.3
2011,RGI,,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,8.6
2012,RGI,,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,10.4
2013,RGI,,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,13.4
2014,RGI,,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,14.2
2015,RGI,,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,13.0
2016,RGI,,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,14.1
2017,RGI,,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,13.9
2018,RGI,,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,13.6
2019,RGI,,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,13.2
2020,RGI,,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,15.2
2021,RGI,,TIT,,,,,Legazpi,"Per 1,000 people",Legazpi,13.8
