Year,Series,Tipo de valor,Territorio,Units,Value
2018,Valor añadido del sector manufacturo,Nominal,Asteasu,Euro per cápita,43461.9
2015,Valor añadido del sector manufacturo,Nominal,Asteasu,Euro per cápita,40777.1
2014,Valor añadido del sector manufacturo,Nominal,Astigarraga,Euro per cápita,8988.6
2014,Valor añadido del sector manufacturo,Nominal,Asteasu,Euro per cápita,38346.8
2018,Valor añadido del sector manufacturo,Nominal,Astigarraga,Euro per cápita,7701.4
2018,Valor añadido del sector manufacturo,Nominal,Otxandio,Euro per cápita,7627.9
2020,Valor añadido del sector manufacturo,Nominal,Abaltzisketa,Euro per cápita,557.2
2020,Valor añadido del sector manufacturo,Nominal,Mutiloa,Euro per cápita,80.8
2017,Valor añadido del sector manufacturo,Nominal,Otxandio,Euro per cápita,7679.0
2018,Valor añadido del sector manufacturo,Nominal,Lasarte-Oria,Euro per cápita,6130.1
2020,Valor añadido del sector manufacturo,Nominal,Asteasu,Euro per cápita,46380.8
2015,Valor añadido del sector manufacturo,Nominal,Lasarte-Oria,Euro per cápita,6016.5
2014,Valor añadido del sector manufacturo,Nominal,Asparrena,Euro per cápita,40947.2
2021,Valor añadido del sector manufacturo,Nominal,Lasarte-Oria,Euro per cápita,5374.3
2021,Valor añadido del sector manufacturo,Nominal,Okondo,Euro per cápita,9757.4
2019,Valor añadido del sector manufacturo,Nominal,Asteasu,Euro per cápita,48439.2
2017,Valor añadido del sector manufacturo,Nominal,Lasarte-Oria,Euro per cápita,5881.2
2020,Valor añadido del sector manufacturo,Nominal,Lasarte-Oria,Euro per cápita,4735.6
2017,Valor añadido del sector manufacturo,Nominal,Asteasu,Euro per cápita,45149.0
2016,Valor añadido del sector manufacturo,Nominal,Lasarte-Oria,Euro per cápita,5892.6
2020,Valor añadido del sector manufacturo,Nominal,Kripan,Euro per cápita,1258.2
2014,Valor añadido del sector manufacturo,Nominal,Lasarte-Oria,Euro per cápita,5316.0
2021,Valor añadido del sector manufacturo,Nominal,Abaltzisketa,Euro per cápita,389.5
2021,Valor añadido del sector manufacturo,Nominal,Ondarroa,Euro per cápita,1081.4
2017,Valor añadido del sector manufacturo,Nominal,Okondo,Euro per cápita,9279.6
2019,Valor añadido del sector manufacturo,Nominal,Lasarte-Oria,Euro per cápita,6088.6
2017,Valor añadido del sector manufacturo,Nominal,Ondarroa,Euro per cápita,1061.1
2016,Valor añadido del sector manufacturo,Nominal,Asparrena,Euro per cápita,37255.1
2020,Valor añadido del sector manufacturo,Nominal,Mendaro,Euro per cápita,29624.5
2015,Valor añadido del sector manufacturo,Nominal,Mendaro,Euro per cápita,27169.3
2021,Valor añadido del sector manufacturo,Nominal,Mendaro,Euro per cápita,33211.3
2019,Valor añadido del sector manufacturo,Nominal,Mendaro,Euro per cápita,33468.3
2016,Valor añadido del sector manufacturo,Nominal,Mendaro,Euro per cápita,26602.3
2014,Valor añadido del sector manufacturo,Nominal,Navaridas,Euro per cápita,8562.0
2016,Valor añadido del sector manufacturo,Nominal,Asteasu,Euro per cápita,41734.9
2021,Valor añadido del sector manufacturo,Nominal,Asteasu,Euro per cápita,54559.3
2019,Valor añadido del sector manufacturo,Nominal,Aretxabaleta,Euro per cápita,16209.2
2014,Valor añadido del sector manufacturo,Nominal,Mendaro,Euro per cápita,24162.5
2014,Valor añadido del sector manufacturo,Nominal,Olaberria,Euro per cápita,93284.7
2018,Valor añadido del sector manufacturo,Nominal,Urduña/Orduña,Euro per cápita,1392.1
2017,Valor añadido del sector manufacturo,Nominal,Aduna,Euro per cápita,68308.0
2016,Valor añadido del sector manufacturo,Nominal,Olaberria,Euro per cápita,134236.9
2017,Valor añadido del sector manufacturo,Nominal,Urduña/Orduña,Euro per cápita,1475.4
2018,Valor añadido del sector manufacturo,Nominal,Mendaro,Euro per cápita,30710.1
2015,Valor añadido del sector manufacturo,Nominal,Aretxabaleta,Euro per cápita,15753.1
2017,Valor añadido del sector manufacturo,Nominal,Mendaro,Euro per cápita,29996.7
2016,Valor añadido del sector manufacturo,Nominal,Navaridas,Euro per cápita,6771.4
2017,Valor añadido del sector manufacturo,Nominal,Aretxabaleta,Euro per cápita,15248.0
2020,Valor añadido del sector manufacturo,Nominal,Zumaia,Euro per cápita,11299.6
2016,Valor añadido del sector manufacturo,Nominal,Aretxabaleta,Euro per cápita,15315.9
2018,Valor añadido del sector manufacturo,Nominal,Zumaia,Euro per cápita,12928.9
2021,Valor añadido del sector manufacturo,Nominal,,Euro per cápita,6660.2
2017,Valor añadido del sector manufacturo,Nominal,Arratzua-Ubarrundia,Euro per cápita,497.6
2021,Valor añadido del sector manufacturo,Nominal,Zumaia,Euro per cápita,9947.9
2018,Valor añadido del sector manufacturo,Nominal,Navaridas,Euro per cápita,9812.0
2020,Valor añadido del sector manufacturo,Nominal,Aretxabaleta,Euro per cápita,14442.3
2019,Valor añadido del sector manufacturo,Nominal,Zumaia,Euro per cápita,12920.1
2017,Valor añadido del sector manufacturo,Nominal,Orozko,Euro per cápita,11077.0
2019,Valor añadido del sector manufacturo,Nominal,Bernedo,Euro per cápita,19165.2
2017,Valor añadido del sector manufacturo,Nominal,Zumaia,Euro per cápita,12681.3
2017,Valor añadido del sector manufacturo,Nominal,Oñati,Euro per cápita,26168.2
2018,Valor añadido del sector manufacturo,Nominal,Aretxabaleta,Euro per cápita,14905.6
2015,Valor añadido del sector manufacturo,Nominal,Zumaia,Euro per cápita,14849.7
2015,Valor añadido del sector manufacturo,Nominal,Navaridas,Euro per cápita,6512.0
2014,Valor añadido del sector manufacturo,Nominal,Aretxabaleta,Euro per cápita,14744.5
2018,Valor añadido del sector manufacturo,Nominal,Kripan,Euro per cápita,2274.2
2021,Valor añadido del sector manufacturo,Nominal,Aretxabaleta,Euro per cápita,16008.4
2014,Valor añadido del sector manufacturo,Nominal,Zumaia,Euro per cápita,13687.3
2020,Valor añadido del sector manufacturo,Nominal,Oñati,Euro per cápita,26211.0
2020,Valor añadido del sector manufacturo,Nominal,Navaridas,Euro per cápita,3947.9
2016,Valor añadido del sector manufacturo,Nominal,Zumaia,Euro per cápita,13934.2
2021,Valor añadido del sector manufacturo,Nominal,Sukarrieta,Euro per cápita,0.0
2019,Valor añadido del sector manufacturo,Nominal,Oñati,Euro per cápita,32089.3
2017,Valor añadido del sector manufacturo,Nominal,Sukarrieta,Euro per cápita,0.0
2019,Valor añadido del sector manufacturo,Nominal,Arratzua-Ubarrundia,Euro per cápita,480.7
2021,Valor añadido del sector manufacturo,Nominal,Kripan,Euro per cápita,1471.1
2018,Valor añadido del sector manufacturo,Nominal,Zumarraga,Euro per cápita,2929.7
2019,Valor añadido del sector manufacturo,Nominal,Zumarraga,Euro per cápita,2856.4
2021,Valor añadido del sector manufacturo,Nominal,Zumarraga,Euro per cápita,2947.7
2016,Valor añadido del sector manufacturo,Nominal,Zumarraga,Euro per cápita,2128.0
2019,Valor añadido del sector manufacturo,Nominal,Navaridas,Euro per cápita,8128.1
2020,Valor añadido del sector manufacturo,Nominal,Zumarraga,Euro per cápita,2226.3
2017,Valor añadido del sector manufacturo,Nominal,Zumarraga,Euro per cápita,2782.3
2015,Valor añadido del sector manufacturo,Nominal,Zumarraga,Euro per cápita,3074.4
2017,Valor añadido del sector manufacturo,Nominal,Arama,Euro per cápita,122076.2
2020,Valor añadido del sector manufacturo,Nominal,Arama,Euro per cápita,132836.2
2019,Valor añadido del sector manufacturo,Nominal,Arama,Euro per cápita,140778.3
2014,Valor añadido del sector manufacturo,Nominal,Zumarraga,Euro per cápita,4505.5
2021,Valor añadido del sector manufacturo,Nominal,Plentzia,Euro per cápita,55.2
2017,Valor añadido del sector manufacturo,Nominal,Plentzia,Euro per cápita,97.2
2017,Valor añadido del sector manufacturo,Nominal,Zarautz,Euro per cápita,3072.0
2019,Valor añadido del sector manufacturo,Nominal,Zarautz,Euro per cápita,3058.0
2018,Valor añadido del sector manufacturo,Nominal,Amurrio,Euro per cápita,20853.4
2021,Valor añadido del sector manufacturo,Nominal,Arratzua-Ubarrundia,Euro per cápita,154.9
2014,Valor añadido del sector manufacturo,Nominal,Zigoitia,Euro per cápita,15922.3
2017,Valor añadido del sector manufacturo,Nominal,Navaridas,Euro per cápita,9097.8
2018,Valor añadido del sector manufacturo,Nominal,Arama,Euro per cápita,116219.0
2015,Valor añadido del sector manufacturo,Nominal,Zarautz,Euro per cápita,2982.5
2014,Valor añadido del sector manufacturo,Nominal,Tolosaldea,Euro per cápita,9871.1
2020,Valor añadido del sector manufacturo,Nominal,Zarautz,Euro per cápita,2711.5
2017,Valor añadido del sector manufacturo,Nominal,Lapuebla de Labarca,Euro per cápita,28150.5
2015,Valor añadido del sector manufacturo,Nominal,Arama,Euro per cápita,1144.2
2018,Valor añadido del sector manufacturo,Nominal,Zarautz,Euro per cápita,3101.4
2021,Valor añadido del sector manufacturo,Nominal,Arama,Euro per cápita,164134.0
2016,Valor añadido del sector manufacturo,Nominal,Zarautz,Euro per cápita,3016.1
2015,Valor añadido del sector manufacturo,Nominal,Tolosaldea,Euro per cápita,10598.8
2017,Valor añadido del sector manufacturo,Nominal,Portugalete,Euro per cápita,439.6
2020,Valor añadido del sector manufacturo,Nominal,Zigoitia,Euro per cápita,11785.5
2021,Valor añadido del sector manufacturo,Nominal,Navaridas,Euro per cápita,4566.3
2014,Valor añadido del sector manufacturo,Nominal,Zarautz,Euro per cápita,2654.2
2021,Valor añadido del sector manufacturo,Nominal,Zarautz,Euro per cápita,2997.1
2017,Valor añadido del sector manufacturo,Nominal,Zigoitia,Euro per cápita,16037.1
2014,Valor añadido del sector manufacturo,Nominal,Arabako Errioxa / Rioja Alavesa,Euro per cápita,28267.6
2015,Valor añadido del sector manufacturo,Nominal,Zaldibia,Euro per cápita,4303.8
2020,Valor añadido del sector manufacturo,Nominal,Errigoiti,Euro per cápita,284.5
2016,Valor añadido del sector manufacturo,Nominal,Arama,Euro per cápita,111729.2
2017,Valor añadido del sector manufacturo,Nominal,Zaldibia,Euro per cápita,4578.3
2018,Valor añadido del sector manufacturo,Nominal,Errigoiti,Euro per cápita,411.5
2021,Valor añadido del sector manufacturo,Nominal,Zaldibia,Euro per cápita,4957.6
2014,Valor añadido del sector manufacturo,Nominal,Arama,Euro per cápita,1113.2
2019,Valor añadido del sector manufacturo,Nominal,Zaldibia,Euro per cápita,4921.5
2017,Valor añadido del sector manufacturo,Nominal,Errigoiti,Euro per cápita,337.7
2021,Valor añadido del sector manufacturo,Nominal,Zigoitia,Euro per cápita,9419.1
2016,Valor añadido del sector manufacturo,Nominal,Antzuola,Euro per cápita,25148.1
2016,Valor añadido del sector manufacturo,Nominal,Zaldibia,Euro per cápita,4521.7
2014,Valor añadido del sector manufacturo,Nominal,Zaldibia,Euro per cápita,4280.5
2020,Valor añadido del sector manufacturo,Nominal,Antzuola,Euro per cápita,23046.0
2018,Valor añadido del sector manufacturo,Nominal,Zaldibia,Euro per cápita,5012.3
2020,Valor añadido del sector manufacturo,Nominal,Zaldibia,Euro per cápita,4487.6
2018,Valor añadido del sector manufacturo,Nominal,Antzuola,Euro per cápita,22700.9
2018,Valor añadido del sector manufacturo,Nominal,Urretxu,Euro per cápita,4489.2
2020,Valor añadido del sector manufacturo,Nominal,,Euro per cápita,5747.7
2021,Valor añadido del sector manufacturo,Nominal,Antzuola,Euro per cápita,25587.9
2016,Valor añadido del sector manufacturo,Nominal,Zigoitia,Euro per cápita,20232.6
2015,Valor añadido del sector manufacturo,Nominal,Antzuola,Euro per cápita,23890.3
2016,Valor añadido del sector manufacturo,Nominal,Urretxu,Euro per cápita,3422.5
2017,Valor añadido del sector manufacturo,Nominal,Orexa,Euro per cápita,2598.2
2021,Valor añadido del sector manufacturo,Nominal,Orexa,Euro per cápita,2339.4
2020,Valor añadido del sector manufacturo,Nominal,Orexa,Euro per cápita,2497.7
2017,Valor añadido del sector manufacturo,Nominal,Valle de Trápaga-Trapagaran,Euro per cápita,13605.7
2014,Valor añadido del sector manufacturo,Nominal,Antzuola,Euro per cápita,22544.2
2019,Valor añadido del sector manufacturo,Nominal,Antzuola,Euro per cápita,23126.5
2020,Valor añadido del sector manufacturo,Nominal,Urretxu,Euro per cápita,4165.5
2021,Valor añadido del sector manufacturo,Nominal,Urretxu,Euro per cápita,4468.8
2016,Valor añadido del sector manufacturo,Nominal,Arabako Errioxa / Rioja Alavesa,Euro per cápita,28965.1
2019,Valor añadido del sector manufacturo,Nominal,Urretxu,Euro per cápita,4671.9
2017,Valor añadido del sector manufacturo,Nominal,Urretxu,Euro per cápita,4047.1
2015,Valor añadido del sector manufacturo,Nominal,Urretxu,Euro per cápita,3330.7
2014,Valor añadido del sector manufacturo,Nominal,Urretxu,Euro per cápita,3072.1
2016,Valor añadido del sector manufacturo,Nominal,Ordizia,Euro per cápita,5489.7
2018,Valor añadido del sector manufacturo,Nominal,Arratzua-Ubarrundia,Euro per cápita,401.5
2015,Valor añadido del sector manufacturo,Nominal,Zigoitia,Euro per cápita,27643.2
2015,Valor añadido del sector manufacturo,Nominal,Arabako Errioxa / Rioja Alavesa,Euro per cápita,27557.1
2021,Valor añadido del sector manufacturo,Nominal,Lezama,Euro per cápita,11450.1
2017,Valor añadido del sector manufacturo,Nominal,Lezama,Euro per cápita,12236.3
2021,Valor añadido del sector manufacturo,Nominal,Arabako Errioxa / Rioja Alavesa,Euro per cápita,27295.1
2019,Valor añadido del sector manufacturo,Nominal,Ordizia,Euro per cápita,5173.4
2020,Valor añadido del sector manufacturo,Nominal,Ordizia,Euro per cápita,5058.3
2017,Valor añadido del sector manufacturo,Nominal,Antzuola,Euro per cápita,25117.1
2017,Valor añadido del sector manufacturo,Nominal,Ordizia,Euro per cápita,5311.3
2020,Valor añadido del sector manufacturo,Nominal,Orio,Euro per cápita,454.0
2015,Valor añadido del sector manufacturo,Nominal,Ordizia,Euro per cápita,6907.9
2020,Valor añadido del sector manufacturo,Nominal,Arabako Errioxa / Rioja Alavesa,Euro per cápita,27073.9
2018,Valor añadido del sector manufacturo,Nominal,Anoeta,Euro per cápita,11844.7
2018,Valor añadido del sector manufacturo,Nominal,Ordizia,Euro per cápita,4972.5
2019,Valor añadido del sector manufacturo,Nominal,Orio,Euro per cápita,472.6
2018,Valor añadido del sector manufacturo,Nominal,Santurtzi,Euro per cápita,497.5
2020,Valor añadido del sector manufacturo,Nominal,Albiztur,Euro per cápita,18231.9
2017,Valor añadido del sector manufacturo,Nominal,Santurtzi,Euro per cápita,519.2
2017,Valor añadido del sector manufacturo,Nominal,Anoeta,Euro per cápita,10404.3
2014,Valor añadido del sector manufacturo,Nominal,Ordizia,Euro per cápita,7004.5
2021,Valor añadido del sector manufacturo,Nominal,Ordizia,Euro per cápita,5809.6
2017,Valor añadido del sector manufacturo,Nominal,Arabako Errioxa / Rioja Alavesa,Euro per cápita,31378.8
2015,Valor añadido del sector manufacturo,Nominal,Anoeta,Euro per cápita,11253.4
2015,Valor añadido del sector manufacturo,Nominal,Villabona,Euro per cápita,3638.1
2014,Valor añadido del sector manufacturo,Nominal,Amurrio,Euro per cápita,20079.9
2016,Valor añadido del sector manufacturo,Nominal,Arratzua-Ubarrundia,Euro per cápita,799.8
2014,Valor añadido del sector manufacturo,Nominal,Anoeta,Euro per cápita,11750.2
2020,Valor añadido del sector manufacturo,Nominal,Anoeta,Euro per cápita,11902.9
2017,Valor añadido del sector manufacturo,Nominal,Villabona,Euro per cápita,3624.7
2016,Valor añadido del sector manufacturo,Nominal,Ormaiztegi,Euro per cápita,86073.6
2020,Valor añadido del sector manufacturo,Nominal,Villabona,Euro per cápita,4055.5
2018,Valor añadido del sector manufacturo,Nominal,Villabona,Euro per cápita,3625.7
2015,Valor añadido del sector manufacturo,Nominal,Ziortza-Bolibar,Euro per cápita,257.3
2016,Valor añadido del sector manufacturo,Nominal,Albiztur,Euro per cápita,13677.0
2017,Valor añadido del sector manufacturo,Nominal,Ortuella,Euro per cápita,7072.1
2019,Valor añadido del sector manufacturo,Nominal,Ziortza-Bolibar,Euro per cápita,467.4
2021,Valor añadido del sector manufacturo,Nominal,Villabona,Euro per cápita,4007.7
2014,Valor añadido del sector manufacturo,Nominal,Ziortza-Bolibar,Euro per cápita,274.0
2018,Valor añadido del sector manufacturo,Nominal,Arabako Errioxa / Rioja Alavesa,Euro per cápita,31233.3
2019,Valor añadido del sector manufacturo,Nominal,Villabona,Euro per cápita,4395.0
2020,Valor añadido del sector manufacturo,Nominal,Ziortza-Bolibar,Euro per cápita,228.9
2016,Valor añadido del sector manufacturo,Nominal,Ziortza-Bolibar,Euro per cápita,263.2
2014,Valor añadido del sector manufacturo,Nominal,Villabona,Euro per cápita,2926.0
2018,Valor añadido del sector manufacturo,Nominal,Leza,Euro per cápita,3551.4
2020,Valor añadido del sector manufacturo,Nominal,Sestao,Euro per cápita,2208.6
2020,Valor añadido del sector manufacturo,Nominal,Ormaiztegi,Euro per cápita,60817.2
2019,Valor añadido del sector manufacturo,Nominal,Arabako Errioxa / Rioja Alavesa,Euro per cápita,30905.6
2015,Valor añadido del sector manufacturo,Nominal,Arratzu,Euro per cápita,0.0
2014,Valor añadido del sector manufacturo,Nominal,Albiztur,Euro per cápita,5990.1
2021,Valor añadido del sector manufacturo,Nominal,Sestao,Euro per cápita,3914.9
2017,Valor añadido del sector manufacturo,Nominal,Sestao,Euro per cápita,819.0
